,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额
319,21024,2021-03-06,11,14,21,24,31,02,10,"1,099,396,872",3,"10,000,000",218,"47,504","290,054,173"
318,21025,2021-03-08,17,18,23,30,31,10,12,"1,148,953,396",1,"10,000,000",50,"307,329","276,142,896"
317,21026,2021-03-10,07,11,20,24,27,01,11,"1,173,541,384",2,"10,000,000",70,"166,283","276,425,219"
316,21027,2021-03-13,09,21,22,26,30,04,12,"1,137,674,692",10,"7,998,232",179,"65,296","300,185,659"
315,21028,2021-03-15,02,03,05,17,29,04,10,"1,148,168,180",5,"10,000,000",114,"114,974","290,397,846"
314,21029,2021-03-17,02,06,10,32,33,04,07,"1,184,579,107",3,"10,000,000",256,"44,429","291,997,028"
313,21030,2021-03-20,18,23,25,26,32,02,07,"1,159,086,523",6,"9,376,324",62,"244,363","310,047,645"
312,21031,2021-03-22,01,04,19,20,34,03,05,"1,003,234,237",27,"5,391,526",430,"20,000","291,035,602"
311,21032,2021-03-24,01,11,14,34,35,07,10,"1,024,512,097",3,"10,000,000",98,"159,729","294,833,370"
310,21033,2021-03-27,01,03,05,30,32,01,05,"1,022,165,135",5,"10,000,000",68,"246,340","315,951,286"
309,21034,2021-03-29,08,10,14,25,34,07,08,"1,088,179,029",0,0,71,"194,355","287,989,728"
308,21035,2021-03-31,05,11,16,30,32,03,04,"1,087,964,692",6,"10,000,000",74,"184,089","282,083,604"
307,21036,2021-04-03,08,17,25,28,33,07,11,"1,070,761,233",6,"9,886,405",277,"45,263","293,009,078"
306,21037,2021-04-05,10,21,27,29,33,04,12,"1,031,553,232",8,"8,094,047",69,"188,644","265,069,172"
305,21038,2021-04-07,09,11,20,29,32,01,07,"915,135,532",17,"6,113,204",199,"51,254","279,043,760"
304,21039,2021-04-10,04,12,14,21,35,02,11,"909,367,813",7,"10,000,000",94,"200,165","392,788,008"
303,21040,2021-04-12,02,03,09,16,19,03,07,"870,795,060",8,"8,547,328",136,"99,892","359,580,080"
302,21041,2021-04-14,02,05,09,11,32,04,09,"825,740,751",9,"7,739,792",139,"76,002","359,992,265"
301,21042,2021-04-17,09,15,20,23,29,04,05,"871,261,628",4,"10,000,000",156,"105,679","393,684,367"
300,21043,2021-04-19,07,12,17,19,34,01,10,"782,390,745",14,"6,968,132",173,"81,926","360,667,332"
299,21044,2021-04-21,06,18,31,33,35,10,11,"748,920,583",11,"6,089,993",177,"76,352","363,597,797"
298,21045,2021-04-24,01,04,06,11,19,07,09,"786,177,311",3,"9,103,239",105,"157,653","393,747,066"
297,21046,2021-04-26,06,08,12,14,18,06,08,"748,366,613",12,"5,909,252",113,"94,691","359,217,248"
296,21047,2021-04-28,01,06,09,25,33,04,08,"812,065,710",2,"10,000,000",74,"236,848","361,812,479"
295,21048,2021-05-01,04,07,17,21,27,10,12,"743,586,048",11,"7,492,512",215,"65,650","361,695,321"
294,21049,2021-05-03,01,10,22,23,25,02,12,"804,858,111",2,"10,000,000",95,"171,835","318,983,261"
293,21050,2021-05-05,09,22,32,33,35,05,10,"776,495,378",7,"9,324,231",106,"126,690","332,629,347"
292,21051,2021-05-08,01,04,14,16,19,03,04,"758,421,416",9,"6,297,261",198,"67,730","378,483,472"
291,21052,2021-05-10,02,11,13,14,30,09,12,"786,688,797",6,"8,348,700",99,"159,923","346,174,575"
290,21053,2021-05-12,03,06,15,17,35,07,11,"804,585,433",5,"7,659,176",115,"108,825","352,261,603"
289,21054,2021-05-15,03,06,17,20,25,03,09,"830,717,939",5,"10,000,000",112,"150,382","372,706,677"
288,21055,2021-05-17,03,06,10,11,24,10,11,"832,841,055",5,"10,000,000",100,"156,924","340,947,213"
287,21056,2021-05-19,03,11,16,21,26,09,10,"789,092,340",9,"8,577,701",100,"152,004","339,616,577"
286,21057,2021-05-22,05,07,19,20,28,05,07,"527,921,742",39,"5,176,735",306,"25,278","364,226,316"
285,21058,2021-05-24,13,15,17,23,34,01,11,"584,612,592",2,"10,000,000",53,"313,479","341,604,964"
284,21059,2021-05-26,04,16,27,28,35,02,09,"542,212,081",12,"5,810,333",146,"68,435","310,375,326"
283,21060,2021-05-29,09,13,25,31,33,03,07,"509,405,221",8,"5,714,074",105,"62,392","328,214,576"
282,21061,2021-05-31,15,19,20,26,32,04,07,"502,877,804",7,"6,484,687",100,"115,599","304,392,970"
281,21062,2021-06-02,04,06,23,32,34,05,07,"525,343,538",5,"8,059,793",71,"216,424","302,275,847"
280,21063,2021-06-05,05,09,14,29,30,09,11,"500,754,392",9,"6,029,136",260,"39,778","320,996,162"
279,21064,2021-06-07,01,17,19,32,34,06,10,"546,378,197",2,"10,000,000",60,"229,075","294,413,689"
278,21065,2021-06-09,23,25,30,31,35,07,08,"539,311,034",6,"6,498,494",76,"188,581","297,780,859"
277,21066,2021-06-12,24,26,29,34,35,09,11,"506,581,579",12,"5,981,636",317,"38,691","311,082,841"
276,21067,2021-06-14,01,04,22,23,34,08,09,"558,289,398",1,"10,000,000",59,"254,020","281,023,856"
275,21068,2021-06-16,02,20,21,26,30,02,10,"527,817,203",13,"6,004,435",115,"108,554","291,893,269"
274,21069,2021-06-19,01,03,24,32,33,04,06,"554,239,484",4,"8,622,290",81,"183,547","314,771,219"
273,21070,2021-06-21,03,20,21,22,24,06,12,"612,658,366",1,"10,000,000",59,"265,807","289,443,325"
272,21071,2021-06-23,08,11,16,29,35,01,04,"596,211,840",9,"6,287,890",79,"192,242","285,731,730"
271,21072,2021-06-26,02,03,15,22,26,03,11,"627,008,381",3,"9,518,742",123,"117,028","303,912,550"
270,21073,2021-06-28,08,12,14,20,24,06,10,"657,298,888",2,"10,000,000",101,"134,102","280,274,335"
269,21074,2021-06-30,11,14,18,20,25,03,07,"700,603,889",1,"10,000,000",84,"158,926","289,189,592"
268,21075,2021-07-03,06,14,15,17,20,01,05,"752,135,503",2,"10,000,000",51,"294,104","306,666,791"
267,21076,2021-07-05,06,13,22,25,26,02,04,"775,457,206",2,"9,596,268",129,"92,526","281,760,059"
266,21077,2021-07-07,02,06,09,21,25,06,08,"789,285,714",4,"7,575,647",64,"185,350","279,629,097"
265,21078,2021-07-10,02,08,17,19,25,01,05,"821,042,099",3,"9,605,842",91,"165,115","302,960,803"
264,21079,2021-07-12,06,14,19,26,33,08,11,"802,121,551",6,"9,906,345",75,"172,047","279,520,279"
263,21080,2021-07-14,15,16,20,29,30,06,10,"767,631,448",8,"8,006,507",118,"91,718","276,105,107"
262,21081,2021-07-17,05,13,24,29,35,07,08,"807,325,944",2,"10,000,000",70,"185,428","301,662,622"
261,21082,2021-07-19,01,14,22,29,33,03,10,"747,230,176",11,"7,463,880",89,"159,258","278,896,069"
260,21083,2021-07-21,07,09,11,26,35,01,08,"759,158,453",6,"7,329,020",84,"148,138","272,635,093"
259,21084,2021-07-24,02,10,14,30,33,06,09,"763,493,932",6,"6,943,989",130,"92,500","290,591,822"
258,21085,2021-07-26,01,12,15,26,35,10,11,"775,634,441",6,"7,421,868",99,"137,086","270,848,072"
257,21086,2021-07-28,02,03,07,16,17,06,10,"822,607,828",1,"10,000,000",71,"176,586","272,160,233"
256,21087,2021-07-31,10,14,15,25,28,03,10,"797,251,485",6,"9,400,653",177,"68,131","290,446,990"
255,21088,2021-08-02,02,14,31,34,35,01,07,"822,562,305",2,"9,148,546",63,"197,930","264,720,425"
254,21089,2021-08-04,01,17,24,28,35,10,12,"851,200,235",3,"10,000,000",48,"309,133","269,906,690"
253,21090,2021-08-07,06,07,19,26,32,06,12,"880,472,278",2,"10,000,000",236,"46,324","289,448,960"
252,21091,2021-08-09,01,04,10,21,29,03,05,"877,764,456",5,"10,000,000",155,"61,811","272,675,404"
251,21092,2021-08-11,12,14,27,28,34,03,07,"907,549,564",2,"10,000,000",108,"111,939","281,386,147"
250,21093,2021-08-14,20,25,27,28,31,08,11,"948,527,900",2,"10,000,000",66,"239,598","302,609,762"
249,21094,2021-08-16,05,06,24,27,33,05,12,"931,384,310",6,"9,900,472",77,"173,225","275,141,551"
248,21095,2021-08-18,10,15,19,20,30,11,12,"962,561,876",2,"10,000,000",116,"114,636","279,549,610"
247,21096,2021-08-21,07,08,10,20,21,01,05,"927,073,812",10,"8,465,507",204,"69,310","297,348,639"
246,21097,2021-08-23,11,26,30,31,33,03,10,"975,519,760",1,"10,000,000",45,"293,323","272,897,259"
245,21098,2021-08-25,02,07,21,27,33,07,09,"1,007,650,453",2,"10,000,000",62,"202,870","276,951,852"
244,21099,2021-08-28,15,19,27,28,30,03,04,"1,062,893,865",1,"10,000,000",130,"128,865","303,058,009"
243,21100,2021-08-30,07,11,23,26,28,02,07,"1,059,494,718",3,"10,000,000",96,"110,807","280,471,793"
242,21101,2021-09-01,13,18,19,27,32,06,11,"1,043,300,674",6,"9,675,934",101,"105,827","281,242,026"
241,21102,2021-09-04,02,08,11,16,23,02,07,"982,320,279",13,"7,523,067",117,"111,145","305,869,819"
240,21103,2021-09-06,04,10,23,30,31,05,11,"1,037,062,397",1,"10,000,000",61,"232,323","282,429,778"
239,21104,2021-09-08,23,25,26,30,33,03,11,"1,086,226,837",2,"10,000,000",71,"228,429","286,479,253"
238,21105,2021-09-11,07,10,11,17,18,04,09,"1,087,468,357",4,"10,000,000",117,"89,835","304,015,740"
237,21106,2021-09-13,02,13,14,32,34,02,12,"1,149,093,888",0,0,97,"149,583","276,794,901"
236,21107,2021-09-15,03,05,13,20,25,07,11,"1,105,541,509",9,"7,946,101",70,"199,664","281,751,709"
235,21108,2021-09-18,05,19,22,26,35,02,06,"1,069,829,501",8,"8,614,284",69,"198,372","303,354,020"
234,21109,2021-09-20,03,04,07,27,31,06,09,"1,073,585,145",4,"10,000,000",83,"121,850","265,547,489"
233,21110,2021-09-22,11,14,29,31,32,11,12,"1,046,721,834",6,"9,131,551",75,"189,758","276,544,919"
232,21111,2021-09-25,07,08,15,19,28,08,09,"995,038,783",12,"7,142,456",232,"45,015","305,345,840"
231,21112,2021-09-27,18,21,22,23,35,11,12,"1,058,537,381",1,"10,000,000",61,"283,977","283,298,709"
230,21113,2021-09-29,17,18,25,27,28,04,08,"1,035,393,331",6,"9,008,492",139,"84,274","283,440,028"
229,21114,2021-10-06,08,09,13,29,30,01,11,"1,081,182,210",1,"10,000,000",110,"108,970","283,727,610"
228,21115,2021-10-09,08,13,19,20,29,06,10,"1,111,593,016",2,"10,000,000",114,"112,841","299,770,302"
227,21116,2021-10-11,04,25,28,29,35,03,11,"1,151,852,870",2,"10,000,000",73,"190,970","279,695,241"
226,21117,2021-10-13,11,18,21,22,33,05,06,"1,124,390,425",8,"8,355,835",169,"61,934","279,505,700"
225,21118,2021-10-16,14,17,18,28,34,02,03,"1,146,057,646",4,"10,000,000",98,"148,407","302,397,723"
224,21119,2021-10-18,01,02,09,16,30,09,10,"1,157,376,912",4,"10,000,000",141,"84,057","290,165,267"
223,21120,2021-10-20,05,10,21,25,31,05,11,"1,120,909,519",10,"8,314,748",104,"131,354","285,711,031"
222,21121,2021-10-23,02,15,19,29,30,02,09,"1,146,249,376",3,"10,000,000",115,"127,063","313,275,937"
221,21122,2021-10-25,14,15,26,27,29,04,05,"1,186,675,748",2,"10,000,000",105,"120,192","294,005,109"
220,21123,2021-10-27,08,23,26,27,33,08,09,"1,210,823,710",3,"10,000,000",63,"213,247","296,213,304"
219,21124,2021-10-30,10,17,22,25,35,07,09,"1,239,396,849",3,"10,000,000",83,"172,900","314,165,395"
218,21125,2021-11-01,17,19,21,27,31,04,09,"1,288,689,190",1,"10,000,000",103,"131,680","285,946,298"
217,21126,2021-11-03,01,11,12,34,35,09,12,"1,337,033,732",2,"10,000,000",119,"125,662","289,363,128"
216,21127,2021-11-06,01,02,15,17,26,02,11,"1,374,522,134",3,"10,000,000",64,"224,471","305,525,077"
215,21128,2021-11-08,14,17,18,23,27,05,08,"1,337,287,551",9,"7,655,899",128,"74,441","282,038,607"
214,21129,2021-11-10,02,16,17,18,34,04,10,"1,403,814,395",0,0,63,"211,783","294,268,030"
213,21130,2021-11-13,02,03,14,27,28,05,10,"1,329,267,789",14,"7,136,788",140,"107,638","317,382,301"
212,21131,2021-11-15,06,08,16,34,35,05,06,"1,360,443,412",2,"10,000,000",69,"218,787","296,451,386"
211,21132,2021-11-17,04,21,28,29,33,03,11,"1,318,930,416",10,"7,538,023",149,"73,186","297,729,643"
210,21133,2021-11-20,08,09,17,26,28,06,08,"1,243,590,907",13,"6,695,515",204,"53,534","327,493,668"
209,21134,2021-11-22,02,06,14,19,28,01,06,"1,248,689,539",4,"10,000,000",57,"269,935","308,110,428"
208,21135,2021-11-24,04,07,17,29,31,05,06,"1,262,006,661",4,"10,000,000",79,"181,363","314,847,908"
207,21136,2021-11-27,08,12,19,27,33,02,05,"1,292,130,529",2,"10,000,000",203,"60,673","327,765,275"
206,21137,2021-11-29,02,07,13,14,19,04,05,"1,263,704,189",7,"8,951,971",85,"159,214","302,260,255"
205,21138,2021-12-01,09,11,12,15,31,05,11,"1,273,167,983",4,"10,000,000",79,"182,720","303,548,798"
204,21139,2021-12-04,05,13,18,23,34,08,09,"1,083,766,581",29,"5,837,260",230,"51,125","328,551,201"
203,21140,2021-12-06,05,24,26,33,35,09,12,"1,116,819,863",2,"10,000,000",117,"101,414","305,536,538"
202,21141,2021-12-08,02,08,16,29,34,05,12,"1,157,697,511",3,"10,000,000",165,"80,804","303,700,722"
201,21142,2021-12-11,11,13,17,19,25,02,09,"1,152,884,153",6,"10,000,000",99,"143,032","321,224,093"
200,21143,2021-12-13,09,17,19,29,34,04,11,"1,104,620,668",11,"7,088,508",114,"81,540","295,955,136"
199,21144,2021-12-15,03,20,25,30,34,02,09,"1,153,487,670",2,"10,000,000",53,"346,332","307,637,069"
198,21145,2021-12-18,03,08,25,29,30,01,06,"1,160,533,246",5,"10,000,000",126,"135,901","320,066,364"
197,21146,2021-12-20,03,05,08,18,20,09,11,"1,139,389,367",7,"9,538,231",177,"66,819","293,542,849"
196,21147,2021-12-22,01,02,08,12,26,01,07,"1,156,628,877",4,"10,000,000",87,"174,581","294,787,629"
195,21148,2021-12-25,01,04,12,16,29,04,08,"1,140,109,035",6,"10,000,000",169,"87,286","309,690,271"
194,21149,2021-12-27,20,26,28,30,35,10,11,"1,187,821,356",1,"10,000,000",71,"211,096","288,342,246"
193,21150,2021-12-29,04,10,11,23,26,07,10,"1,187,065,938",5,"10,000,000",124,"97,499","297,315,273"
192,22001,2022-01-01,08,11,19,22,29,03,11,"1,129,936,273",11,"7,127,420",283,"38,595","323,959,870"
191,22002,2022-01-03,04,06,07,09,24,04,12,"1,108,263,191",5,"9,208,823",120,"98,863","293,300,380"
190,22003,2022-01-05,02,18,24,25,34,08,12,"1,117,630,716",5,"10,000,000",99,"138,844","293,411,992"
189,22004,2022-01-08,07,20,27,30,33,03,04,"1,161,605,667",2,"10,000,000",73,"220,180","318,985,651"
188,22005,2022-01-10,02,13,17,19,34,05,09,"1,082,745,176",16,"6,275,185",142,"57,227","290,292,047"
187,22006,2022-01-12,01,05,07,17,20,05,12,"1,126,455,275",2,"10,000,000",89,"157,904","292,369,845"
186,22007,2022-01-15,05,22,23,25,35,03,11,"1,166,246,610",3,"10,000,000",81,"193,366","314,958,868"
185,22008,2022-01-17,01,02,13,18,34,06,07,"1,212,783,541",1,"10,000,000",116,"111,356","288,005,510"
184,22009,2022-01-19,13,14,18,31,33,07,10,"1,189,540,601",6,"9,417,131",82,"169,967","295,315,583"
183,22010,2022-01-22,04,19,25,31,35,02,11,"1,227,756,664",2,"10,000,000",65,"230,571","305,997,751"
182,22011,2022-01-24,03,05,17,24,32,05,12,"1,215,311,647",5,"10,000,000",176,"54,260","288,813,273"
181,22012,2022-01-26,03,05,10,33,34,07,10,"1,225,396,765",6,"10,000,000",86,"201,685","327,170,573"
180,22013,2022-02-09,04,09,16,25,32,05,06,"1,165,497,779",11,"7,485,048",325,"41,233","328,606,125"
179,22014,2022-02-12,01,04,10,18,32,01,09,"1,196,232,917",3,"10,000,000",83,"200,691","297,471,147"
178,22015,2022-02-14,01,02,08,12,30,05,12,"1,101,484,790",14,"6,507,822",105,"112,380","274,855,255"
177,22016,2022-02-16,01,07,17,26,32,01,09,"1,140,211,945",2,"10,000,000",74,"195,233","285,216,427"
176,22017,2022-02-19,10,14,18,23,25,07,11,"1,134,950,928",5,"10,000,000",74,"187,025","295,313,318"
175,22018,2022-02-21,16,21,29,31,34,06,09,"1,095,457,117",8,"7,631,726",101,"99,916","272,144,024"
174,22019,2022-02-23,01,04,07,17,21,01,02,"1,075,854,771",8,"9,950,822",131,"112,629","287,443,310"
173,22020,2022-02-26,16,17,30,31,35,08,09,"1,103,146,928",3,"10,000,000",65,"216,655","302,088,019"
172,22021,2022-02-28,11,15,16,18,35,06,09,"1,125,876,146",4,"10,000,000",67,"199,693","281,794,671"
171,22022,2022-03-02,01,05,14,17,28,06,07,"1,125,444,965",4,"10,000,000",91,"128,259","290,445,482"
170,22023,2022-03-05,04,05,18,20,25,11,12,"1,092,622,293",9,"8,399,145",161,"72,789","308,200,898"
169,22024,2022-03-07,01,02,11,30,35,01,12,"1,140,166,346",1,"10,000,000",113,"119,578","282,564,402"
168,22025,2022-03-09,04,07,22,24,29,01,07,"1,186,204,971",2,"10,000,000",79,"197,731","287,810,009"
167,22026,2022-03-12,11,14,22,23,27,08,10,"1,190,311,490",4,"10,000,000",80,"152,456","302,400,234"
166,22027,2022-03-14,03,06,11,31,32,05,12,"1,172,229,997",7,"9,789,035",67,"183,847","272,660,463"
165,22028,2022-03-16,04,09,16,17,35,01,07,"1,160,852,484",5,"10,000,000",227,"44,819","271,216,347"
164,22029,2022-03-19,07,08,10,14,17,10,12,"1,179,206,274",3,"10,000,000",110,"123,790","287,037,282"
163,22030,2022-03-21,12,14,15,21,30,01,09,"1,205,677,593",3,"10,000,000",55,"246,560","264,133,524"
162,22031,2022-03-23,07,14,16,20,28,04,08,"1,208,966,802",3,"10,000,000",119,"102,371","275,183,386"
161,22032,2022-03-26,05,09,18,31,32,01,05,"1,270,429,257",0,0,140,"102,698","293,074,610"
160,22033,2022-03-28,08,15,16,19,33,03,04,"1,255,163,230",5,"9,798,152",133,"74,353","271,656,444"
159,22034,2022-03-30,02,10,24,27,28,06,07,"1,248,571,195",6,"10,000,000",111,"112,921","276,331,348"
158,22035,2022-04-02,09,11,13,23,31,05,08,"1,262,351,648",3,"10,000,000",148,"76,412","278,506,614"
157,22036,2022-04-04,18,19,21,26,34,06,07,"1,288,426,892",2,"10,000,000",108,"107,106","248,062,195"
156,22037,2022-04-06,01,09,17,20,28,06,10,"1,326,357,582",1,"10,000,000",127,"87,671","255,392,443"
155,22038,2022-04-09,07,09,11,12,26,09,12,"1,218,640,918",17,"6,234,524",147,"69,639","277,396,313"
154,22039,2022-04-11,01,08,11,22,31,05,11,"1,238,597,563",3,"10,000,000",66,"180,645","256,237,338"
153,22040,2022-04-13,10,19,25,29,33,08,12,"1,179,022,270",10,"7,441,714",187,"67,198","326,654,540"
152,22041,2022-04-16,05,15,25,26,33,06,11,"1,182,772,176",5,"10,000,000",132,"126,495","353,526,676"
151,22042,2022-04-18,08,10,11,29,32,02,06,"1,179,249,861",5,"10,000,000",79,"184,764","323,544,249"
150,22043,2022-04-20,02,16,17,24,30,09,12,"1,106,933,108",14,"7,059,578",319,"38,045","322,417,914"
149,22044,2022-04-23,01,02,16,17,20,03,07,"1,132,266,362",4,"10,000,000",86,"174,317","351,891,169"
148,22045,2022-04-25,02,03,07,12,20,01,05,"1,184,751,389",1,"10,000,000",103,"136,728","322,807,049"
147,22046,2022-04-27,06,07,12,22,27,03,05,"1,151,734,276",7,"8,932,034",114,"123,578","319,329,723"
146,22047,2022-04-30,07,10,11,12,33,03,11,"1,179,450,986",4,"10,000,000",72,"207,855","333,697,226"
145,22048,2022-05-02,16,22,28,29,32,08,09,"1,221,336,676",1,"10,000,000",80,"141,701","291,309,246"
144,22049,2022-05-04,06,10,20,28,35,01,10,"1,238,138,014",5,"10,000,000",70,"218,856","301,545,430"
143,22050,2022-05-07,02,10,21,24,30,08,10,"1,265,185,550",4,"10,000,000",78,"214,716","348,959,440"
142,22051,2022-05-09,01,16,17,19,33,05,06,"1,225,933,267",8,"8,087,457",108,"97,034","304,581,312"
141,22052,2022-05-11,01,13,18,29,35,04,09,"1,198,829,807",7,"9,183,568",55,"250,344","310,675,547"
140,22053,2022-05-14,09,17,19,20,25,01,09,"1,081,408,713",18,"6,331,450",311,"34,155","344,052,818"
139,22054,2022-05-16,05,16,21,23,34,07,10,"958,213,630",19,"6,015,218",223,"36,289","319,626,218"
138,22055,2022-05-18,01,02,12,15,23,04,06,"971,105,599",6,"10,000,000",60,"282,372","327,354,148"
137,22056,2022-05-21,02,11,15,17,31,07,09,"1,056,706,742",0,0,102,"154,372","357,963,502"
136,22057,2022-05-23,06,12,18,21,35,07,10,"1,050,548,455",6,"10,000,000",89,"176,774","321,743,486"
135,22058,2022-05-25,03,04,24,26,35,07,08,"1,014,062,807",8,"8,838,497",58,"249,060","315,162,700"
134,22059,2022-05-28,04,15,18,32,34,04,09,"1,042,057,373",5,"10,000,000",59,"273,757","360,168,383"
133,22060,2022-05-30,02,06,10,11,20,03,09,"1,073,598,423",2,"10,000,000",134,"98,602","299,617,214"
132,22061,2022-06-01,06,09,19,22,30,01,06,"1,050,658,907",5,"8,933,032",112,"93,357","291,593,427"
131,22062,2022-06-04,05,09,11,12,31,07,11,"1,055,150,108",4,"10,000,000",107,"120,888","317,092,728"
130,22063,2022-06-06,02,03,22,26,31,06,10,"1,094,156,708",2,"10,000,000",49,"325,472","298,558,863"
129,22064,2022-06-08,02,19,22,25,35,05,07,"1,156,831,125",1,"10,000,000",56,"278,504","302,545,998"
128,22065,2022-06-11,05,10,13,22,28,01,04,"1,205,499,301",2,"10,000,000",128,"117,523","322,990,947"
127,22066,2022-06-13,02,24,25,26,34,03,12,"1,257,070,427",2,"10,000,000",75,"192,989","300,292,058"
126,22067,2022-06-15,04,14,15,32,33,10,11,"1,213,949,799",9,"8,005,408",185,"65,265","295,204,928"
125,22068,2022-06-18,03,06,10,15,23,03,08,"1,230,825,950",4,"10,000,000",125,"108,789","322,509,914"
124,22069,2022-06-20,02,03,23,28,35,02,09,"1,252,345,739",2,"10,000,000",79,"150,496","293,067,958"
123,22070,2022-06-22,01,07,17,23,35,07,11,"1,240,666,271",5,"10,000,000",146,"76,452","288,052,831"
122,22071,2022-06-25,09,15,19,25,29,08,09,"722,042,899",65,"5,305,543",348,"32,229","306,432,833"
121,22072,2022-06-27,01,12,13,15,30,03,07,"754,035,319",2,"9,788,546",66,"218,463","285,522,661"
120,22073,2022-06-29,11,18,21,25,32,02,04,"795,817,235",2,"10,000,000",85,"176,730","287,420,936"
119,22074,2022-07-02,02,06,21,25,28,02,06,"812,683,583",5,"7,510,081",61,"254,763","305,228,062"
118,22075,2022-07-04,04,12,13,17,18,07,09,"831,794,198",2,"10,000,000",107,"96,707","280,513,406"
117,22076,2022-07-06,05,17,30,34,35,02,09,"853,413,999",4,"10,000,000",53,"309,721","279,968,673"
116,22077,2022-07-09,05,10,11,16,19,01,10,"822,341,601",7,"8,488,725",96,"127,089","303,064,936"
115,22078,2022-07-11,02,03,18,20,27,01,02,"857,454,986",2,"10,000,000",65,"185,043","277,517,440"
114,22079,2022-07-13,07,10,19,26,32,08,12,"814,806,480",9,"7,686,108",153,"69,522","274,537,529"
113,22080,2022-07-16,10,17,30,31,34,03,06,"854,183,132",2,"10,000,000",57,"285,340","297,387,957"
112,22081,2022-07-18,05,10,19,31,32,09,10,"656,541,910",35,"5,870,791",118,"108,410","275,005,199"
111,22082,2022-07-20,04,26,27,30,33,02,09,"683,037,489",3,"9,128,455",58,"212,523","273,662,938"
110,22083,2022-07-23,02,09,17,26,32,04,06,"694,213,668",5,"7,308,055",331,"36,570","294,221,785"
109,22084,2022-07-25,03,11,19,25,27,04,12,"725,347,023",3,"10,000,000",89,"139,730","273,954,096"
108,22085,2022-07-27,11,16,31,33,35,06,08,"779,393,038",1,"10,000,000",67,"217,641","272,086,031"
