,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额
1751,11105,2011-09-07,02,11,26,32,33,05,12,"47,353,889",0,0,19,"252,626","86,608,080"
1750,11106,2011-09-10,01,09,29,30,35,05,09,0,10,"4,434,500",150,"16,698","91,808,460"
1749,11107,2011-09-12,02,06,18,30,32,01,08,"20,989,564",6,"5,000,000",42,"61,825","72,822,076"
1748,11108,2011-09-14,07,15,18,24,28,01,07,"38,197,639",0,0,26,"161,578","79,849,685"
1747,11109,2011-09-17,01,11,12,22,34,08,10,"52,990,177",1,"5,000,000",25,"173,618","91,438,308"
1746,11110,2011-09-19,30,31,33,34,35,04,07,"10,000,000",65,"693,588",1203,"12,000","81,941,832"
1745,11111,2011-09-21,02,11,13,23,31,11,12,"25,888,039",0,0,17,"189,143","70,482,914"
1744,11112,2011-09-24,06,17,28,32,33,08,12,"36,043,587",0,0,75,"29,891","84,408,746"
1743,11113,2011-09-26,04,05,07,10,12,04,05,"43,144,622",2,"5,000,000",15,"262,084","78,810,315"
1742,11114,2011-09-28,06,08,17,27,35,02,11,"59,148,718",0,0,28,"137,669","77,707,216"
1741,11115,2011-10-01,17,26,30,31,35,06,11,"75,408,885",0,0,18,"185,301","83,064,433"
1740,11116,2011-10-03,10,15,18,19,26,07,12,"91,469,633",0,0,14,"271,067","70,949,104"
1739,11117,2011-10-05,10,12,28,32,33,03,05,"93,150,429",1,"5,000,000",44,"35,208","74,465,435"
1738,11118,2011-10-08,04,07,11,32,35,05,07,"113,105,840",0,0,29,"166,295","92,127,620"
1737,11119,2011-10-10,04,15,20,26,31,06,12,"132,763,457",0,0,37,"125,407","84,425,624"
1736,11120,2011-10-12,20,25,26,30,31,09,10,"70,955,762",10,"5,303,543",45,"55,937","84,084,781"
1735,11121,2011-10-15,02,03,30,31,33,03,09,"88,050,408",0,0,32,"125,927","90,476,880"
1734,11122,2011-10-17,03,08,23,24,34,05,12,"88,150,642",3,"5,000,000",36,"93,211","81,834,817"
1733,11123,2011-10-19,10,14,18,19,35,01,06,"90,578,986",2,"5,000,000",37,"80,442","83,017,071"
1732,11124,2011-10-22,08,12,14,20,25,06,08,"109,336,208",0,0,33,"126,311","91,126,295"
1731,11125,2011-10-24,07,10,27,34,35,10,12,"126,631,088",0,0,25,"148,773","81,800,266"
1730,11126,2011-10-26,07,17,29,30,33,10,12,"121,775,456",2,"6,714,788",72,"28,651","84,597,838"
1729,11127,2011-10-29,01,11,22,26,29,05,08,"126,403,896",1,"10,000,000",25,"148,889","93,458,807"
1728,11128,2011-10-31,03,04,06,11,13,01,02,"147,214,578",0,0,28,"182,549","86,120,096"
1727,11129,2011-11-02,01,07,13,18,23,04,08,"166,898,558",0,0,32,"120,946","85,738,115"
1726,11130,2011-11-05,08,09,13,23,35,11,12,"169,772,009",1,"9,530,604",17,"234,594","95,428,576"
1725,11131,2011-11-07,03,05,12,18,33,07,11,"173,711,416",1,"10,000,000",29,"109,975","86,318,167"
1724,11132,2011-11-09,12,14,16,19,33,02,09,"181,219,052",1,"10,000,000",17,"226,636","85,110,386"
1723,11133,2011-11-12,04,11,23,26,35,03,12,"155,586,179",6,"5,959,919",60,"67,958","95,538,914"
1722,11134,2011-11-14,01,10,12,14,17,09,10,"176,136,024",0,0,15,"304,442","85,194,456"
1721,11135,2011-11-16,06,22,29,33,35,03,12,"183,215,202",1,"10,000,000",24,"161,505","86,259,820"
1720,11136,2011-11-19,08,09,11,19,33,03,12,"187,894,014",1,"10,000,000",14,"362,786","94,285,070"
1719,11137,2011-11-21,02,15,18,23,31,01,02,"205,106,425",0,0,26,"151,985","85,186,217"
1718,11138,2011-11-23,17,23,26,30,32,06,12,"192,215,936",3,"6,287,223",43,"76,360","86,193,005"
1717,11139,2011-11-26,04,06,10,15,16,03,04,"204,116,699",1,"10,000,000",23,"214,713","95,740,821"
1716,11140,2011-11-28,01,12,32,33,34,09,11,"194,719,682",2,"6,375,620",41,"58,693","84,991,439"
1715,11141,2011-11-30,02,11,19,22,35,10,12,"190,726,011",2,"7,002,109",69,"31,554","83,501,512"
1714,11142,2011-12-03,04,26,30,33,34,04,06,"180,227,762",3,"6,666,943",21,"189,733","94,416,077"
1713,11143,2011-12-05,08,09,12,25,33,07,10,"186,088,213",1,"10,000,000",32,"116,835","85,953,558"
1712,11144,2011-12-07,07,18,24,28,33,02,03,"197,910,066",0,0,51,"50,520","84,813,847"
1711,11145,2011-12-10,07,15,19,24,29,04,06,"208,226,606",1,"10,000,000",49,"82,336","92,985,042"
1710,11146,2011-12-12,09,13,19,29,34,02,11,"227,180,037",0,0,28,"132,310","86,403,431"
1709,11147,2011-12-14,01,15,16,27,28,02,07,"238,328,635",1,"10,000,000",28,"162,994","88,349,665"
1708,11148,2011-12-17,07,10,11,26,31,03,04,"236,831,159",2,"7,834,174",46,"67,965","93,916,125"
1707,11149,2011-12-19,02,07,12,29,31,03,05,"245,776,977",1,"10,000,000",22,"207,058","87,367,470"
1706,11150,2011-12-21,13,22,30,33,34,06,12,"211,919,872",7,"5,108,847",93,"12,000","86,462,940"
1705,11151,2011-12-24,07,11,14,20,27,03,10,"210,904,537",2,"8,072,990",27,"155,746","96,680,030"
1704,11152,2011-12-26,01,04,06,21,35,02,11,"228,103,496",0,0,14,"279,657","86,403,094"
1703,11153,2011-12-28,06,22,29,30,35,03,05,"243,156,811",0,0,44,"81,259","88,096,248"
1702,11154,2011-12-31,04,12,16,20,28,08,11,"262,691,603",0,0,25,"186,045","101,724,253"
1701,12001,2012-01-02,07,27,28,32,33,01,12,"234,100,467",5,"5,259,017",138,"12,000","82,753,736"
1700,12002,2012-01-04,03,11,14,26,29,07,08,"238,711,466",1,"10,000,000",31,"105,304","86,112,821"
1699,12003,2012-01-07,16,22,24,33,34,03,10,"239,743,471",2,"8,677,334",21,"233,481","97,363,283"
1698,12004,2012-01-09,10,11,22,31,32,06,07,"254,045,459",0,0,32,"101,974","86,852,728"
1697,12005,2012-01-11,01,02,29,31,33,07,12,"268,966,261",0,0,34,"102,548","87,772,129"
1696,12006,2012-01-14,03,20,22,25,27,01,09,"280,396,272",1,"10,000,000",29,"163,276","95,280,803"
1695,12007,2012-01-16,04,05,13,17,25,07,10,"286,271,587",1,"10,000,000",39,"91,632","84,157,452"
1694,12008,2012-01-18,06,08,30,31,32,01,11,"289,611,772",1,"10,000,000",52,"60,706","84,499,619"
1693,12009,2012-01-21,06,14,20,29,35,09,10,"299,389,761",1,"10,000,000",32,"136,635","102,935,799"
1692,12010,2012-01-30,25,26,29,32,34,05,07,"314,253,773",0,0,34,"102,158","81,078,669"
1691,12011,2012-02-01,05,19,22,29,30,02,04,"318,247,147",1,"10,000,000",35,"91,013","81,889,658"
1690,12012,2012-02-04,06,18,22,30,35,02,07,"320,252,410",2,"9,001,754",29,"144,991","92,326,799"
1689,12013,2012-02-06,07,08,11,12,24,01,02,"281,212,681",7,"5,730,683",24,"159,190","82,271,346"
1688,12014,2012-02-08,10,14,24,30,32,01,12,"281,574,644",2,"8,453,986",21,"201,987","83,871,244"
1687,12015,2012-02-11,12,13,24,26,33,06,08,"275,778,245",3,"7,045,244",34,"102,262","95,884,232"
1686,12016,2012-02-13,05,14,20,29,31,08,12,"294,074,410",0,0,26,"164,830","87,031,289"
1685,12017,2012-02-15,06,11,22,29,34,03,12,"205,074,410",16,"5,000,000",338,"12,000","88,488,285"
1684,12018,2012-02-18,03,10,14,29,31,04,08,"227,011,384",0,0,20,"235,881","99,822,905"
1683,12019,2012-02-20,07,09,17,30,34,01,12,"232,722,464",1,"10,000,000",19,"201,424","89,499,046"
1682,12020,2012-02-22,12,14,27,29,34,03,06,"241,041,919",1,"10,000,000",27,"153,622","90,897,202"
1681,12021,2012-02-25,10,15,21,31,34,07,08,"237,838,706",3,"7,621,507",25,"191,350","99,364,364"
1680,12022,2012-02-27,07,12,20,33,35,01,10,"230,699,005",3,"6,746,733",66,"43,777","90,283,501"
1679,12023,2012-02-29,07,09,17,29,35,09,10,"231,239,956",2,"8,513,649",27,"147,322","91,666,115"
1678,12024,2012-03-03,03,11,17,21,30,03,07,"210,442,692",5,"6,097,068",44,"88,565","97,249,349"
1677,12025,2012-03-05,01,02,05,12,27,04,07,"220,170,940",1,"10,000,000",30,"139,176","87,875,533"
1676,12026,2012-03-07,10,11,22,23,29,02,09,"209,315,120",2,"5,549,788",55,"15,321","85,927,802"
1675,12027,2012-03-10,03,10,11,22,31,05,07,"189,752,158",6,"6,159,670",39,"104,474","95,971,572"
1674,12028,2012-03-12,10,12,15,33,34,03,10,"198,411,361",0,0,35,"60,766","86,559,171"
1673,12029,2012-03-14,04,07,08,18,29,07,10,"213,113,822",0,0,27,"125,662","89,622,157"
1672,12030,2012-03-17,03,21,22,26,32,01,03,"224,610,048",1,"10,000,000",15,"367,456","98,542,242"
1671,12031,2012-03-19,19,21,23,25,30,03,08,"222,387,989",2,"7,763,574",18,"234,813","86,577,924"
1670,12032,2012-03-21,07,08,16,26,34,07,11,"241,879,359",0,0,42,"98,441","86,307,926"
1669,12033,2012-03-24,08,13,19,27,32,01,08,"261,869,884",0,0,41,"105,351","94,884,885"
1668,12034,2012-03-26,01,08,15,16,29,08,09,"259,501,847",2,"7,726,144",18,"218,764","85,603,413"
1667,12035,2012-03-28,01,04,30,32,35,08,12,"255,400,272",3,"7,421,871",26,"167,025","85,560,035"
1666,12036,2012-03-31,01,09,20,30,31,08,12,"275,715,296",0,0,84,"61,841","93,125,386"
1665,12037,2012-04-02,09,13,27,31,35,03,10,"288,320,107",0,0,27,"100,038","78,247,988"
1664,12038,2012-04-04,11,23,25,31,35,01,03,"308,092,525",0,0,10,"425,213","79,903,202"
1663,12039,2012-04-07,15,21,22,24,35,01,05,"305,743,107",3,"7,811,240",60,"67,415","93,381,476"
1662,12040,2012-04-09,02,13,23,28,29,01,05,"324,915,094",0,0,30,"139,686","83,497,529"
1661,12041,2012-04-11,01,02,13,22,23,02,10,"328,725,027",1,"9,920,805",27,"156,216","83,292,294"
1660,12042,2012-04-14,07,24,27,28,35,07,12,"317,892,751",3,"6,613,924",33,"119,549","91,457,793"
1659,12043,2012-04-16,01,06,25,31,34,03,09,"330,934,635",0,0,17,"155,260","84,038,794"
1658,12044,2012-04-18,03,04,14,32,35,01,02,"325,410,674",3,"7,310,376",11,"504,082","85,892,219"
1657,12045,2012-04-21,05,11,17,20,28,11,12,"327,494,107",1,"9,201,429",87,"41,727","92,180,256"
1656,12046,2012-04-23,04,08,19,23,27,04,11,"342,272,592",0,0,23,"138,765","82,530,964"
1655,12047,2012-04-25,05,07,17,30,34,03,10,"355,708,159",0,0,14,"218,464","84,357,630"
1654,12048,2012-04-28,06,09,26,30,35,05,06,"343,351,390",3,"6,045,041",73,"29,716","94,540,722"
1653,12049,2012-04-30,09,18,22,27,31,10,12,"358,707,839",0,0,24,"151,668","78,398,644"
1652,12050,2012-05-02,13,17,22,28,29,01,10,"357,744,136",2,"8,012,098",31,"116,073","83,400,618"
1651,12051,2012-05-05,01,02,17,18,33,05,12,"370,141,010",1,"10,000,000",22,"233,300","92,673,669"
1650,12052,2012-05-07,10,20,26,31,33,10,12,"377,226,308",1,"10,000,000",22,"166,280","81,471,740"
1649,12053,2012-05-09,11,12,26,28,31,07,12,"395,477,861",0,0,20,"223,260","82,756,548"
1648,12054,2012-05-12,01,16,18,27,30,10,11,"391,349,045",2,"7,473,162",12,"399,703","93,112,833"
1647,12055,2012-05-14,07,22,26,32,33,01,08,"387,386,703",2,"7,012,551",59,"38,116","84,354,924"
1646,12056,2012-05-16,11,21,23,26,34,07,09,"386,376,159",2,"7,996,485",24,"151,337","86,198,008"
1645,12057,2012-05-19,01,02,14,33,34,03,05,"395,939,072",1,"10,000,000",22,"203,780","93,786,172"
1644,12058,2012-05-21,13,21,29,31,35,04,12,"386,647,639",2,"6,397,617",59,"44,634","94,702,479"
1643,12059,2012-05-23,09,13,19,21,27,03,04,"379,705,028",4,"7,176,230",24,"201,502","95,348,657"
1642,12060,2012-05-26,02,16,21,24,30,06,10,"384,536,427",1,"10,000,000",22,"216,993","101,189,600"
1641,12061,2012-05-28,05,10,14,27,33,07,09,"384,347,790",2,"8,270,453",69,"54,644","90,048,368"
1640,12062,2012-05-30,21,32,33,34,35,08,09,"228,347,790",30,"5,000,000",507,"12,000","92,554,549"
1639,12063,2012-06-02,11,25,26,29,35,01,02,"227,036,376",2,"7,896,195",43,"76,924","98,939,363"
1638,12064,2012-06-04,09,12,13,15,30,09,10,"229,995,094",1,"9,566,131",23,"183,103","90,348,096"
1637,12065,2012-06-06,10,22,28,29,34,05,11,"227,963,752",2,"7,656,219",41,"82,748","90,420,169"
1636,12066,2012-06-09,01,20,25,29,33,04,06,"247,731,515",0,0,20,"217,826","98,611,893"
1635,12067,2012-06-11,20,22,27,30,33,01,02,"256,596,305",1,"10,000,000",19,"216,836","88,206,089"
1634,12068,2012-06-13,01,21,31,32,35,03,06,"263,814,038",0,0,70,"23,820","89,260,141"
1633,12069,2012-06-16,02,04,22,25,34,02,11,"276,745,169",1,"10,000,000",14,"387,023","101,566,246"
1632,12070,2012-06-18,09,22,23,32,34,06,08,"292,784,939",0,0,28,"137,976","90,123,786"
1631,12071,2012-06-20,13,23,29,31,34,06,08,"286,925,096",2,"7,112,532",33,"119,225","91,655,172"
1630,12072,2012-06-23,04,08,17,22,25,04,10,"306,680,564",0,0,23,"198,049","96,524,190"
1629,12073,2012-06-25,18,23,29,33,34,02,07,"311,595,963",1,"10,000,000",25,"155,368","88,041,836"
1628,12074,2012-06-27,10,22,23,30,32,01,07,"70,930,242",50,"5,124,457",47,"77,398","89,310,405"
1627,12075,2012-06-30,07,09,10,18,22,05,10,"90,026,538",0,0,24,"180,579","91,308,852"
1626,12076,2012-07-02,02,14,16,22,24,02,05,"110,771,249",0,0,14,"378,898","80,072,550"
1625,12077,2012-07-04,10,30,32,33,34,02,03,"82,771,249",5,"5,000,000",135,"12,000","80,443,734"
1624,12078,2012-07-07,01,02,23,25,35,05,12,"80,255,739",4,"5,000,000",38,"107,431","90,043,223"
1623,12079,2012-07-09,01,05,25,32,33,01,10,"92,633,784",1,"5,000,000",11,"421,285","79,358,981"
1622,12080,2012-07-11,11,12,14,25,28,02,05,"110,424,961",0,0,19,"209,925","80,420,397"
1621,12081,2012-07-14,10,16,17,30,35,01,08,"113,317,516",1,"9,538,563",36,"107,580","88,440,294"
1620,12082,2012-07-16,02,04,09,10,15,08,10,"114,033,805",2,"8,572,096",22,"173,824","80,587,602"
1619,12083,2012-07-18,16,19,28,29,31,05,08,"119,081,870",1,"10,000,000",26,"141,296","80,519,889"
1618,12084,2012-07-21,21,24,27,29,31,01,02,"122,538,709",1,"9,773,682",31,"149,762","87,316,969"
1617,12085,2012-07-23,07,18,29,31,33,10,12,"82,168,393",7,"5,470,189",33,"84,670","79,262,178"
1616,12086,2012-07-25,03,20,25,29,32,05,10,"95,922,991",0,0,17,"201,532","78,946,927"
1615,12087,2012-07-28,01,06,07,21,31,04,11,"110,130,296",1,"5,000,000",16,"261,323","87,077,255"
1614,12088,2012-07-30,13,17,24,30,35,02,10,"108,698,300",2,"7,856,000",14,"224,000","77,824,388"
1613,12089,2012-08-01,06,12,21,29,32,06,11,"125,297,322",0,0,23,"159,223","78,492,327"
1612,12090,2012-08-04,02,21,27,29,33,02,10,"130,347,386",1,"10,000,000",37,"100,333","86,568,483"
1611,12091,2012-08-06,03,10,28,31,33,01,09,"129,358,969",1,"7,921,491",28,"104,572","78,967,695"
1610,12092,2012-08-08,08,09,23,25,31,02,12,"124,289,219",2,"7,033,397",23,"138,762","77,673,891"
1609,12093,2012-08-11,02,16,21,31,33,04,11,"133,431,285",1,"10,000,000",22,"204,182","88,134,396"
1608,12094,2012-08-13,02,14,23,32,35,01,10,"127,108,672",2,"6,712,149",26,"98,269","78,940,678"
1607,12095,2012-08-15,06,09,22,27,30,08,12,"122,925,022",2,"7,260,601",29,"132,377","81,331,179"
1606,12096,2012-08-18,05,10,19,24,35,08,09,"138,933,742",0,0,44,"78,763","88,805,215"
1605,12097,2012-08-20,09,17,24,29,32,01,02,"142,144,368",1,"10,000,000",26,"112,192","80,344,147"
1604,12098,2012-08-22,02,11,28,29,30,06,12,"140,602,551",1,"7,690,908",47,"54,156","82,055,498"
1603,12099,2012-08-25,12,18,24,25,32,02,12,"160,992,010",0,0,17,"289,212","90,063,317"
1602,12100,2012-08-27,07,09,13,19,27,01,03,"97,280,598",11,"5,299,455",40,"62,386","81,304,308"
1601,12101,2012-08-29,02,05,08,09,31,03,07,"109,329,359",1,"5,000,000",16,"231,955","80,597,889"
1600,12102,2012-09-01,02,04,06,13,35,04,08,"118,360,865",1,"10,000,000",22,"207,994","87,514,716"
1599,12103,2012-09-03,02,09,18,23,24,01,04,"121,552,988",1,"9,663,383",21,"224,066","79,540,358"
1598,12104,2012-09-05,16,18,24,25,27,04,09,"140,640,872",0,0,20,"205,246","81,198,871"
1597,12105,2012-09-08,05,06,14,15,31,06,08,"138,411,865",2,"7,761,792",26,"152,455","89,754,073"
1596,12106,2012-09-10,15,23,25,29,31,09,10,"137,174,318",2,"7,920,817",15,"231,810","80,675,002"
1595,12107,2012-09-12,04,07,09,22,33,01,03,"153,914,360",0,0,28,"138,633","81,786,911"
1594,12108,2012-09-15,06,07,12,24,35,02,06,"157,260,079",1,"10,000,000",48,"68,970","90,264,220"
1593,12109,2012-09-17,01,22,30,32,35,09,11,"144,611,573",4,"6,225,248",42,"70,721","81,799,464"
1592,12110,2012-09-19,01,11,17,19,26,05,12,"125,852,385",5,"5,832,108",33,"72,231","81,741,224"
1591,12111,2012-09-22,01,24,25,30,33,04,11,"143,493,586",0,0,17,"235,216","88,314,707"
1590,12112,2012-09-24,01,02,28,31,35,05,07,"140,279,011",2,"7,509,082",26,"138,505","81,099,610"
1589,12113,2012-09-26,03,10,22,27,29,03,12,"133,756,829",2,"6,159,271",84,"16,202","80,773,978"
1588,12114,2012-09-29,03,06,21,33,35,01,07,"154,150,771",0,0,18,"274,665","89,017,250"
1587,12115,2012-10-01,01,06,13,19,23,06,09,"169,023,532",0,0,9,"440,674","69,446,925"
1586,12116,2012-10-03,01,11,18,20,22,07,10,"184,689,749",0,0,24,"133,899","72,022,417"
1585,12117,2012-10-06,01,12,18,21,33,07,08,"181,213,469",2,"7,174,572",134,"17,809","86,058,922"
1584,12118,2012-10-08,05,17,25,30,33,01,12,"198,330,008",0,0,30,"131,161","82,368,464"
1583,12119,2012-10-10,05,06,09,19,32,06,09,"203,401,661",1,"10,000,000",25,"134,869","84,197,556"
1582,12120,2012-10-13,02,10,21,23,29,03,04,"205,781,709",1,"9,920,032",52,"57,143","93,463,759"
1581,12121,2012-10-15,07,18,20,29,30,05,06,"180,675,093",6,"5,797,310",59,"50,260","85,404,825"
1580,12122,2012-10-17,23,24,25,29,31,03,12,"185,975,688",1,"10,000,000",55,"70,347","84,662,712"
1579,12123,2012-10-20,05,08,18,30,33,01,09,"183,245,311",2,"7,423,207",44,"60,961","92,384,268"
1578,12124,2012-10-22,07,11,19,20,35,05,10,"185,343,410",1,"9,732,065",55,"47,510","84,938,472"
1577,12125,2012-10-24,06,14,17,22,35,01,02,"202,092,498",0,0,28,"146,921","86,722,271"
1576,12126,2012-10-27,13,14,21,28,29,05,10,"222,582,953",0,0,21,"239,654","95,611,728"
1575,12127,2012-10-29,12,13,14,25,35,10,12,"232,101,513",1,"10,000,000",31,"138,429","87,738,452"
1574,12128,2012-10-31,09,10,19,30,31,04,11,"158,101,513",13,"5,000,000",136,"12,000","86,991,830"
1573,12129,2012-11-03,01,07,21,28,31,03,09,"162,359,872",1,"10,000,000",30,"113,161","94,242,307"
1572,12130,2012-11-05,14,19,23,29,30,06,07,"162,055,982",1,"8,206,711",21,"135,733","87,503,658"
1571,12131,2012-11-07,02,16,18,27,30,08,12,"165,300,948",1,"10,000,000",29,"106,385","90,069,224"
1570,12132,2012-11-10,05,08,21,25,33,01,11,"158,224,875",3,"6,760,872",126,"25,631","99,422,591"
1569,12133,2012-11-12,05,07,13,29,30,01,05,"177,867,882",0,0,24,"185,749","91,763,431"
1568,12134,2012-11-14,01,06,18,32,35,02,07,"174,119,756",2,"7,083,957",70,"34,907","90,893,857"
1567,12135,2012-11-17,03,05,17,18,33,06,07,"195,352,677",0,0,34,"143,708","99,774,197"
1566,12136,2012-11-19,02,23,29,30,31,01,04,"187,811,157",2,"6,399,609",106,"18,747","93,630,031"
1565,12137,2012-11-21,03,12,20,21,27,01,06,"176,275,822",3,"6,731,203",27,"164,876","92,645,458"
1564,12138,2012-11-24,13,17,27,31,33,06,12,"168,189,135",4,"6,985,552",43,"95,230","99,444,792"
1563,12139,2012-11-26,09,10,12,22,25,04,11,"159,798,479",3,"6,779,507",46,"82,131","89,470,036"
1562,12140,2012-11-28,07,17,27,28,29,09,10,"102,910,036",10,"5,274,814",169,"12,000","89,995,813"
1561,12141,2012-12-01,03,11,19,23,34,02,12,"109,227,850",1,"10,000,000",53,"77,703","97,483,582"
1560,12142,2012-12-03,15,19,29,34,35,07,10,"109,794,215",1,"8,569,317",58,"50,494","90,411,341"
1559,12143,2012-12-05,09,27,29,30,31,03,06,"102,870,962",2,"6,025,581",101,"12,297","90,699,066"
1558,12144,2012-12-08,11,13,14,21,29,01,10,"3,369,368",15,"5,345,297",35,"132,393","100,893,900"
1557,12145,2012-12-10,05,22,31,33,35,06,09,"22,893,881",1,"5,000,000",51,"37,323","83,242,808"
1556,12146,2012-12-12,01,10,13,17,26,06,08,"22,302,458",3,"5,000,000",30,"143,280","88,326,469"
1555,12147,2012-12-15,02,03,17,19,33,02,09,"28,529,333",2,"5,000,000",14,"351,175","95,259,080"
1554,12148,2012-12-17,04,16,27,29,34,06,11,"32,076,134",2,"5,000,000",44,"81,411","86,921,952"
1553,12149,2012-12-19,02,10,23,33,34,05,10,"30,708,485",2,"5,000,000",39,"83,375","86,183,124"
1552,12150,2012-12-22,02,14,18,24,31,02,03,"51,830,291",0,0,12,"426,703","93,073,171"
1551,12151,2012-12-24,03,19,20,24,33,03,04,"69,714,376",0,0,24,"158,969","84,629,482"
1550,12152,2012-12-26,04,17,26,33,34,02,08,"42,430,665",6,"5,000,000",30,"135,756","86,036,210"
1549,12153,2012-12-29,08,09,10,13,22,05,10,"54,890,188",1,"5,000,000",28,"153,153","92,912,437"
1548,12154,2012-12-31,03,26,27,31,32,03,09,"69,462,813",0,0,20,"178,258","85,173,381"
1547,13001,2013-01-02,06,09,11,31,32,05,11,"87,583,599",0,0,18,"206,504","82,539,302"
1546,13002,2013-01-05,04,20,27,31,32,06,12,"108,094,375",0,0,14,"346,173","97,887,870"
1545,13003,2013-01-07,01,16,18,21,31,09,12,"120,141,232",1,"10,000,000",29,"173,939","92,114,091"
1544,13004,2013-01-09,07,08,12,20,25,03,07,"101,548,129",4,"5,949,602",53,"55,795","93,113,469"
1543,13005,2013-01-12,18,22,26,28,31,10,12,"123,594,996",0,0,25,"205,565","102,731,749"
1542,13006,2013-01-14,08,20,25,31,32,05,07,"126,585,204",1,"9,579,253",42,"104,370","91,873,354"
1541,13007,2013-01-16,14,29,32,33,34,03,06,"116,585,204",2,"5,000,000",87,"12,000","93,622,278"
1540,13008,2013-01-19,02,07,25,29,34,03,06,"124,053,473",1,"10,000,000",13,"422,851","103,090,366"
1539,13009,2013-01-21,10,17,19,27,29,05,12,"100,586,068",5,"5,809,955",75,"39,572","92,051,355"
1538,13010,2013-01-23,09,15,17,18,29,09,11,"117,031,592",0,0,34,"103,430","93,053,917"
1537,13011,2013-01-26,01,02,08,15,23,06,09,"116,673,757",3,"8,253,813",20,"268,910","103,189,764"
1536,13012,2013-01-28,01,14,31,32,34,02,11,"135,535,963",0,0,11,"457,265","90,273,475"
1535,13013,2013-01-30,13,15,29,30,35,01,11,"146,150,128",0,0,61,"43,411","91,878,143"
1534,13014,2013-02-02,05,08,25,29,31,02,04,"154,624,839",1,"10,000,000",41,"108,995","102,516,364"
1533,13015,2013-02-04,14,15,26,32,33,01,11,"152,902,085",2,"7,891,600",22,"187,018","90,554,838"
1532,13016,2013-02-06,05,15,19,27,32,08,09,"170,130,710",0,0,23,"185,254","93,354,624"
1531,13017,2013-02-16,11,14,22,29,34,05,11,0,39,"4,762,252",123,"31,945","92,868,182"
1530,13018,2013-02-18,20,23,31,33,34,03,09,"11,738,506",1,"5,000,000",48,"31,860","72,887,266"
1529,13019,2013-02-20,06,12,17,29,30,07,11,"18,419,704",1,"5,000,000",57,"45,540","78,774,727"
1528,13020,2013-02-23,06,11,20,31,32,05,09,"30,797,768",0,0,33,"83,353","90,505,561"
1527,13021,2013-02-25,23,24,28,30,33,01,11,"43,329,822",1,"5,000,000",28,"142,537","84,584,535"
1526,13022,2013-02-27,03,04,13,17,23,03,08,"53,204,819",1,"5,000,000",14,"290,650","86,402,223"
1525,13023,2013-03-02,05,19,24,26,35,05,07,"68,857,932",0,0,36,"100,825","93,617,454"
1524,13024,2013-03-04,09,12,14,18,24,01,04,"84,966,486",1,"5,000,000",20,"258,208","88,302,567"
1523,13025,2013-03-06,03,23,25,26,28,10,12,"95,037,003",1,"5,000,000",13,"339,352","89,233,230"
1522,13026,2013-03-09,02,10,16,30,33,05,06,"86,999,987",3,"5,000,000",64,"49,382","96,984,428"
1521,13027,2013-03-11,03,12,14,24,35,03,08,"99,217,311",1,"5,000,000",29,"133,467","88,478,779"
1520,13028,2013-03-13,13,19,28,30,34,08,12,"117,290,371",0,0,30,"143,436","90,226,179"
1519,13029,2013-03-16,05,07,17,25,26,04,10,"124,168,043",1,"10,000,000",50,"74,024","100,525,965"
1518,13030,2013-03-18,03,05,09,10,28,05,07,"142,906,622",0,0,24,"169,964","92,399,963"
1517,13031,2013-03-20,12,17,18,26,32,10,11,"152,903,939",1,"10,000,000",23,"200,474","92,857,755"
1516,13032,2013-03-23,12,27,28,33,35,01,08,"159,896,906",1,"10,000,000",35,"108,929","101,795,038"
1515,13033,2013-03-25,12,18,22,28,31,01,11,"183,084,465",0,0,16,"359,497","94,424,531"
1514,13034,2013-03-27,01,03,11,19,29,04,08,"175,024,647",3,"6,840,774",23,"182,556","98,117,695"
1513,13035,2013-03-30,05,14,28,32,34,07,08,"157,137,514",6,"6,345,873",34,"143,178","105,886,815"
1512,13036,2013-04-01,08,12,32,33,35,03,05,"158,595,131",1,"9,305,077",40,"66,745","94,764,559"
1511,13037,2013-04-03,02,26,31,32,34,06,08,"159,171,880",1,"8,717,832",40,"56,847","93,728,141"
1510,13038,2013-04-06,01,19,24,25,26,07,09,"180,313,811",0,0,28,"160,166","103,728,759"
1509,13039,2013-04-08,06,23,30,33,35,07,10,"192,846,712",0,0,42,"68,767","96,554,089"
1508,13040,2013-04-10,16,17,22,26,35,03,10,"205,633,582",1,"10,000,000",12,"482,261","98,544,111"
1507,13041,2013-04-13,03,13,14,15,34,05,08,"198,017,788",3,"6,640,933",81,"29,727","108,882,630"
1506,13042,2013-04-15,02,06,22,23,33,01,06,"200,479,790",2,"9,154,000",28,"182,193","98,411,504"
1505,13043,2013-04-17,07,13,25,34,35,07,09,"192,316,919",2,"6,632,735",30,"96,754","100,358,246"
1504,13044,2013-04-20,07,11,13,18,28,05,10,"192,471,304",2,"8,372,919",29,"176,096","108,144,031"
1503,13045,2013-04-22,08,11,12,21,25,02,07,"186,295,531",3,"7,189,671",41,"107,688","98,754,178"
1502,13046,2013-04-24,15,16,19,25,32,05,11,"207,466,383",0,0,28,"175,327","98,130,483"
1501,13047,2013-04-27,12,20,28,30,35,03,11,"228,283,036",0,0,25,"182,602","108,924,465"
