,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
1230,15011,2015-01-26,04,13,22,25,30,01,06,30,25,13,22,04,"867,227,273",16,"6,211,643",186,"42,061","181,219,178",94,18.80,14,2,3,-1,0,0,3,2,1,5,5,0,0,26,9,0,1,0
1231,15010,2015-01-24,02,06,17,30,35,02,07,02,30,06,35,17,"922,553,782",1,"10,000,000",58,"166,880","208,415,367",90,18.00,20,2,3,-1,0,1,2,3,-1,5,6,0,0,33,13,0,1,0
1232,15009,2015-01-21,17,22,26,27,33,06,10,17,22,26,27,33,"885,966,276",0,0,55,"158,591","188,166,127",125,25.00,25,3,2,1,1,1,4,1,3,4,5,1,1,16,6,0,1,0
1233,15008,2015-01-19,07,10,11,15,17,03,10,07,15,11,17,10,"838,917,495",54,"5,350,846",88,"85,830","187,348,140",60,12.00,20,4,1,3,2,0,0,5,-5,4,5,1,1,10,4,0,1,2
1234,15007,2015-01-17,02,07,08,14,31,04,08,31,02,07,08,14,"1,084,804,698",2,"10,000,000",98,"77,735","207,134,099",62,12.40,22,2,3,-1,0,1,1,4,-3,5,5,1,1,29,17,0,1,2
1235,15006,2015-01-14,06,08,30,32,33,03,07,06,33,08,32,30,"1,061,791,325",2,"10,000,000",64,"122,162","187,375,191",109,21.80,19,1,4,-3,0,3,3,2,1,5,4,1,1,27,22,0,0,0
1236,15005,2015-01-12,11,14,15,18,19,07,08,19,14,11,18,15,"1,056,022,676",6,"7,975,072",69,"135,230","187,061,405",77,15.40,27,3,2,1,0,0,2,3,-1,5,2,2,2,8,3,1,2,3
1237,15004,2015-01-10,03,12,14,18,28,05,06,14,28,12,03,18,"1,063,303,937",3,"9,644,205",40,"248,150","211,045,780",75,15.00,25,1,4,-3,0,3,2,3,-1,4,6,0,0,25,10,0,2,2
1238,15003,2015-01-07,12,19,27,28,34,01,12,34,28,19,27,12,"1,058,932,056",8,"6,794,760",59,"156,326","192,816,707",120,24.00,30,2,3,-1,1,1,4,1,3,5,4,1,1,22,8,0,0,2
1239,15002,2015-01-05,03,14,20,26,32,06,10,20,32,03,14,26,"1,092,064,321",3,"10,000,000",90,"98,741","194,417,743",95,19.00,15,1,4,-3,0,3,3,2,1,5,3,0,0,29,11,0,0,2
1240,15001,2015-01-03,08,09,19,27,30,06,07,27,08,19,09,30,"1,084,864,825",11,"6,208,747",153,"53,300","216,525,466",93,18.60,33,3,2,1,2,0,3,2,1,4,5,1,1,22,10,0,0,1
1241,14154,2014-12-31,05,12,17,23,28,02,09,17,12,05,23,28,"1,135,404,076",14,"5,913,927",109,"81,189","206,102,484",85,17.00,25,3,2,1,1,0,2,3,-1,5,4,0,0,23,7,0,0,2
1242,14153,2014-12-29,01,08,13,24,32,05,10,08,24,01,32,13,"1,212,140,454",4,"9,037,107",68,"143,133","197,278,961",78,15.60,18,2,3,-1,0,1,2,3,-1,5,6,0,0,31,11,1,1,2
1243,14152,2014-12-27,05,12,18,24,33,01,05,12,05,18,24,33,"1,211,422,140",3,"10,000,000",126,"85,285","220,548,247",92,18.40,22,2,3,-1,0,2,3,2,1,5,5,0,0,28,9,0,0,1
1244,14151,2014-12-24,03,08,26,31,32,08,12,31,03,26,08,32,"1,192,625,943",7,"6,987,198",78,"98,775","200,426,121",100,20.00,20,2,3,-1,0,1,3,2,1,5,4,1,1,29,18,0,0,2
1245,14150,2014-12-22,19,21,30,33,35,05,07,35,21,19,30,33,"1,211,404,301",6,"7,050,858",67,"132,908","199,620,079",138,27.60,18,4,1,3,2,0,5,0,5,5,4,0,0,16,9,1,2,0
1246,14149,2014-12-20,02,13,19,26,35,01,05,02,35,13,19,26,"1,234,346,541",23,"5,849,579",85,"109,364","223,525,491",95,19.00,25,3,2,1,1,0,3,2,1,5,6,0,0,33,11,0,0,2
1247,14148,2014-12-17,03,09,10,11,20,07,09,20,03,10,11,09,"1,326,828,262",4,"9,318,025",146,"57,656","199,263,390",53,10.60,13,3,2,1,1,0,1,4,-3,4,5,2,1,17,9,1,1,1
1248,14147,2014-12-15,05,09,14,26,34,02,09,26,34,14,05,09,"1,324,845,582",9,"6,543,131",58,"153,503","203,455,020",88,17.60,28,2,3,-1,1,2,2,3,-1,4,6,0,0,29,12,0,0,0
1249,14146,2014-12-13,02,16,23,24,28,10,11,16,02,23,24,28,"1,361,277,737",2,"10,000,000",197,"53,974","254,595,224",93,18.60,23,1,4,-3,0,2,3,2,1,5,6,1,1,26,14,1,1,2
1250,14145,2014-12-10,15,19,22,24,26,10,11,15,24,19,22,26,"1,321,185,915",2,"10,000,000",40,"271,725","200,399,143",106,21.20,26,2,3,-1,1,2,4,1,3,5,3,0,0,11,4,0,1,3
1251,14144,2014-12-08,01,21,24,25,35,04,11,24,35,01,21,25,"1,290,463,839",0,0,39,"263,431","199,169,295",106,21.20,16,4,1,3,2,0,4,1,3,3,6,1,1,34,20,1,2,1
1252,14143,2014-12-06,01,11,14,18,25,06,10,14,11,25,18,01,"1,241,070,437",3,"10,000,000",66,"183,630","223,887,126",69,13.80,19,3,2,1,1,1,2,3,-1,4,5,0,0,24,10,0,2,0
1253,14142,2014-12-03,18,21,25,28,30,04,06,18,25,21,28,30,"1,213,685,929",10,"6,504,645",107,"68,621","200,197,897",122,24.40,22,2,3,-1,1,1,5,0,5,4,4,0,0,12,4,0,0,5
1254,14141,2014-12-01,04,17,20,26,29,05,08,17,29,26,20,04,"1,244,535,901",5,"7,942,185",61,"137,838","201,721,661",96,19.20,26,2,3,-1,0,1,3,2,1,5,4,0,0,25,13,1,1,2
1255,14140,2014-11-29,01,19,20,25,34,07,12,25,34,19,20,01,"1,251,566,141",1,"10,000,000",43,"307,985","228,862,423",99,19.80,19,3,2,1,1,0,4,1,3,5,6,1,1,33,18,1,1,0
1256,14139,2014-11-26,03,05,07,15,34,01,10,05,15,03,07,34,"1,200,995,750",3,"10,000,000",33,"326,240","206,237,565",64,12.80,24,4,1,3,3,0,1,4,-3,4,5,0,0,31,19,1,2,0
1257,14138,2014-11-24,01,07,29,32,34,09,12,01,29,32,07,34,"1,185,612,824",4,"10,000,000",25,"418,179","204,150,642",103,20.60,23,3,2,1,2,1,3,2,1,5,6,0,0,33,22,1,1,1
1258,14137,2014-11-22,02,11,16,22,34,02,05,34,22,02,11,16,"1,178,643,374",2,"10,000,000",53,"175,018","228,889,406",85,17.00,15,1,4,-3,0,2,2,3,-1,4,6,0,0,32,12,0,1,1
1259,14136,2014-11-19,04,18,20,34,35,07,11,34,04,20,35,18,"1,154,305,279",9,"6,580,696",77,"116,563","210,035,293",111,22.20,21,1,4,-3,0,3,4,1,3,4,4,1,1,31,14,1,2,1
1260,14135,2014-11-17,20,26,28,30,35,09,12,28,26,20,35,30,"1,191,956,659",2,"10,000,000",38,"316,405","207,091,316",139,27.80,19,1,4,-3,0,3,5,0,5,4,5,0,0,15,6,0,0,0
1261,14134,2014-11-15,02,05,07,11,32,09,12,32,07,05,02,11,"1,157,903,994",2,"10,000,000",43,"244,459","231,332,680",57,11.40,17,3,2,1,2,0,1,4,-3,4,6,0,0,30,21,1,1,2
1262,14133,2014-11-12,02,08,12,14,18,04,12,14,12,02,08,18,"1,125,548,895",2,"10,000,000",250,"44,271","210,539,527",54,10.80,24,0,5,-5,0,4,1,4,-3,3,2,0,0,16,6,0,0,2
1263,14132,2014-11-10,01,03,04,19,32,01,07,32,01,19,04,03,"1,103,993,932",2,"10,000,000",26,"434,759","207,042,551",59,11.80,19,3,2,1,1,0,2,3,-1,5,6,1,1,31,15,0,2,1
1264,14131,2014-11-08,03,16,19,23,27,03,07,16,23,27,19,03,"1,070,373,608",2,"10,000,000",222,"36,617","229,525,923",88,17.60,28,4,1,3,2,0,3,2,1,4,5,0,0,24,13,0,0,2
1265,14130,2014-11-05,02,18,31,32,33,05,07,32,18,31,02,33,"1,047,946,346",3,"9,832,710",65,"116,010","204,087,496",116,23.20,16,2,3,-1,0,1,4,1,3,4,5,2,1,31,16,0,1,2
1266,14129,2014-11-03,07,22,28,30,32,05,06,28,07,32,22,30,"1,043,803,747",1,"10,000,000",44,"195,460","203,647,528",119,23.80,19,1,4,-3,0,3,4,1,3,4,5,0,0,25,15,0,1,0
1267,14128,2014-11-01,02,04,16,22,34,08,11,22,02,16,04,34,"1,012,105,455",2,"10,000,000",52,"221,454","213,457,949",78,15.60,18,0,5,-5,0,4,2,3,-1,3,4,0,0,32,12,2,2,1
1268,14127,2014-10-29,02,04,06,15,19,02,11,06,15,19,04,02,"980,248,197",3,"10,000,000",28,"394,336","191,283,997",46,9.20,26,2,3,-1,1,2,1,4,-3,5,3,0,0,17,9,1,1,0
1269,14126,2014-10-27,02,09,22,30,34,09,10,30,09,02,22,34,"973,284,763",1,"10,000,000",37,"221,647","188,290,135",97,19.40,17,1,4,-3,0,2,3,2,1,4,6,0,0,32,13,0,0,2
1270,14125,2014-10-25,12,15,19,23,31,04,10,23,15,19,31,12,"941,910,615",2,"10,000,000",114,"77,763","209,429,406",100,20.00,20,4,1,3,3,0,3,2,1,5,4,0,0,19,8,0,0,0
1271,14124,2014-10-22,01,03,28,29,35,08,12,01,29,03,35,28,"926,501,357",4,"8,967,600",27,"360,690","188,069,407",96,19.20,26,4,1,3,2,0,3,2,1,5,6,1,1,34,25,1,1,0
1272,14123,2014-10-20,01,09,12,22,25,02,09,22,25,01,09,12,"926,243,050",3,"9,784,550",34,"249,870","185,788,357",69,13.80,19,3,2,1,1,1,2,3,-1,4,4,0,0,24,10,0,1,2
1273,14122,2014-10-18,03,10,25,26,35,01,07,25,03,35,10,26,"922,321,109",2,"10,000,000",83,"115,949","210,987,138",99,19.80,19,3,2,1,0,0,3,2,1,4,6,1,1,32,15,0,0,0
1274,14121,2014-10-15,13,16,18,22,32,08,10,22,13,16,32,18,"903,584,105",3,"9,296,431",64,"137,085","189,841,132",101,20.20,21,1,4,-3,0,3,3,2,1,4,6,0,0,19,10,0,1,1
1275,14120,2014-10-13,01,04,06,18,33,05,11,33,06,18,01,04,"901,617,720",2,"10,000,000",27,"339,635","177,861,722",62,12.40,22,2,3,-1,0,2,2,3,-1,5,6,0,0,32,15,0,2,0
1276,14119,2014-10-11,04,08,09,13,18,08,12,04,08,13,09,18,"876,616,071",1,"10,000,000",91,"93,176","199,847,525",52,10.40,32,2,3,-1,1,1,1,4,-3,4,2,1,1,14,5,0,0,1
1277,14118,2014-10-08,02,03,23,24,26,05,11,26,24,23,02,03,"848,491,203",0,0,33,"244,438","177,771,292",78,15.60,18,2,3,-1,1,1,3,2,1,4,4,2,2,24,20,0,1,1
1278,14117,2014-10-06,03,14,17,18,33,06,09,33,18,14,17,03,"806,936,584",2,"10,000,000",45,"133,434","158,204,520",85,17.00,25,3,2,1,0,0,2,3,-1,4,5,1,1,30,15,0,0,1
1279,14116,2014-10-04,06,13,15,24,27,04,05,24,06,15,27,13,"797,914,592",1,"10,000,000",63,"120,272","165,743,086",85,17.00,25,3,2,1,1,0,2,3,-1,5,5,0,0,21,9,0,0,2
1280,14115,2014-10-01,01,05,26,29,30,02,10,26,30,05,29,01,"770,028,734",2,"10,000,000",47,"159,698","149,573,879",91,18.20,21,3,2,1,1,0,3,2,1,5,4,1,1,29,21,0,1,1
1281,14114,2014-09-29,03,16,24,30,33,05,08,24,03,16,33,30,"759,165,112",4,"7,238,221",77,"74,863","162,818,645",106,21.20,16,2,3,-1,0,2,3,2,1,4,6,0,0,30,13,0,0,3
1282,14113,2014-09-27,02,13,17,19,23,01,06,13,02,17,19,23,"770,352,154",5,"7,722,784",57,"128,346","177,747,229",74,14.80,24,4,1,3,3,0,2,3,-1,4,4,0,0,21,11,0,0,4
1283,14112,2014-09-24,03,05,14,18,32,02,10,14,05,32,03,18,"778,946,120",2,"10,000,000",37,"229,873","161,645,347",72,14.40,22,2,3,-1,1,2,2,3,-1,5,6,0,0,29,14,0,1,0
1284,14111,2014-09-22,11,16,18,20,29,03,04,11,29,16,20,18,"766,059,220",0,0,32,"253,993","159,305,669",94,18.80,24,2,3,-1,0,2,3,2,1,5,4,0,0,18,9,0,1,2
1285,14110,2014-09-20,09,18,19,22,24,08,11,18,09,24,19,22,"729,018,439",1,"10,000,000",57,"130,823","176,071,215",92,18.40,32,2,3,-1,0,1,4,1,3,4,6,1,1,15,9,1,1,3
1286,14109,2014-09-17,15,18,20,21,23,01,02,21,20,15,23,18,"707,079,547",5,"8,560,406",39,"218,698","160,457,788",97,19.40,17,3,2,1,1,1,4,1,3,5,2,1,1,8,3,0,1,0
1287,14108,2014-09-15,01,02,13,23,35,09,12,13,01,02,35,23,"709,422,417",1,"10,000,000",65,"113,416","159,408,053",74,14.80,14,4,1,3,2,0,2,3,-1,4,4,1,1,34,12,0,1,2
1288,14107,2014-09-13,05,13,14,21,34,08,10,13,21,34,14,05,"691,019,481",1,"10,000,000",53,"156,845","181,325,383",87,17.40,17,3,2,1,1,0,2,3,-1,4,5,1,1,29,13,1,1,1
1289,14106,2014-09-10,05,09,11,20,22,05,11,09,22,11,20,05,"657,364,184",1,"10,000,000",67,"100,367","162,710,870",67,13.40,17,3,2,1,2,1,2,3,-1,5,4,0,0,17,9,0,0,3
1290,14105,2014-09-08,04,10,26,29,32,04,08,10,04,29,32,26,"634,577,614",2,"10,000,000",54,"126,768","150,824,984",101,20.20,21,1,4,-3,0,2,3,2,1,5,3,0,0,28,16,1,1,1
1291,14104,2014-09-06,07,13,14,28,32,04,11,07,13,28,32,14,"621,617,813",5,"8,234,166",63,"130,673","176,198,779",94,18.80,24,2,3,-1,1,2,2,3,-1,5,6,1,1,25,14,0,1,1
1292,14103,2014-09-03,14,20,23,25,26,10,12,14,23,20,26,25,"626,567,022",1,"10,000,000",44,"199,664","159,163,558",108,21.60,18,2,3,-1,1,1,4,1,3,5,4,1,1,12,6,0,2,1
1293,14102,2014-09-01,01,07,14,19,20,03,12,07,19,14,01,20,"596,966,907",3,"9,256,358",69,"100,215","160,748,402",61,12.20,21,3,2,1,1,0,2,3,-1,5,4,1,1,19,7,0,0,0
1294,14101,2014-08-30,09,10,12,17,28,03,11,09,12,17,28,10,"595,465,040",0,0,88,"77,272","174,450,095",76,15.20,26,2,3,-1,0,1,1,4,-3,5,6,1,1,19,11,0,1,1
1295,14100,2014-08-27,02,04,08,12,35,01,07,12,08,02,04,35,"559,791,030",2,"10,000,000",40,"223,353","162,499,795",61,12.20,21,1,4,-3,0,3,1,4,-3,4,5,0,0,33,23,0,0,0
1296,14099,2014-08-25,15,21,22,23,33,01,07,21,33,23,22,15,"541,306,441",3,"10,000,000",52,"171,518","163,978,997",114,22.80,14,4,1,3,2,0,4,1,3,4,5,2,1,18,10,1,1,3
1297,14098,2014-08-23,16,18,22,25,35,03,10,16,22,18,25,35,"529,856,031",2,"10,000,000",45,"211,357","184,527,907",116,23.20,26,2,3,-1,1,2,4,1,3,4,6,0,0,19,10,0,0,2
1298,14097,2014-08-20,03,15,20,21,23,07,09,20,03,23,21,15,"508,112,843",1,"10,000,000",33,"267,985","169,611,153",82,16.40,12,4,1,3,2,0,3,2,1,4,6,1,1,20,12,1,3,1
1299,14096,2014-08-18,03,07,21,23,31,05,10,23,31,03,07,21,"476,575,124",8,"6,383,482",99,"62,566","167,970,220",85,17.00,15,5,0,5,4,0,3,2,1,3,6,0,0,28,14,0,1,4
1300,14095,2014-08-16,06,22,30,31,34,05,06,30,34,06,22,31,"508,319,326",4,"8,448,139",44,"154,164","186,569,328",123,24.60,13,1,4,-3,0,2,4,1,3,5,6,1,1,28,16,1,1,0
1301,14094,2014-08-13,13,14,24,25,34,04,07,13,14,25,24,34,"510,765,155",8,"6,429,806",136,"34,644","168,617,295",110,22.00,20,2,3,-1,0,1,3,2,1,3,3,2,2,21,10,1,1,0
1302,14093,2014-08-11,03,08,30,32,34,09,11,30,34,32,03,08,"538,115,272",0,0,63,"128,041","166,087,704",107,21.40,17,1,4,-3,0,3,3,2,1,5,5,0,0,31,22,0,2,1
1303,14092,2014-08-09,02,18,27,30,32,05,11,27,18,32,30,02,"498,422,452",1,"10,000,000",36,"246,536","185,657,187",109,21.80,19,1,4,-3,0,2,4,1,3,4,6,0,0,30,16,1,2,1
1304,14091,2014-08-06,10,16,18,29,32,02,07,18,16,32,10,29,"466,511,258",1,"10,000,000",42,"188,651","171,622,227",105,21.00,25,1,4,-3,0,2,3,2,1,5,6,0,0,22,11,0,0,1
1305,14090,2014-08-04,02,03,20,23,28,06,08,23,03,28,02,20,"439,724,222",60,"5,182,460",69,"117,087","176,916,628",76,15.20,16,2,3,-1,0,0,3,2,1,4,6,1,1,26,17,1,1,2
1306,14089,2014-08-02,02,08,12,29,30,07,12,08,30,29,02,12,"897,430,770",9,"6,270,293",119,"48,131","206,285,308",81,16.20,21,1,4,-3,0,2,2,3,-1,4,6,1,1,28,17,0,0,2
1307,14088,2014-07-30,07,13,20,25,26,08,11,25,13,20,07,26,"929,910,085",2,"10,000,000",108,"80,866","183,837,153",91,18.20,21,3,2,1,1,0,3,2,1,5,4,1,1,19,7,0,1,0
1308,14087,2014-07-28,04,07,31,33,35,09,10,04,33,35,31,07,"916,892,029",1,"10,000,000",55,"134,240","174,787,404",110,22.00,20,4,1,3,3,0,3,2,1,5,5,0,0,31,24,1,1,1
1309,14086,2014-07-26,06,08,27,29,35,03,09,29,08,06,27,35,"886,731,623",4,"10,000,000",57,"173,491","201,555,668",105,21.00,35,3,2,1,2,1,3,2,1,5,4,0,0,29,19,1,2,0
1310,14085,2014-07-23,06,12,13,25,29,11,12,25,06,29,13,12,"879,455,090",3,"9,894,855",108,"68,110","178,919,759",85,17.00,25,3,2,1,2,1,2,3,-1,5,6,1,1,23,12,0,0,3
1311,14084,2014-07-21,02,07,09,11,28,05,09,09,28,02,11,07,"875,765,643",7,"7,224,209",126,"53,920","181,205,445",57,11.40,27,3,2,1,2,0,1,4,-3,5,5,0,0,26,17,0,0,0
1312,14083,2014-07-19,18,20,24,33,35,05,10,35,20,33,24,18,"892,251,472",2,"10,000,000",83,"101,782","203,993,360",130,26.00,20,2,3,-1,1,2,5,0,5,5,4,0,0,17,9,0,1,1
1313,14082,2014-07-16,01,08,18,23,25,08,12,18,25,01,23,08,"872,216,864",0,0,43,"191,919","181,943,644",75,15.00,25,3,2,1,1,1,3,2,1,4,4,0,0,24,10,1,2,0
1314,14081,2014-07-14,03,05,08,10,25,09,12,08,03,25,05,10,"830,154,471",0,0,43,"166,437","175,722,160",51,10.20,21,3,2,1,1,1,1,4,-3,4,4,0,0,22,15,0,1,0
1315,14080,2014-07-12,17,20,23,25,27,03,10,20,27,25,23,17,"792,428,610",3,"10,000,000",49,"204,471","193,958,265",112,22.40,22,4,1,3,2,0,4,1,3,4,4,0,0,10,3,0,1,0
1316,14079,2014-07-09,09,10,20,31,32,06,10,31,09,10,20,32,"783,615,300",3,"10,000,000",64,"134,339","173,530,979",102,20.40,12,2,3,-1,0,1,3,2,1,4,3,2,2,23,11,0,1,1
1317,14078,2014-07-07,10,15,16,22,28,04,05,22,28,15,16,10,"778,417,883",3,"10,000,000",73,"119,758","173,079,920",91,18.20,21,1,4,-3,0,2,2,3,-1,5,3,1,1,18,6,0,1,2
1318,14077,2014-07-05,09,16,26,31,32,01,05,31,26,32,09,16,"765,404,764",3,"9,819,134",55,"167,784","192,620,156",114,22.80,24,2,3,-1,0,1,3,2,1,4,6,1,1,23,10,2,2,3
1319,14076,2014-07-02,05,10,19,31,32,09,10,31,05,10,32,19,"760,644,298",1,"10,000,000",81,"92,632","178,230,857",97,19.40,17,3,2,1,1,0,3,2,1,5,6,1,1,27,12,1,2,1
1320,14075,2014-06-30,05,07,29,32,35,04,10,35,05,29,07,32,"729,191,341",7,"6,725,435",55,"118,422","179,024,552",108,21.60,28,4,1,3,2,0,3,2,1,4,5,0,0,30,22,0,0,3
1321,14074,2014-06-28,06,11,22,27,30,05,11,06,27,30,11,22,"750,501,664",2,"10,000,000",104,"81,061","198,134,948",96,19.20,16,2,3,-1,0,0,3,2,1,5,4,0,0,24,11,0,0,1
1322,14073,2014-06-25,04,05,07,13,35,05,06,13,05,04,35,07,"729,295,547",3,"9,270,829",121,"54,235","179,054,580",64,12.80,24,4,1,3,3,0,1,4,-3,4,6,1,1,31,22,0,0,0
1323,14072,2014-06-23,17,19,22,24,30,02,09,17,22,19,24,30,"727,466,021",1,"10,000,000",27,"331,930","168,821,103",112,22.40,22,2,3,-1,1,2,4,1,3,5,4,0,0,13,6,0,1,2
1324,14071,2014-06-21,04,14,15,22,23,01,07,22,15,14,04,23,"696,804,568",1,"10,000,000",43,"221,374","185,954,083",78,15.60,18,2,3,-1,0,1,2,3,-1,4,4,2,2,19,10,0,0,0
1325,14070,2014-06-18,01,02,07,10,32,04,12,07,01,02,10,32,"669,821,040",2,"10,000,000",57,"119,758","167,714,687",52,10.40,12,2,3,-1,0,1,1,4,-3,4,6,1,1,31,22,0,0,1
1326,14069,2014-06-16,16,22,27,29,31,02,09,16,27,22,31,29,"658,384,418",2,"10,000,000",26,"228,365","165,688,178",125,25.00,25,3,2,1,2,1,4,1,3,5,5,0,0,15,6,1,1,1
1327,14068,2014-06-14,05,15,24,29,35,05,06,29,35,24,15,05,"648,506,595",3,"10,000,000",91,"79,136","183,812,242",108,21.60,28,4,1,3,2,0,3,2,1,3,6,0,0,30,10,0,1,1
1328,14067,2014-06-11,03,18,23,24,31,03,07,24,23,31,18,03,"642,565,242",1,"10,000,000",27,"341,706","169,829,052",99,19.80,19,3,2,1,0,0,4,1,3,4,6,1,1,28,15,1,1,0
1329,14066,2014-06-09,08,14,16,20,31,03,11,20,16,08,14,31,"609,851,883",2,"10,000,000",34,"199,482","171,159,701",89,17.80,19,1,4,-3,0,3,2,3,-1,5,5,0,0,23,11,0,1,2
1330,14065,2014-06-07,07,12,19,31,33,07,12,12,31,07,33,19,"593,113,888",5,"7,371,542",54,"129,775","189,856,995",102,20.40,22,4,1,3,2,0,3,2,1,5,5,0,0,26,12,0,1,2
1331,14064,2014-06-04,08,15,33,34,35,01,08,34,33,15,35,08,"605,400,258",3,"9,481,293",168,"36,266","175,438,349",125,25.00,25,3,2,1,1,0,3,2,1,4,5,2,1,27,18,0,1,2
1332,14063,2014-06-02,11,17,21,23,34,03,04,17,23,34,21,11,"603,289,864",1,"10,000,000",28,"279,350","149,422,759",106,21.20,16,4,1,3,3,0,3,2,1,4,5,0,0,23,11,0,1,1
1333,14062,2014-05-31,04,07,17,24,25,02,04,17,24,07,25,04,"576,508,734",0,0,48,"197,762","171,910,477",77,15.40,27,3,2,1,1,0,2,3,-1,3,6,1,1,21,10,2,2,0
1334,14061,2014-05-28,04,11,17,20,29,06,10,29,11,17,04,20,"530,528,894",1,"10,000,000",48,"127,498","157,379,650",81,16.20,21,3,2,1,1,0,2,3,-1,5,5,0,0,25,9,0,1,2
1335,14060,2014-05-26,12,22,29,30,34,05,11,29,12,34,22,30,"508,335,617",2,"10,000,000",50,"140,672","155,476,267",127,25.40,17,1,4,-3,0,2,4,1,3,4,6,1,1,22,10,0,1,1
1336,14059,2014-05-24,07,15,17,25,29,04,11,25,07,17,15,29,"499,050,363",6,"7,141,398",89,"71,247","172,487,834",93,18.60,33,5,0,5,4,0,2,3,-1,3,4,0,0,22,8,1,1,1
1337,14058,2014-05-21,09,15,22,24,26,02,07,22,26,15,09,24,"514,062,616",3,"9,033,010",63,"106,443","156,588,831",96,19.20,26,2,3,-1,1,2,3,2,1,5,5,0,0,17,7,0,0,2
1338,14057,2014-05-19,08,10,20,27,33,01,09,20,10,08,33,27,"513,584,094",4,"8,164,774",40,"160,094","158,049,101",98,19.60,18,2,3,-1,1,2,3,2,1,4,6,0,0,25,10,0,0,1
1339,14056,2014-05-17,12,18,28,29,35,07,08,28,18,35,29,12,"518,055,775",1,"10,000,000",61,"97,524","170,156,653",122,24.40,32,2,3,-1,1,2,4,1,3,4,4,1,1,23,10,1,1,1
1340,14055,2014-05-14,04,23,26,27,35,10,11,26,23,35,04,27,"497,660,787",1,"10,000,000",75,"75,399","151,250,601",115,23.00,25,3,2,1,1,0,4,1,3,5,6,1,1,31,19,0,0,3
1341,14054,2014-05-12,02,03,20,25,34,01,12,34,03,20,02,25,"479,762,955",2,"10,000,000",72,"126,347","150,534,284",84,16.80,14,2,3,-1,0,0,3,2,1,5,6,1,1,32,17,1,1,1
1342,14053,2014-05-10,02,11,17,27,30,03,04,02,17,11,30,27,"465,963,587",2,"10,000,000",56,"138,015","163,362,645",87,17.40,17,3,2,1,2,0,2,3,-1,4,6,0,0,28,10,1,1,0
1343,14052,2014-05-07,14,19,21,24,30,02,07,24,21,14,19,30,"448,239,242",1,"10,000,000",25,"244,998","148,553,518",108,21.60,18,2,3,-1,1,1,4,1,3,4,5,0,0,16,6,1,1,1
1344,14051,2014-05-05,01,07,11,29,30,03,11,30,01,11,07,29,"426,593,556",6,"6,187,200",62,"78,927","141,385,481",78,15.60,18,4,1,3,3,0,2,3,-1,4,6,1,1,29,18,0,0,2
1345,14050,2014-05-03,10,18,27,28,35,01,06,10,18,28,35,27,"449,771,795",1,"10,000,000",24,"302,800","143,454,855",118,23.60,28,2,3,-1,0,1,4,1,3,4,4,1,1,25,9,0,0,1
1346,14049,2014-04-30,03,15,17,22,31,03,05,31,03,17,15,22,"427,750,617",1,"10,000,000",34,"187,598","129,357,113",88,17.60,18,4,1,3,2,0,2,3,-1,5,5,0,0,28,12,0,1,1
1347,14048,2014-04-28,01,02,05,15,35,01,11,15,35,02,01,05,"410,032,886",2,"9,734,953",24,"297,364","132,476,146",58,11.60,18,4,1,3,2,0,1,4,-3,3,6,1,1,34,20,0,0,2
1348,14047,2014-04-26,06,17,18,30,34,06,12,18,34,17,30,06,"404,566,567",1,"10,000,000",54,"149,381","139,568,509",105,21.00,25,1,4,-3,0,2,3,2,1,5,5,1,1,28,12,1,1,1
1349,14046,2014-04-23,03,15,18,21,26,01,06,15,18,03,26,21,"387,964,150",1,"10,000,000",22,"310,052","127,230,354",83,16.60,23,3,2,1,1,0,3,2,1,5,5,0,0,23,12,0,0,1
1350,14045,2014-04-21,06,10,12,16,30,02,11,06,10,12,16,30,"376,989,546",1,"10,000,000",33,"194,585","124,470,129",74,14.80,14,0,5,-5,0,4,1,4,-3,3,4,0,0,24,14,0,0,0
1351,14044,2014-04-19,22,23,25,27,35,03,11,27,23,25,22,35,"358,093,528",2,"10,000,000",45,"164,774","136,866,302",132,26.40,22,4,1,3,3,0,5,0,5,4,5,1,1,13,8,0,1,1
1352,14043,2014-04-16,01,11,23,29,30,01,12,30,23,11,01,29,"347,321,907",0,0,57,"100,530","126,802,014",94,18.80,14,4,1,3,3,0,3,2,1,4,6,1,1,29,12,0,0,0
1353,14042,2014-04-14,16,21,25,27,35,06,11,27,25,21,16,35,"319,726,297",4,"7,374,876",33,"181,982","126,547,122",124,24.80,24,4,1,3,3,0,4,1,3,4,6,0,0,19,8,0,0,1
1354,14041,2014-04-12,05,07,11,15,18,05,12,11,05,07,15,18,"325,477,040",2,"9,657,920",37,"185,177","139,292,056",56,11.20,26,4,1,3,3,0,1,4,-3,4,5,0,0,13,4,0,1,1
1355,14040,2014-04-09,12,15,21,30,33,02,08,21,33,12,30,15,"320,311,147",2,"9,249,673",29,"230,190","127,871,621",111,22.20,11,3,2,1,1,0,3,2,1,5,3,0,0,21,9,0,1,2
