,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序
885,17049,2017-05-01,09,12,14,22,31,05,08,09,31,12,22,14
884,17050,2017-05-03,12,14,17,20,28,02,06,14,12,17,20,28
883,17051,2017-05-06,14,17,18,22,29,10,11,29,22,18,17,14
882,17052,2017-05-08,03,19,24,28,33,04,12,24,28,33,19,03
881,17053,2017-05-10,06,19,20,22,26,01,11,19,26,20,06,22
880,17054,2017-05-13,16,29,30,32,33,04,05,16,30,33,32,29
879,17055,2017-05-15,19,20,22,30,33,03,09,22,19,30,20,33
878,17056,2017-05-17,01,04,24,27,32,03,10,24,32,01,04,27
877,17057,2017-05-20,12,16,19,23,24,02,05,24,19,23,16,12
876,17058,2017-05-22,14,18,20,21,28,03,06,20,28,21,14,18
875,17059,2017-05-24,08,11,13,15,17,03,10,11,13,17,08,15
874,17060,2017-05-27,09,15,20,26,31,05,12,15,20,31,09,26
873,17061,2017-05-29,10,19,23,25,30,02,04,23,10,25,19,30
872,17062,2017-05-31,01,04,06,08,28,08,12,06,08,01,28,04
871,17063,2017-06-03,18,21,22,24,29,05,11,29,21,18,22,24
870,17064,2017-06-05,01,08,20,27,30,03,04,08,27,30,20,01
869,17065,2017-06-07,05,11,12,19,28,05,12,11,28,12,05,19
868,17066,2017-06-10,11,15,23,26,30,02,11,26,15,30,23,11
867,17067,2017-06-12,10,17,18,32,35,10,11,17,18,32,10,35
866,17068,2017-06-14,07,08,19,24,27,06,07,19,07,24,27,08
865,17069,2017-06-17,10,16,20,23,32,08,11,16,32,20,23,10
864,17070,2017-06-19,06,16,18,26,30,02,03,26,06,16,18,30
863,17071,2017-06-21,01,04,11,14,33,05,07,33,01,14,04,11
862,17072,2017-06-24,01,03,29,32,34,02,05,32,01,03,29,34
861,17073,2017-06-26,07,18,28,31,33,01,02,31,18,07,33,28
860,17074,2017-06-28,08,10,11,13,17,08,11,17,11,10,08,13
859,17075,2017-07-01,05,11,16,18,35,01,06,35,16,11,18,05
858,17076,2017-07-03,02,07,25,30,35,07,12,25,35,02,30,07
857,17077,2017-07-05,01,03,04,25,31,06,09,03,04,25,31,01
856,17078,2017-07-08,04,05,27,31,34,03,06,05,34,27,31,04
855,17079,2017-07-10,01,17,19,32,33,02,11,17,19,01,33,32
854,17080,2017-07-12,08,10,21,30,31,02,05,30,08,21,10,31
853,17081,2017-07-15,02,12,15,20,34,01,06,34,02,12,15,20
852,17082,2017-07-17,05,13,20,21,25,08,09,21,05,25,13,20
851,17083,2017-07-19,02,05,14,22,34,03,09,22,02,05,14,34
850,17084,2017-07-22,06,11,14,21,31,09,12,06,21,11,14,31
849,17085,2017-07-24,09,13,14,25,30,02,05,30,13,09,25,14
848,17086,2017-07-26,12,15,18,22,31,01,08,31,18,22,12,15
847,17087,2017-07-29,03,14,21,29,35,02,06,29,14,35,21,03
846,17088,2017-07-31,05,28,31,34,35,08,09,34,35,05,28,31
845,17089,2017-08-02,03,05,06,15,18,03,10,06,03,18,15,05
844,17090,2017-08-05,03,06,15,22,35,09,11,06,03,35,15,22
843,17091,2017-08-07,01,05,07,16,19,03,12,05,01,19,07,16
842,17092,2017-08-09,03,07,09,17,34,04,05,03,34,07,09,17
841,17093,2017-08-12,05,06,17,21,29,02,04,29,05,21,17,06
840,17094,2017-08-14,03,05,08,29,33,04,08,08,33,03,29,05
839,17095,2017-08-16,15,32,33,34,35,03,12,32,15,33,34,35
838,17096,2017-08-19,03,07,09,17,28,04,12,07,28,09,03,17
837,17097,2017-08-21,07,14,19,22,34,07,12,19,22,07,34,14
836,17098,2017-08-23,06,09,17,30,35,10,11,35,06,17,09,30
835,17099,2017-08-26,08,09,17,18,24,03,07,24,09,18,08,17
834,17100,2017-08-28,02,05,18,19,31,01,09,18,05,19,31,02
833,17101,2017-08-30,05,15,21,25,29,05,08,21,25,15,05,29
832,17102,2017-09-02,01,12,23,24,29,08,12,24,01,23,29,12
831,17103,2017-09-04,04,19,20,24,29,03,04,24,29,04,19,20
830,17104,2017-09-06,09,11,22,27,30,09,11,27,11,22,30,09
829,17105,2017-09-09,04,15,22,24,32,02,09,04,32,22,24,15
828,17106,2017-09-11,09,12,18,23,29,02,04,09,12,29,23,18
827,17107,2017-09-13,04,10,19,25,27,06,12,10,04,25,27,19
826,17108,2017-09-16,01,04,15,21,22,04,09,21,22,01,04,15
825,17109,2017-09-18,06,09,19,26,34,05,07,34,19,26,06,09
824,17110,2017-09-20,10,14,20,21,35,02,05,20,10,14,21,35
823,17111,2017-09-23,02,14,17,26,34,08,12,02,34,26,17,14
822,17112,2017-09-25,05,06,20,31,32,06,12,06,05,31,32,20
821,17113,2017-09-27,05,08,17,18,23,04,12,18,23,05,08,17
820,17114,2017-09-30,06,07,12,18,23,01,12,06,18,12,07,23
819,17115,2017-10-02,14,19,20,25,31,06,08,19,14,31,25,20
818,17116,2017-10-04,02,27,30,32,33,01,03,02,32,30,27,33
817,17117,2017-10-07,05,07,09,24,32,08,10,05,09,32,24,07
816,17118,2017-10-09,02,07,16,20,33,03,11,33,16,07,20,02
815,17119,2017-10-11,05,07,13,29,35,03,08,35,29,13,05,07
814,17120,2017-10-14,08,15,24,26,27,05,06,27,26,08,24,15
813,17121,2017-10-16,01,06,12,26,31,01,07,01,06,12,26,31
812,17122,2017-10-18,03,12,18,29,34,03,11,12,03,29,34,18
811,17123,2017-10-21,03,15,23,26,32,01,12,23,26,03,32,15
810,17124,2017-10-23,03,29,30,32,35,03,08,30,29,35,03,32
809,17125,2017-10-25,07,11,18,26,28,04,05,28,18,26,07,11
808,17126,2017-10-28,03,04,13,24,33,01,11,03,13,33,04,24
807,17127,2017-10-30,02,15,18,21,22,03,10,22,18,21,02,15
806,17128,2017-11-01,09,11,13,18,33,02,03,18,13,33,09,11
805,17129,2017-11-04,05,17,20,32,33,04,09,20,33,32,17,05
804,17130,2017-11-06,05,18,28,33,34,03,04,34,18,28,33,05
803,17131,2017-11-08,03,05,08,19,34,01,12,34,05,08,19,03
802,17132,2017-11-11,11,17,23,26,27,01,10,23,27,17,26,11
801,17133,2017-11-13,15,17,19,32,33,01,03,15,33,17,19,32
800,17134,2017-11-15,07,18,19,32,34,02,10,32,34,18,19,07
799,17135,2017-11-18,01,12,15,19,22,02,04,12,01,19,15,22
798,17136,2017-11-20,01,11,20,21,22,03,04,22,11,01,20,21
797,17137,2017-11-22,01,20,22,28,29,05,07,28,01,20,29,22
796,17138,2017-11-25,04,07,09,20,25,02,11,20,25,07,04,09
795,17139,2017-11-27,02,06,19,25,32,09,12,06,25,19,32,02
794,17140,2017-11-29,10,16,25,26,29,01,05,16,10,29,26,25
793,17141,2017-12-02,02,08,21,22,29,03,05,08,21,29,02,22
792,17142,2017-12-04,01,05,16,19,28,02,10,01,19,05,28,16
791,17143,2017-12-06,06,09,24,29,32,02,07,29,24,32,09,06
790,17144,2017-12-09,03,21,23,29,32,10,11,23,21,29,32,03
789,17145,2017-12-11,04,07,17,18,19,03,10,04,18,19,17,07
788,17146,2017-12-13,01,05,11,14,35,09,10,05,01,35,14,11
787,17147,2017-12-16,05,16,17,25,34,01,11,34,25,17,05,16
786,17148,2017-12-18,19,27,31,32,35,11,12,27,19,31,32,35
785,17149,2017-12-20,10,18,19,25,26,04,12,26,19,25,10,18
784,17150,2017-12-23,03,06,10,13,18,09,11,10,03,06,18,13
783,17151,2017-12-25,05,06,23,28,32,04,05,05,23,32,28,06
782,17152,2017-12-27,02,04,07,23,28,02,08,23,07,28,02,04
781,17153,2017-12-30,01,09,24,26,34,09,12,01,26,24,09,34
780,18001,2018-01-01,01,13,22,25,35,03,04,13,35,01,25,22
779,18002,2018-01-03,12,20,23,27,34,01,06,34,12,20,23,27
778,18003,2018-01-06,04,21,23,24,30,09,10,30,21,23,24,04
777,18004,2018-01-08,04,09,22,28,30,01,10,04,30,22,28,09
776,18005,2018-01-10,04,09,23,24,30,08,11,30,24,23,09,04
775,18006,2018-01-13,19,20,30,32,33,03,05,19,32,20,33,30
774,18007,2018-01-15,03,04,28,31,34,04,11,04,28,31,34,03
773,18008,2018-01-17,09,15,17,20,22,10,11,09,17,15,22,20
772,18009,2018-01-20,10,12,28,30,34,03,04,30,34,28,12,10
771,18010,2018-01-22,24,25,26,28,29,04,12,25,28,24,29,26
770,18011,2018-01-24,03,13,15,23,26,01,10,15,03,13,26,23
769,18012,2018-01-27,03,22,24,29,34,07,11,29,24,22,03,34
768,18013,2018-01-29,08,24,31,33,35,07,10,24,08,33,31,35
767,18014,2018-01-31,14,16,18,24,31,01,08,31,24,14,16,18
766,18015,2018-02-03,04,13,15,18,29,05,11,13,15,18,04,29
765,18016,2018-02-05,01,02,12,13,23,09,12,01,12,02,23,13
764,18017,2018-02-07,04,19,21,23,31,04,09,31,21,23,04,19
763,18018,2018-02-10,06,08,13,24,28,06,12,28,24,08,13,06
762,18019,2018-02-12,10,11,19,21,28,05,12,10,21,19,11,28
761,18020,2018-02-14,01,10,13,14,21,09,12,21,10,01,14,13
760,18021,2018-02-24,05,06,08,09,15,04,11,08,06,05,15,09
759,18022,2018-02-26,02,10,19,33,35,05,06,33,19,10,35,02
758,18023,2018-02-28,12,13,18,21,29,02,08,13,18,29,12,21
757,18024,2018-03-03,02,16,24,30,32,04,07,32,02,16,30,24
756,18025,2018-03-05,07,08,09,15,34,07,08,09,15,34,08,07
755,18026,2018-03-07,01,02,03,04,30,03,05,04,01,03,30,02
754,18027,2018-03-10,01,18,20,21,26,04,11,01,26,18,21,20
753,18028,2018-03-12,04,19,25,30,35,04,07,04,19,25,30,35
752,18029,2018-03-14,03,09,21,25,29,01,08,21,25,03,29,09
751,18030,2018-03-17,05,18,21,28,32,09,11,05,28,18,32,21
750,18031,2018-03-19,03,08,13,17,23,05,11,23,17,13,03,08
749,18032,2018-03-21,07,10,17,32,35,05,12,17,32,07,10,35
748,18033,2018-03-24,02,03,19,23,34,04,09,19,34,23,03,02
747,18034,2018-03-26,08,11,22,27,32,03,07,22,08,27,32,11
746,18035,2018-03-28,05,07,10,12,24,07,11,05,24,07,10,12
745,18036,2018-03-31,11,17,18,21,27,07,08,17,18,11,27,21
744,18037,2018-04-02,01,03,27,30,31,02,11,27,30,01,31,03
743,18038,2018-04-04,14,23,25,31,32,01,03,23,31,14,25,32
742,18039,2018-04-07,02,07,14,29,32,10,11,14,32,07,29,02
741,18040,2018-04-09,05,07,18,27,31,01,08,18,27,31,05,07
740,18041,2018-04-11,01,23,25,31,33,01,12,23,25,33,31,01
739,18042,2018-04-14,03,19,25,29,35,05,09,25,29,03,35,19
738,18043,2018-04-16,03,06,13,28,33,04,11,03,06,13,33,28
737,18044,2018-04-18,02,04,06,18,21,05,08,04,06,02,18,21
736,18045,2018-04-21,02,05,20,30,35,05,09,02,35,20,05,30
735,18046,2018-04-23,10,20,22,29,32,05,10,20,32,29,10,22
734,18047,2018-04-25,03,08,10,14,20,04,08,03,08,14,20,10
733,18048,2018-04-28,02,03,11,20,25,02,07,03,02,20,11,25
732,18049,2018-04-30,04,07,09,10,13,06,12,04,09,07,13,10
731,18050,2018-05-02,22,24,26,34,35,06,12,24,34,35,26,22
730,18051,2018-05-05,09,18,28,29,35,03,11,18,35,28,29,09
729,18052,2018-05-07,05,16,18,19,25,02,07,16,18,05,25,19
728,18053,2018-05-09,11,16,21,23,25,02,12,25,23,21,11,16
727,18054,2018-05-12,09,10,12,20,30,01,07,12,20,09,10,30
726,18055,2018-05-14,03,07,20,33,34,09,10,20,33,34,03,07
725,18056,2018-05-16,02,04,16,28,34,05,07,34,16,02,28,04
724,18057,2018-05-19,13,19,22,27,28,05,06,22,19,27,13,28
723,18058,2018-05-21,09,11,12,26,32,04,10,09,11,12,32,26
722,18059,2018-05-23,01,09,10,27,35,06,11,09,35,27,01,10
721,18060,2018-05-26,04,22,27,29,31,02,10,27,22,04,31,29
720,18061,2018-05-28,04,10,12,28,31,08,11,31,12,28,10,04
719,18062,2018-05-30,12,14,19,23,35,02,07,14,35,12,23,19
718,18063,2018-06-02,05,14,15,32,34,03,10,05,32,34,15,14
717,18064,2018-06-04,01,03,04,11,29,02,04,29,01,03,04,11
716,18065,2018-06-06,07,10,28,31,32,08,10,28,32,07,31,10
715,18066,2018-06-09,01,20,23,32,33,01,04,20,33,23,32,01
714,18067,2018-06-11,03,07,12,18,31,07,10,12,07,03,31,18
713,18068,2018-06-13,08,12,16,26,33,05,06,16,12,33,26,08
712,18069,2018-06-16,01,08,13,21,24,02,11,08,13,24,21,01
711,18070,2018-06-18,02,05,10,16,30,04,07,16,10,30,02,05
710,18071,2018-06-20,02,05,23,30,31,03,09,30,02,31,05,23
709,18072,2018-06-23,05,12,17,24,26,01,02,12,05,17,26,24
708,18073,2018-06-25,13,19,24,25,29,02,08,13,25,19,29,24
707,18074,2018-06-27,03,09,12,28,30,04,12,12,28,09,03,30
706,18075,2018-06-30,01,06,12,20,34,04,12,06,12,34,20,01
705,18076,2018-07-02,07,18,28,29,32,06,08,28,07,18,29,32
704,18077,2018-07-04,01,06,09,15,26,08,09,06,15,26,01,09
703,18078,2018-07-07,07,11,12,22,30,03,06,22,12,07,11,30
702,18079,2018-07-09,03,04,10,27,29,01,05,27,04,03,29,10
701,18080,2018-07-11,07,16,24,26,31,10,11,26,16,24,31,07
700,18081,2018-07-14,02,10,13,21,35,01,12,02,21,35,13,10
699,18082,2018-07-16,01,02,14,17,18,08,10,01,14,02,18,17
698,18083,2018-07-18,07,12,25,27,28,10,11,27,07,28,12,25
697,18084,2018-07-21,06,11,17,22,35,11,12,22,06,17,11,35
696,18085,2018-07-23,01,02,14,25,31,05,07,31,01,02,25,14
695,18086,2018-07-25,16,22,24,29,31,04,05,29,31,24,22,16
694,18087,2018-07-28,03,14,19,23,25,01,04,03,25,23,14,19
693,18088,2018-07-30,08,09,21,25,33,01,08,09,33,21,08,25
692,18089,2018-08-01,26,27,28,32,34,06,10,26,34,27,32,28
691,18090,2018-08-04,06,20,24,33,34,04,11,34,20,24,33,06
690,18091,2018-08-06,06,22,26,28,31,01,07,26,06,31,22,28
689,18092,2018-08-08,05,07,14,18,19,04,10,05,19,18,07,14
688,18093,2018-08-11,03,11,16,18,33,03,11,03,11,16,33,18
687,18094,2018-08-13,11,16,25,30,34,08,10,16,11,25,34,30
686,18095,2018-08-15,07,14,18,29,35,05,12,35,07,29,18,14
685,18096,2018-08-18,13,14,20,28,34,06,10,13,20,34,14,28
684,18097,2018-08-20,10,12,14,18,23,01,04,14,10,12,18,23
683,18098,2018-08-22,02,15,18,25,27,05,07,18,02,15,25,27
682,18099,2018-08-25,12,13,16,20,21,01,07,16,13,12,21,20
681,18100,2018-08-27,06,20,21,26,30,06,09,21,06,26,30,20
680,18101,2018-08-29,03,14,15,23,29,04,05,23,29,03,15,14
679,18102,2018-09-01,06,07,13,22,24,10,12,22,06,24,13,07
678,18103,2018-09-03,14,24,26,28,35,02,03,14,26,24,28,35
677,18104,2018-09-05,01,13,14,26,28,07,11,14,13,28,01,26
676,18105,2018-09-08,01,16,19,20,31,02,07,31,16,20,19,01
675,18106,2018-09-10,04,14,17,24,31,01,04,14,04,17,24,31
674,18107,2018-09-12,07,08,09,10,22,03,04,22,09,08,07,10
673,18108,2018-09-15,09,10,24,31,32,07,12,31,09,32,10,24
672,18109,2018-09-17,10,16,23,25,34,02,05,16,34,10,23,25
671,18110,2018-09-19,06,19,21,27,28,03,11,21,06,28,27,19
670,18111,2018-09-22,03,16,27,28,32,04,05,28,27,03,32,16
669,18112,2018-09-24,03,07,08,09,29,09,10,08,29,07,09,03
668,18113,2018-09-26,08,12,27,31,33,04,08,12,27,08,31,33
667,18114,2018-09-29,12,18,26,28,29,05,06,28,18,29,26,12
666,18115,2018-10-01,02,06,13,18,25,01,02,25,13,18,02,06
665,18116,2018-10-03,01,14,17,21,33,07,10,33,21,01,14,17
664,18117,2018-10-06,07,11,13,22,29,03,08,29,07,13,22,11
663,18118,2018-10-08,04,05,14,21,34,06,09,14,34,21,05,04
662,18119,2018-10-10,06,09,11,16,35,02,05,16,11,35,06,09
661,18120,2018-10-13,21,22,25,27,30,08,09,27,30,25,22,21
660,18121,2018-10-15,06,07,21,29,30,01,10,21,07,30,29,06
659,18122,2018-10-17,08,09,21,30,31,05,12,21,08,30,31,09
658,18123,2018-10-20,06,09,29,32,35,02,04,29,32,09,35,06
657,18124,2018-10-22,08,10,12,19,20,10,11,10,20,12,08,19
656,18125,2018-10-24,07,16,20,21,34,04,06,16,20,07,34,21
655,18126,2018-10-27,11,13,15,21,27,05,06,21,11,15,13,27
654,18127,2018-10-29,01,03,04,11,29,08,12,03,01,11,04,29
653,18128,2018-10-31,11,12,14,16,26,08,09,26,14,12,11,16
652,18129,2018-11-03,04,07,21,22,29,03,06,21,22,29,04,07
651,18130,2018-11-05,03,04,16,18,25,01,11,18,03,16,25,04
650,18131,2018-11-07,12,14,21,32,33,02,11,33,12,32,14,21
649,18132,2018-11-10,03,16,22,23,27,01,04,27,16,03,22,23
648,18133,2018-11-12,08,12,14,15,19,01,10,14,12,15,08,19
647,18134,2018-11-14,04,05,19,31,35,02,12,19,05,35,04,31
646,18135,2018-11-17,14,19,23,27,34,06,12,14,27,23,34,19
645,18136,2018-11-19,03,11,12,19,21,05,11,12,21,03,19,11
644,18137,2018-11-21,07,10,22,23,33,08,11,33,07,22,10,23
643,18138,2018-11-24,01,23,24,28,33,04,05,28,23,01,24,33
642,18139,2018-11-26,05,11,16,28,35,06,09,05,11,35,16,28
641,18140,2018-11-28,01,06,08,12,15,03,04,01,12,06,15,08
640,18141,2018-12-01,03,07,23,26,33,04,09,03,23,07,26,33
639,18142,2018-12-03,19,24,28,29,34,10,11,24,34,28,19,29
638,18143,2018-12-05,04,07,20,22,33,01,02,33,07,04,22,20
637,18144,2018-12-08,06,17,18,24,31,07,11,17,24,31,06,18
636,18145,2018-12-10,09,18,29,31,33,06,11,33,18,29,31,09
635,18146,2018-12-12,03,08,09,13,33,01,02,33,13,09,03,08
634,18147,2018-12-15,01,11,26,33,35,02,10,26,01,33,35,11
633,18148,2018-12-17,02,06,24,33,34,02,03,33,24,02,06,34
632,18149,2018-12-19,01,07,10,11,20,03,06,20,07,11,10,01
631,18150,2018-12-22,05,12,13,31,34,10,12,13,31,34,12,05
630,18151,2018-12-24,04,08,18,29,30,03,07,04,29,30,18,08
629,18152,2018-12-26,02,04,05,12,28,08,11,12,28,02,04,05
628,18153,2018-12-29,03,06,07,08,21,01,08,21,06,03,08,07
627,18154,2018-12-31,14,22,23,26,30,03,05,30,23,26,22,14
626,19001,2019-01-02,06,18,23,26,28,03,12,28,23,26,06,18
625,19002,2019-01-05,02,07,14,22,31,01,07,31,14,22,07,02
624,19003,2019-01-07,04,08,18,20,32,10,12,20,18,32,04,08
623,19004,2019-01-09,15,16,17,31,32,03,09,16,31,15,32,17
622,19005,2019-01-12,21,26,27,29,34,05,06,34,29,21,27,26
621,19006,2019-01-14,14,17,19,25,30,04,08,17,25,14,19,30
620,19007,2019-01-16,03,12,16,29,32,01,05,12,16,03,29,32
619,19008,2019-01-19,03,08,17,20,24,06,11,17,03,08,24,20
618,19009,2019-01-21,03,09,15,18,26,06,12,15,18,26,03,09
617,19010,2019-01-23,03,07,24,25,27,02,12,27,07,24,25,03
616,19011,2019-01-26,04,12,13,16,17,04,09,16,17,12,04,13
615,19012,2019-01-28,05,09,17,18,19,07,10,05,17,18,09,19
614,19013,2019-01-30,08,10,15,17,18,01,08,08,10,18,15,17
613,19014,2019-02-02,12,14,20,28,31,09,11,14,31,28,12,20
612,19015,2019-02-11,02,05,10,13,30,04,06,13,02,05,10,30
611,19016,2019-02-13,03,05,13,16,28,02,06,13,16,03,28,05
610,19017,2019-02-16,01,05,07,22,25,03,04,22,05,01,07,25
609,19018,2019-02-18,03,18,19,26,34,06,12,34,03,18,26,19
608,19019,2019-02-20,04,11,19,25,32,01,02,32,19,25,04,11
607,19020,2019-02-23,01,08,16,27,34,03,12,08,16,27,01,34
606,19021,2019-02-25,07,13,17,24,33,01,10,13,24,33,07,17
605,19022,2019-02-27,01,04,14,15,21,01,05,04,01,21,14,15
604,19023,2019-03-02,01,03,14,26,30,06,11,30,14,03,26,01
603,19024,2019-03-04,11,17,19,29,33,08,09,19,29,33,11,17
602,19025,2019-03-06,06,13,16,19,29,03,07,16,29,19,06,13
601,19026,2019-03-09,10,12,15,17,19,02,03,15,17,12,19,10
600,19027,2019-03-11,16,18,24,25,27,02,07,16,18,24,25,27
599,19028,2019-03-13,06,22,28,29,33,02,07,28,29,33,06,22
598,19029,2019-03-16,01,04,18,24,28,02,03,01,24,04,28,18
597,19030,2019-03-18,07,09,13,14,33,02,04,14,07,13,33,09
596,19031,2019-03-20,03,08,21,26,33,04,05,33,03,26,08,21
595,19032,2019-03-23,01,04,07,11,30,07,08,01,11,04,30,07
594,19033,2019-03-25,01,02,04,16,24,07,09,16,02,24,01,04
593,19034,2019-03-27,08,12,15,27,30,01,02,12,08,27,30,15
592,19035,2019-03-30,01,03,05,07,18,08,09,03,01,18,07,05
591,19036,2019-04-01,03,09,21,28,30,01,12,21,09,28,03,30
590,19037,2019-04-03,06,16,26,33,35,04,08,26,16,33,06,35
589,19038,2019-04-06,05,11,16,18,27,07,12,11,16,27,05,18
588,19039,2019-04-08,01,12,18,26,35,06,12,12,01,26,35,18
587,19040,2019-04-10,01,03,31,32,34,01,03,03,01,32,34,31
586,19041,2019-04-13,12,19,20,22,28,02,06,20,28,12,19,22
585,19042,2019-04-15,04,10,13,28,33,11,12,33,10,28,04,13
584,19043,2019-04-17,02,06,07,12,15,06,12,06,15,12,02,07
583,19044,2019-04-20,03,06,10,12,31,01,02,31,12,03,10,06
582,19045,2019-04-22,01,04,16,19,33,03,12,16,04,01,33,19
581,19046,2019-04-24,02,08,14,15,35,10,12,15,08,35,14,02
580,19047,2019-04-27,03,04,10,16,32,04,09,10,04,32,16,03
579,19048,2019-04-29,06,10,16,29,33,05,11,16,10,29,06,33
578,19049,2019-05-01,10,16,22,26,27,07,11,27,22,10,26,16
577,19050,2019-05-04,04,15,16,20,35,03,12,04,20,16,15,35
576,19051,2019-05-06,11,15,16,20,29,04,08,16,11,29,20,15
575,19052,2019-05-08,04,10,15,20,24,07,11,15,04,20,24,10
574,19053,2019-05-11,01,11,19,26,35,11,12,11,01,26,19,35
573,19054,2019-05-13,02,18,23,27,30,05,10,27,30,18,02,23
572,19055,2019-05-15,02,04,06,19,22,02,06,04,22,06,02,19
571,19056,2019-05-18,01,07,10,12,23,06,08,12,23,07,10,01
570,19057,2019-05-20,08,14,16,34,35,06,12,14,35,34,16,08
569,19058,2019-05-22,03,10,13,14,32,07,11,32,13,10,03,14
568,19059,2019-05-25,07,08,15,27,32,08,12,15,32,27,08,07
567,19060,2019-05-27,01,11,12,18,21,08,10,21,12,18,01,11
566,19061,2019-05-29,01,02,13,14,26,05,11,01,13,02,26,14
565,19062,2019-06-01,05,16,23,25,28,01,12,05,25,23,28,16
564,19063,2019-06-03,05,08,15,18,21,04,08,05,08,15,18,21
563,19064,2019-06-05,07,08,13,19,29,11,12,07,13,19,08,29
562,19065,2019-06-08,03,08,10,23,27,02,12,27,23,03,08,10
561,19066,2019-06-10,04,10,11,18,31,05,08,31,04,11,10,18
560,19067,2019-06-12,03,08,11,15,16,02,10,08,15,03,11,16
559,19068,2019-06-15,04,05,08,17,27,06,11,17,08,05,04,27
558,19069,2019-06-17,08,22,23,33,34,04,06,33,08,23,34,22
557,19070,2019-06-19,02,13,15,22,34,02,12,15,02,13,34,22
556,19071,2019-06-22,07,13,14,15,22,07,11,07,13,14,22,15
555,19072,2019-06-24,02,04,06,09,18,07,10,06,09,18,04,02
554,19073,2019-06-26,04,11,19,20,24,08,11,19,11,04,24,20
553,19074,2019-06-29,08,09,13,14,34,05,07,09,13,08,14,34
552,19075,2019-07-01,05,06,07,11,16,02,11,05,16,11,06,07
551,19076,2019-07-03,01,06,11,23,29,01,11,29,11,06,23,01
550,19077,2019-07-06,01,15,17,21,33,07,10,01,33,17,15,21
549,19078,2019-07-08,05,10,21,26,30,01,07,26,05,30,10,21
548,19079,2019-07-10,10,13,16,28,35,04,05,10,13,28,35,16
547,19080,2019-07-13,05,13,18,19,24,02,07,18,24,05,13,19
546,19081,2019-07-15,06,24,26,30,33,02,07,33,30,26,24,06
545,19082,2019-07-17,06,18,20,21,31,03,04,21,31,18,20,06
544,19083,2019-07-20,17,24,26,28,32,07,09,32,17,28,24,26
543,19084,2019-07-22,12,23,25,34,35,01,07,23,25,12,35,34
542,19085,2019-07-24,04,05,06,15,26,08,11,26,04,06,05,15
541,19086,2019-07-27,05,15,16,28,31,02,07,05,15,28,31,16
540,19087,2019-07-29,05,06,18,19,27,07,12,06,27,18,19,05
539,19088,2019-07-31,01,05,18,27,33,06,08,01,33,18,05,27
538,19089,2019-08-03,09,14,18,33,34,03,12,09,34,33,14,18
537,19090,2019-08-05,13,19,28,30,33,02,12,13,33,28,30,19
536,19091,2019-08-07,04,13,20,26,28,03,12,28,04,20,13,26
535,19092,2019-08-10,02,11,15,27,30,02,05,27,15,11,02,30
534,19093,2019-08-12,16,17,26,29,35,01,07,17,16,26,35,29
533,19094,2019-08-14,01,12,14,26,27,07,09,01,14,12,26,27
532,19095,2019-08-17,03,12,17,19,31,02,06,12,31,03,19,17
531,19096,2019-08-19,02,12,22,23,27,02,06,22,12,23,02,27
530,19097,2019-08-21,10,17,20,30,35,10,12,35,20,17,10,30
529,19098,2019-08-24,13,15,17,19,22,03,04,17,15,22,19,13
528,19099,2019-08-26,04,06,18,27,33,07,09,33,04,06,18,27
527,19100,2019-08-28,05,08,12,19,21,06,11,12,05,19,21,08
526,19101,2019-08-31,05,11,18,19,27,05,06,18,19,05,27,11
525,19102,2019-09-02,05,10,15,19,31,03,06,31,05,19,10,15
524,19103,2019-09-04,05,12,22,27,32,04,07,12,05,22,27,32
523,19104,2019-09-07,02,07,19,22,28,03,05,22,02,07,28,19
522,19105,2019-09-09,01,04,09,14,17,01,06,09,04,17,14,01
521,19106,2019-09-11,05,08,10,32,35,02,10,32,08,05,35,10
520,19107,2019-09-14,05,09,19,27,35,02,03,09,05,27,35,19
519,19108,2019-09-16,24,27,28,31,34,04,08,27,31,24,34,28
518,19109,2019-09-18,02,07,08,20,25,11,12,25,20,02,07,08
517,19110,2019-09-21,01,19,23,24,30,04,05,19,01,24,23,30
516,19111,2019-09-23,06,15,20,23,27,08,10,15,23,06,20,27
515,19112,2019-09-25,03,10,16,21,33,05,06,33,21,03,10,16
514,19113,2019-09-28,03,11,27,34,35,01,02,27,03,34,11,35
513,19114,2019-09-30,03,05,07,20,23,04,11,23,07,03,20,05
512,19115,2019-10-09,01,18,21,28,32,05,12,21,18,01,32,28
511,19116,2019-10-12,02,10,16,21,23,02,12,16,10,02,21,23
510,19117,2019-10-14,01,18,21,25,35,07,08,01,18,21,25,35
509,19118,2019-10-16,02,03,13,19,26,02,03,26,19,13,02,03
508,19119,2019-10-19,03,06,09,23,34,02,11,03,06,23,09,34
507,19120,2019-10-21,06,15,17,22,25,01,09,06,15,17,22,25
506,19121,2019-10-23,01,02,03,07,17,04,10,01,17,02,03,07
505,19122,2019-10-26,05,19,25,31,33,10,11,05,25,19,33,31
504,19123,2019-10-28,03,13,15,26,30,05,12,30,26,15,03,13
503,19124,2019-10-30,07,17,26,27,30,06,12,27,30,17,07,26
502,19125,2019-11-02,05,08,09,14,34,02,05,34,09,14,05,08
501,19126,2019-11-04,05,09,16,18,30,04,07,05,18,16,09,30
500,19127,2019-11-06,04,07,08,11,16,09,11,07,16,08,04,11
