,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球_1,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序,红球_6 顺序
1505,13044,2013-04-18,03,05,11,18,26,28,06,28,26,11,03,18,05
1504,13045,2013-04-21,06,07,08,14,23,31,12,07,06,14,31,08,23
1503,13046,2013-04-23,03,16,19,20,24,26,06,19,03,24,26,16,20
1502,13047,2013-04-25,01,08,11,17,27,30,12,01,27,17,30,11,08
1501,13048,2013-04-28,10,13,17,28,30,32,04,32,28,30,10,17,13
1500,13049,2013-04-30,10,13,14,16,21,32,14,16,32,14,10,21,13
1499,13050,2013-05-02,03,07,13,18,22,25,03,22,07,03,13,25,18
1498,13051,2013-05-05,08,12,15,19,28,29,02,29,08,15,28,19,12
1497,13052,2013-05-07,06,07,14,21,22,24,13,14,22,24,06,21,07
1496,13053,2013-05-09,03,12,13,22,30,33,14,30,22,03,33,13,12
1495,13054,2013-05-12,03,04,08,14,21,28,14,08,14,04,03,28,21
1494,13055,2013-05-14,08,18,19,22,27,32,06,32,19,27,18,22,08
1493,13056,2013-05-16,03,12,25,26,28,29,16,12,29,26,03,25,28
1492,13057,2013-05-19,13,16,19,23,26,28,05,13,19,26,16,28,23
1491,13058,2013-05-21,08,11,17,21,23,24,05,24,08,11,21,17,23
1490,13059,2013-05-23,03,10,18,24,27,29,09,27,29,03,10,24,18
1489,13060,2013-05-26,05,07,10,13,19,20,15,07,05,20,13,19,10
1488,13061,2013-05-28,05,06,07,12,13,18,12,06,05,18,13,12,07
1487,13062,2013-05-30,01,06,07,19,22,27,02,22,19,06,01,07,27
1486,13063,2013-06-02,10,15,18,20,23,31,12,31,20,15,23,10,18
1485,13064,2013-06-04,01,09,13,22,25,32,12,13,25,22,09,32,01
1484,13065,2013-06-06,07,18,19,23,29,30,02,23,07,30,19,18,29
1483,13066,2013-06-09,01,03,16,17,20,32,07,17,16,20,01,03,32
1482,13067,2013-06-11,01,04,09,15,22,30,06,09,01,04,30,15,22
1481,13068,2013-06-13,02,07,13,20,25,27,06,13,20,25,02,27,07
1480,13069,2013-06-16,07,16,17,18,30,33,06,30,16,18,17,07,33
1479,13070,2013-06-18,02,03,09,10,28,30,06,02,28,10,30,09,03
1478,13071,2013-06-20,05,12,21,23,26,28,09,21,12,26,28,05,23
1477,13072,2013-06-23,02,08,11,14,19,33,09,08,33,14,19,11,02
1476,13073,2013-06-25,02,09,13,17,20,28,11,13,20,28,17,09,02
1475,13074,2013-06-27,03,06,08,14,19,32,03,06,08,32,14,03,19
1474,13075,2013-06-30,04,06,09,25,30,33,14,04,09,06,33,25,30
1473,13076,2013-07-02,14,23,24,26,29,30,03,23,24,29,30,14,26
1472,13077,2013-07-04,09,14,23,24,26,29,03,09,14,26,24,29,23
1471,13078,2013-07-07,03,05,17,18,26,27,15,05,26,17,27,18,03
1470,13079,2013-07-09,07,13,17,19,22,26,13,26,07,22,19,13,17
1469,13080,2013-07-11,10,11,12,23,28,32,16,23,28,11,32,10,12
1468,13081,2013-07-14,01,04,10,13,21,31,13,01,10,31,13,04,21
1467,13082,2013-07-16,04,13,14,20,22,30,06,22,14,20,04,13,30
1466,13083,2013-07-18,05,06,12,14,19,23,09,12,19,14,06,23,05
1465,13084,2013-07-21,05,07,09,11,20,21,03,21,07,05,09,20,11
1464,13085,2013-07-23,02,08,12,14,16,32,16,02,12,16,08,14,32
1463,13086,2013-07-25,02,04,11,13,16,26,11,02,11,26,04,16,13
1462,13087,2013-07-28,02,13,19,23,24,28,05,24,28,23,02,13,19
1461,13088,2013-07-30,09,15,20,21,22,24,14,15,09,21,22,24,20
1460,13089,2013-08-01,04,08,12,19,21,25,13,04,08,19,25,21,12
1459,13090,2013-08-04,02,05,11,23,24,29,08,11,24,02,23,05,29
1458,13091,2013-08-06,04,14,24,25,28,31,10,31,14,24,28,04,25
1457,13092,2013-08-08,07,11,15,21,26,31,06,26,11,07,21,31,15
1456,13093,2013-08-11,01,02,08,26,29,31,14,31,26,08,02,29,01
1455,13094,2013-08-13,02,04,14,18,20,22,07,14,02,22,18,04,20
1454,13095,2013-08-15,01,06,15,19,28,29,10,29,28,19,15,01,06
1453,13096,2013-08-18,01,02,22,28,29,30,15,28,22,01,30,02,29
1452,13097,2013-08-20,05,14,17,22,23,25,07,17,23,22,14,25,05
1451,13098,2013-08-22,07,15,18,19,20,26,14,19,20,26,07,15,18
1450,13099,2013-08-25,05,11,20,21,26,31,03,20,26,31,21,05,11
1449,13100,2013-08-27,04,08,11,14,16,20,11,20,16,08,04,14,11
1448,13101,2013-08-29,05,07,09,23,27,32,01,05,23,32,09,27,07
1447,13102,2013-09-01,02,04,05,06,08,16,03,16,05,08,02,06,04
1446,13103,2013-09-03,02,04,09,13,18,20,07,04,20,09,18,02,13
1445,13104,2013-09-05,01,02,04,15,17,28,11,17,02,28,04,15,01
1444,13105,2013-09-08,01,11,23,27,31,32,09,11,27,01,31,32,23
1443,13106,2013-09-10,09,11,23,30,31,32,06,11,32,09,23,30,31
1442,13107,2013-09-12,07,09,11,17,28,31,11,17,11,28,31,07,09
1441,13108,2013-09-15,16,21,22,28,31,32,05,31,32,21,28,16,22
1440,13109,2013-09-17,09,23,24,27,29,32,08,24,09,23,29,32,27
1439,13110,2013-09-19,15,17,18,21,29,32,13,21,18,17,29,32,15
1438,13111,2013-09-22,01,02,03,06,08,33,13,06,02,33,03,01,08
1437,13112,2013-09-24,01,06,12,13,22,31,07,31,13,12,22,01,06
1436,13113,2013-09-26,04,07,11,17,24,33,09,33,24,07,04,17,11
1435,13114,2013-09-29,04,06,17,21,23,33,07,21,17,04,06,33,23
1434,13115,2013-10-01,03,12,16,17,18,27,08,03,18,27,17,16,12
1433,13116,2013-10-03,12,15,21,26,32,33,07,21,33,12,32,26,15
1432,13117,2013-10-06,09,12,13,24,27,33,16,33,27,24,12,09,13
1431,13118,2013-10-08,02,03,17,22,32,33,16,33,32,02,17,03,22
1430,13119,2013-10-10,05,15,20,22,26,32,09,20,26,22,15,32,05
1429,13120,2013-10-13,05,06,13,18,23,31,11,06,23,18,13,05,31
1428,13121,2013-10-15,04,05,06,07,25,27,07,07,06,05,25,27,04
1427,13122,2013-10-17,07,10,13,15,26,27,11,27,07,10,26,15,13
1426,13123,2013-10-20,01,02,06,11,17,25,02,25,02,11,17,01,06
1425,13124,2013-10-22,03,09,15,23,25,30,07,09,15,30,03,25,23
1424,13125,2013-10-24,04,06,08,18,25,28,16,28,25,04,08,18,06
1423,13126,2013-10-27,04,10,19,27,31,33,16,19,31,04,33,10,27
1422,13127,2013-10-29,02,03,13,20,22,33,14,22,13,03,20,02,33
1421,13128,2013-10-31,07,13,17,19,25,31,08,25,31,17,13,07,19
1420,13129,2013-11-03,05,06,10,14,27,31,14,27,31,14,05,10,06
1419,13130,2013-11-05,01,03,15,16,31,33,08,03,01,16,33,15,31
1418,13131,2013-11-07,04,06,12,17,19,26,09,19,12,17,26,06,04
1417,13132,2013-11-10,20,21,22,23,25,27,12,22,27,20,23,25,21
1416,13133,2013-11-12,04,07,12,19,22,25,01,22,12,04,07,25,19
1415,13134,2013-11-14,01,17,18,19,25,29,10,25,17,18,01,19,29
1414,13135,2013-11-17,09,23,24,25,29,31,12,24,31,09,23,29,25
1413,13136,2013-11-19,04,06,14,16,18,26,06,26,16,18,06,04,14
1412,13137,2013-11-21,04,17,19,23,24,27,10,27,17,04,19,24,23
1411,13138,2013-11-24,04,15,16,24,27,28,03,27,28,24,16,15,04
1410,13139,2013-11-26,07,08,11,13,21,27,08,11,27,07,21,13,08
1409,13140,2013-11-28,01,05,12,13,21,22,10,22,12,13,21,05,01
1408,13141,2013-12-01,03,04,05,25,30,31,04,05,04,31,03,25,30
1407,13142,2013-12-03,11,12,14,20,22,29,14,12,20,29,14,22,11
1406,13143,2013-12-05,12,18,21,22,27,32,11,27,18,32,21,22,12
1405,13144,2013-12-08,05,07,12,19,27,31,02,27,19,31,05,12,07
1404,13145,2013-12-10,06,10,13,16,23,24,15,13,10,24,16,23,06
1403,13146,2013-12-12,08,20,25,30,32,33,01,30,20,25,32,33,08
1402,13147,2013-12-15,02,15,16,17,19,30,08,19,30,17,02,15,16
1401,13148,2013-12-17,06,11,12,14,17,22,01,06,22,11,12,14,17
1400,13149,2013-12-19,09,18,25,26,30,32,11,25,18,32,09,26,30
1399,13150,2013-12-22,01,15,16,25,26,29,10,15,26,01,25,29,16
1398,13151,2013-12-24,03,09,10,19,28,33,09,09,33,03,19,10,28
1397,13152,2013-12-26,04,06,14,16,18,29,05,06,04,16,18,29,14
1396,13153,2013-12-29,08,11,13,18,28,33,10,18,28,11,08,33,13
1395,13154,2013-12-31,07,11,14,19,24,29,05,19,11,07,29,24,14
1394,14001,2014-01-02,03,09,15,20,27,29,01,09,27,29,20,03,15
1393,14002,2014-01-05,04,21,23,31,32,33,04,32,04,31,33,23,21
1392,14003,2014-01-07,06,10,11,28,30,33,12,10,33,30,06,28,11
1391,14004,2014-01-09,01,04,19,22,24,25,15,25,01,19,24,04,22
1390,14005,2014-01-12,15,18,23,27,32,33,04,33,18,15,32,27,23
1389,14006,2014-01-14,03,04,07,17,21,27,14,07,27,17,03,04,21
1388,14007,2014-01-16,08,10,12,14,18,28,14,28,12,14,18,08,10
1387,14008,2014-01-19,05,14,16,21,29,30,12,30,21,16,14,05,29
1386,14009,2014-01-21,08,09,19,20,25,32,16,19,20,09,25,08,32
1385,14010,2014-01-23,05,07,08,20,31,33,11,33,31,05,07,20,08
1384,14011,2014-01-26,09,10,13,14,21,32,02,14,13,21,32,09,10
1383,14012,2014-01-28,01,08,11,19,21,24,08,21,24,19,01,11,08
1382,14013,2014-02-09,05,09,13,15,17,21,13,15,21,13,05,17,09
1381,14014,2014-02-11,04,09,19,22,25,29,15,04,22,25,19,29,09
1380,14015,2014-02-13,02,11,19,30,32,33,09,11,19,30,32,33,02
1379,14016,2014-02-16,02,03,07,13,21,24,08,07,02,24,21,03,13
1378,14017,2014-02-18,04,06,07,14,25,26,10,26,06,25,04,14,07
1377,14018,2014-02-20,13,17,18,21,30,33,15,13,33,30,21,17,18
1376,14019,2014-02-23,02,10,15,19,20,21,07,20,15,19,10,02,21
1375,14020,2014-02-25,09,14,17,23,24,25,15,09,25,14,23,24,17
1374,14021,2014-02-27,08,10,15,17,22,29,12,29,10,22,17,15,08
1373,14022,2014-03-02,04,06,07,10,21,26,16,06,21,26,07,10,04
1372,14023,2014-03-04,07,09,13,17,21,22,10,09,21,17,13,07,22
1371,14024,2014-03-06,08,10,16,20,23,30,09,08,10,16,23,20,30
1370,14025,2014-03-09,01,05,10,14,16,30,16,16,30,01,05,14,10
1369,14026,2014-03-11,01,02,05,06,11,23,14,23,06,11,05,02,01
1368,14027,2014-03-13,08,10,14,16,30,31,01,31,08,30,14,16,10
1367,14028,2014-03-16,06,16,21,27,30,32,05,16,21,27,30,32,06
1366,14029,2014-03-18,02,07,14,16,21,29,14,07,21,16,29,02,14
1365,14030,2014-03-20,12,18,19,23,24,30,10,30,12,19,24,18,23
1364,14031,2014-03-23,04,10,16,17,21,27,14,27,10,21,16,17,04
1363,14032,2014-03-25,01,02,14,22,29,33,07,33,14,29,22,01,02
1362,14033,2014-03-27,05,13,23,28,32,33,12,33,13,32,28,05,23
1361,14034,2014-03-30,01,03,04,08,25,31,06,01,08,04,25,03,31
1360,14035,2014-04-01,07,08,09,17,32,33,06,17,07,33,32,08,09
1359,14036,2014-04-03,01,07,08,09,11,22,03,08,11,07,09,01,22
1358,14037,2014-04-06,06,13,14,24,25,30,07,24,14,25,30,06,13
1357,14038,2014-04-08,04,07,22,23,24,33,16,23,07,24,22,33,04
1356,14039,2014-04-10,03,11,15,19,20,31,07,15,31,11,03,19,20
1355,14040,2014-04-13,03,04,06,11,12,15,08,04,12,03,11,06,15
1354,14041,2014-04-15,07,11,16,18,21,22,02,21,18,07,22,11,16
1353,14042,2014-04-17,12,15,20,25,28,33,14,33,28,25,15,12,20
1352,14043,2014-04-20,02,05,09,14,24,33,09,02,14,05,09,33,24
1351,14044,2014-04-22,04,09,21,27,28,33,12,27,04,28,09,33,21
1350,14045,2014-04-24,02,04,09,11,19,22,15,04,02,09,22,11,19
1349,14046,2014-04-27,02,10,11,17,18,22,10,02,22,18,10,11,17
1348,14047,2014-04-29,08,10,11,12,19,29,15,11,19,08,10,12,29
1347,14048,2014-05-01,06,09,16,17,24,25,16,24,25,16,09,17,06
1346,14049,2014-05-04,06,07,16,17,23,32,06,32,07,23,16,17,06
1345,14050,2014-05-06,03,17,23,25,26,32,13,26,32,17,03,25,23
1344,14051,2014-05-08,10,16,19,21,23,24,13,21,19,24,10,23,16
1343,14052,2014-05-11,09,13,15,28,30,33,08,28,30,13,15,33,09
1342,14053,2014-05-13,14,17,19,22,26,31,02,22,31,17,19,14,26
1341,14054,2014-05-15,01,04,05,11,29,30,14,01,11,05,29,04,30
1340,14055,2014-05-18,02,09,14,19,21,30,04,19,30,21,09,02,14
1339,14056,2014-05-20,01,11,18,20,28,29,01,28,20,01,11,18,29
1338,14057,2014-05-22,02,04,12,18,23,31,08,31,12,04,02,18,23
1337,14058,2014-05-25,02,03,12,13,14,25,11,03,14,25,12,13,02
1336,14059,2014-05-27,05,08,12,13,23,25,13,12,05,25,13,08,23
1335,14060,2014-05-29,03,05,14,18,25,33,06,03,25,18,14,05,33
1334,14061,2014-06-01,02,14,17,27,28,31,08,14,28,02,17,31,27
1333,14062,2014-06-03,06,09,15,24,25,26,09,09,15,24,25,06,26
1332,14063,2014-06-05,03,08,17,21,22,31,16,22,17,08,31,21,03
1331,14064,2014-06-08,02,09,15,16,29,32,14,32,02,29,09,16,15
1330,14065,2014-06-10,03,04,05,08,10,22,06,22,04,08,05,10,03
1329,14066,2014-06-12,02,05,15,17,18,21,16,05,02,18,21,17,15
1328,14067,2014-06-15,01,06,07,17,18,23,06,17,06,23,01,07,18
1327,14068,2014-06-17,04,12,13,22,27,29,16,13,22,27,12,04,29
1326,14069,2014-06-19,05,12,17,19,25,30,11,19,12,05,30,17,25
1325,14070,2014-06-22,01,07,09,19,28,29,07,07,09,28,19,01,29
1324,14071,2014-06-24,02,04,12,17,22,25,14,22,04,12,02,17,25
1323,14072,2014-06-26,01,03,07,13,19,32,16,01,13,19,32,07,03
1322,14073,2014-06-29,01,12,16,20,30,33,02,12,20,33,30,16,01
1321,14074,2014-07-01,01,03,06,13,30,31,12,30,06,03,31,01,13
1320,14075,2014-07-03,03,09,11,22,27,29,06,22,29,11,27,09,03
1319,14076,2014-07-06,06,10,12,17,18,33,11,33,10,12,18,17,06
1318,14077,2014-07-08,08,09,12,15,19,22,10,15,22,09,12,08,19
1317,14078,2014-07-10,02,03,05,06,09,17,07,06,02,03,09,17,05
1316,14079,2014-07-13,02,07,16,22,27,28,02,02,28,22,07,27,16
1315,14080,2014-07-15,05,14,16,17,25,30,07,25,05,30,14,17,16
1314,14081,2014-07-17,08,14,22,24,27,29,10,29,08,22,27,24,14
1313,14082,2014-07-20,02,04,20,25,26,29,11,20,04,26,29,02,25
1312,14083,2014-07-22,05,06,19,21,23,33,12,23,33,05,21,06,19
1311,14084,2014-07-24,01,06,09,10,13,25,08,13,25,01,06,10,09
1310,14085,2014-07-27,01,02,11,19,23,29,08,02,29,19,01,11,23
1309,14086,2014-07-29,02,04,10,12,14,30,08,14,02,12,10,04,30
1308,14087,2014-07-31,06,18,22,23,32,33,06,18,06,23,33,32,22
1307,14088,2014-08-03,03,06,11,14,16,29,15,16,03,14,06,29,11
1306,14089,2014-08-05,04,06,14,17,27,30,09,27,14,04,30,17,06
1305,14090,2014-08-07,05,09,11,19,24,32,13,19,24,09,05,11,32
1304,14091,2014-08-10,01,05,12,19,27,29,14,05,01,29,27,12,19
1303,14092,2014-08-12,03,13,18,19,22,26,07,03,22,19,13,18,26
1302,14093,2014-08-14,02,08,09,10,20,29,05,10,20,08,02,29,09
1301,14094,2014-08-17,01,10,18,20,23,29,01,23,01,29,10,20,18
1300,14095,2014-08-19,05,06,08,14,22,31,08,22,05,08,06,14,31
1299,14096,2014-08-21,12,14,17,19,22,24,08,17,12,22,24,14,19
1298,14097,2014-08-24,07,13,24,25,27,32,15,27,13,24,25,07,32
1297,14098,2014-08-26,02,13,17,20,29,31,07,17,31,29,20,13,02
1296,14099,2014-08-28,01,05,10,11,13,32,14,05,32,13,10,11,01
1295,14100,2014-08-31,01,06,09,10,14,16,11,09,01,16,10,14,06
1294,14101,2014-09-02,16,18,20,23,24,32,07,18,16,23,32,24,20
1293,14102,2014-09-04,14,16,21,24,28,31,13,31,24,21,14,16,28
1292,14103,2014-09-07,03,08,09,10,18,33,04,08,10,33,18,09,03
1291,14104,2014-09-09,02,06,12,19,27,28,13,02,06,28,19,12,27
1290,14105,2014-09-11,14,16,17,19,27,32,04,27,19,17,14,32,16
1289,14106,2014-09-14,09,14,17,18,21,25,15,21,18,09,17,14,25
1288,14107,2014-09-16,11,14,17,22,25,27,16,22,27,17,11,25,14
1287,14108,2014-09-18,03,08,09,20,23,28,02,08,20,23,09,28,03
1286,14109,2014-09-21,02,05,11,15,19,28,02,05,19,11,28,02,15
1285,14110,2014-09-23,01,08,11,13,19,30,06,01,30,08,13,11,19
1284,14111,2014-09-25,02,08,17,20,22,28,02,08,28,22,20,17,02
1283,14112,2014-09-28,01,15,16,21,24,30,03,01,15,30,21,16,24
1282,14113,2014-09-30,12,14,28,31,32,33,07,31,32,33,14,28,12
1281,14114,2014-10-02,02,07,23,30,32,33,10,02,07,23,33,32,30
1280,14115,2014-10-05,01,09,10,11,13,32,03,32,10,11,01,09,13
1279,14116,2014-10-07,09,10,14,15,19,29,16,10,15,14,09,29,19
1278,14117,2014-10-09,05,10,17,25,28,29,04,25,05,29,10,17,28
1277,14118,2014-10-12,05,07,15,18,26,30,03,26,07,30,15,05,18
1276,14119,2014-10-14,06,13,17,20,26,29,09,26,06,20,17,13,29
1275,14120,2014-10-16,01,07,12,16,23,28,04,01,12,07,28,16,23
1274,14121,2014-10-19,01,02,13,22,28,30,09,13,22,01,28,30,02
1273,14122,2014-10-21,06,09,11,16,20,29,11,20,06,29,16,11,09
1272,14123,2014-10-23,01,06,11,17,28,33,05,11,33,01,28,06,17
1271,14124,2014-10-26,02,17,20,24,31,33,04,33,02,24,17,31,20
1270,14125,2014-10-28,10,11,15,26,31,32,06,11,15,31,10,32,26
1269,14126,2014-10-30,06,11,16,17,22,27,01,17,06,27,11,22,16
1268,14127,2014-11-02,02,10,12,21,23,27,12,23,21,27,02,10,12
1267,14128,2014-11-04,05,07,08,17,18,24,14,18,24,05,07,17,08
1266,14129,2014-11-06,05,08,09,20,28,32,02,20,28,08,09,32,05
1265,14130,2014-11-09,01,02,10,24,30,33,10,01,10,30,24,33,02
1264,14131,2014-11-11,05,17,21,22,28,32,14,28,21,22,05,32,17
1263,14132,2014-11-13,05,06,14,15,18,33,08,06,05,14,15,33,18
1262,14133,2014-11-16,13,14,16,23,30,31,13,14,13,31,16,23,30
1261,14134,2014-11-18,05,16,22,23,26,28,02,23,28,22,05,16,26
1260,14135,2014-11-20,02,04,11,13,25,33,01,33,04,02,13,11,25
1259,14136,2014-11-23,03,16,19,27,31,32,10,32,19,31,03,27,16
1258,14137,2014-11-25,03,06,09,11,25,29,09,06,11,29,03,25,09
1257,14138,2014-11-27,04,06,13,29,31,33,13,04,29,06,31,13,33
1256,14139,2014-11-30,01,14,15,20,25,29,11,15,14,25,29,20,01
1255,14140,2014-12-02,06,10,11,14,17,33,06,10,14,17,11,06,33
1254,14141,2014-12-04,08,09,11,16,21,24,10,21,09,16,08,11,24
1253,14142,2014-12-07,06,21,22,23,25,28,13,25,06,28,22,21,23
1252,14143,2014-12-09,03,12,18,20,25,26,16,25,20,18,03,26,12
1251,14144,2014-12-11,03,05,06,09,10,27,14,06,03,05,10,09,27
1250,14145,2014-12-14,10,12,13,23,26,29,11,12,23,29,26,13,10
1249,14146,2014-12-16,01,06,13,20,29,32,01,32,01,29,06,20,13
1248,14147,2014-12-18,06,07,22,26,31,32,10,06,26,07,31,22,32
1247,14148,2014-12-21,01,02,05,12,15,16,13,05,02,12,01,15,16
1246,14149,2014-12-23,07,09,10,15,19,33,01,15,19,10,33,09,07
1245,14150,2014-12-25,03,08,14,22,24,32,09,03,22,24,32,08,14
1244,14151,2014-12-28,04,05,08,11,21,27,08,08,27,21,11,05,04
1243,14152,2014-12-30,08,13,15,20,21,25,12,15,08,21,20,13,25
1242,15001,2015-01-01,01,07,09,16,20,23,06,09,01,07,23,16,20
1241,15002,2015-01-04,07,15,16,25,28,32,05,15,28,25,16,32,07
1240,15003,2015-01-06,10,15,20,23,24,31,15,31,15,23,10,24,20
1239,15004,2015-01-08,02,14,15,16,23,24,10,16,15,14,02,23,24
1238,15005,2015-01-11,07,10,16,17,18,32,15,07,18,32,17,16,10
1237,15006,2015-01-13,01,10,11,29,31,33,13,33,01,10,11,29,31
1236,15007,2015-01-15,01,07,09,17,20,33,08,17,01,09,33,07,20
1235,15008,2015-01-18,04,07,10,16,20,22,03,16,22,07,10,04,20
1234,15009,2015-01-20,04,07,14,17,21,25,14,14,25,21,17,07,04
1233,15010,2015-01-22,01,02,03,08,21,31,09,02,08,03,21,01,31
1232,15011,2015-01-25,04,14,15,17,18,20,15,14,04,15,18,17,20
1231,15012,2015-01-27,03,05,22,23,29,31,06,31,23,29,05,22,03
1230,15013,2015-01-29,08,09,24,25,26,29,01,26,09,08,25,29,24
1229,15014,2015-02-01,02,12,16,19,27,30,11,19,16,30,27,02,12
1228,15015,2015-02-03,01,07,20,24,25,33,04,07,33,25,24,01,20
1227,15016,2015-02-05,02,06,10,15,17,31,13,10,06,17,15,02,31
1226,15017,2015-02-08,13,18,20,25,27,33,12,20,18,13,27,33,25
1225,15018,2015-02-10,06,09,12,14,28,29,09,12,28,09,06,14,29
1224,15019,2015-02-12,02,06,11,19,25,26,04,26,19,06,11,02,25
1223,15020,2015-02-15,01,04,07,19,22,23,04,04,07,01,23,19,22
1222,15021,2015-02-17,14,15,16,17,27,28,08,14,27,28,17,16,15
1221,15022,2015-02-26,04,07,10,16,23,25,10,10,16,07,04,23,25
1220,15023,2015-03-01,08,09,10,13,29,30,01,09,08,13,29,10,30
1219,15024,2015-03-03,09,11,16,18,23,24,10,09,23,11,24,18,16
1218,15025,2015-03-05,10,11,12,15,27,32,14,11,32,15,27,12,10
1217,15026,2015-03-08,02,13,17,21,22,33,13,33,17,13,02,22,21
1216,15027,2015-03-10,05,07,09,16,26,29,07,07,29,26,16,09,05
1215,15028,2015-03-12,04,07,10,26,27,28,14,04,28,26,27,07,10
1214,15029,2015-03-15,07,14,15,19,21,28,07,14,15,07,28,21,19
1213,15030,2015-03-17,08,11,14,15,16,26,07,08,11,14,15,26,16
1212,15031,2015-03-19,01,05,07,22,26,32,11,22,26,01,05,07,32
1211,15032,2015-03-22,11,14,16,18,29,32,16,16,29,18,14,32,11
1210,15033,2015-03-24,03,06,21,29,31,32,05,31,06,32,21,29,03
1209,15034,2015-03-26,12,13,17,18,20,27,13,27,13,18,12,20,17
1208,15035,2015-03-29,01,08,09,22,24,33,03,09,01,08,24,22,33
1207,15036,2015-03-31,04,06,16,17,26,33,03,33,04,17,06,16,26
1206,15037,2015-04-02,05,07,12,18,28,31,03,31,05,28,07,18,12
1205,15038,2015-04-05,05,06,11,12,14,33,14,33,11,05,06,12,14
1204,15039,2015-04-07,01,13,15,26,29,30,12,26,30,13,29,01,15
1203,15040,2015-04-09,13,16,18,27,30,32,16,27,30,16,18,32,13
1202,15041,2015-04-12,04,09,11,17,21,25,06,25,11,09,17,04,21
1201,15042,2015-04-14,09,10,19,21,23,32,08,23,10,21,09,19,32
1200,15043,2015-04-16,11,12,15,24,26,27,15,26,11,24,27,12,15
1199,15044,2015-04-19,02,03,04,13,14,16,02,14,04,03,16,13,02
1198,15045,2015-04-21,01,05,13,22,30,31,07,30,31,22,01,13,05
1197,15046,2015-04-23,05,07,10,14,23,31,01,31,23,05,10,14,07
1196,15047,2015-04-26,02,03,20,24,26,27,09,20,24,26,27,02,03
1195,15048,2015-04-28,13,16,17,22,25,27,10,27,22,16,13,17,25
1194,15049,2015-04-30,07,12,14,17,20,23,05,23,17,07,20,12,14
1193,15050,2015-05-03,03,09,12,16,17,31,04,17,12,16,03,09,31
1192,15051,2015-05-05,04,10,24,26,28,32,09,32,04,24,26,10,28
1191,15052,2015-05-07,02,04,11,16,25,26,12,25,04,16,26,11,02
1190,15053,2015-05-10,03,07,17,22,32,33,10,32,07,17,03,33,22
1189,15054,2015-05-12,01,02,07,10,22,26,07,22,01,10,26,07,02
1188,15055,2015-05-14,01,10,15,18,19,28,02,19,10,18,01,28,15
1187,15056,2015-05-17,01,07,08,16,18,20,14,01,08,18,20,16,07
1186,15057,2015-05-19,09,20,24,25,26,32,04,25,24,32,20,09,26
1185,15058,2015-05-21,02,09,10,18,19,20,15,10,18,02,20,09,19
1184,15059,2015-05-24,02,06,09,16,25,32,14,25,06,16,02,32,09
1183,15060,2015-05-26,01,03,18,27,31,32,13,18,01,27,31,32,03
1182,15061,2015-05-28,06,18,22,26,32,33,04,18,26,06,32,22,33
1181,15062,2015-05-31,09,14,15,18,21,26,16,18,26,14,15,09,21
1180,15063,2015-06-02,01,07,09,16,22,32,12,07,09,16,32,22,01
1179,15064,2015-06-04,11,12,14,17,23,27,01,14,27,23,12,11,17
1178,15065,2015-06-07,08,10,14,19,26,29,12,29,26,08,14,10,19
1177,15066,2015-06-09,05,08,11,17,24,28,16,17,08,11,28,05,24
1176,15067,2015-06-11,02,05,08,24,25,31,14,05,24,25,31,02,08
1175,15068,2015-06-14,06,15,18,21,26,27,10,27,15,06,21,26,18
1174,15069,2015-06-16,01,13,17,18,23,30,15,23,17,18,30,13,01
1173,15070,2015-06-18,01,07,13,19,21,29,15,29,07,19,21,13,01
1172,15071,2015-06-21,08,18,20,28,29,31,08,28,29,08,18,20,31
1171,15072,2015-06-23,01,03,05,20,21,31,05,01,31,05,20,03,21
1170,15073,2015-06-25,01,02,17,22,26,27,04,02,27,26,01,22,17
1169,15074,2015-06-28,04,07,21,25,26,29,08,21,29,04,26,25,07
1168,15075,2015-06-30,06,11,13,19,21,32,04,06,19,32,13,21,11
1167,15076,2015-07-02,01,09,10,19,23,27,09,01,09,27,10,19,23
1166,15077,2015-07-05,01,06,08,10,13,27,16,27,06,13,08,10,01
1165,15078,2015-07-07,03,07,20,22,26,29,02,22,07,26,29,03,20
1164,15079,2015-07-09,09,14,15,20,26,32,11,15,09,32,14,20,26
1163,15080,2015-07-12,14,17,25,27,28,30,02,30,14,25,17,27,28
1162,15081,2015-07-14,13,20,22,26,28,31,13,31,28,13,22,20,26
1161,15082,2015-07-16,02,08,09,14,28,30,07,14,09,02,28,30,08
1160,15083,2015-07-19,06,07,16,18,29,32,05,18,07,06,32,16,29
1159,15084,2015-07-21,15,18,20,22,28,29,15,29,28,15,20,22,18
1158,15085,2015-07-23,02,08,25,27,28,29,05,25,08,02,28,27,29
1157,15086,2015-07-26,05,06,08,16,18,22,12,06,05,18,16,08,22
1156,15087,2015-07-28,09,15,16,19,20,28,11,20,15,09,28,19,16
1155,15088,2015-07-30,02,12,20,24,29,31,09,02,12,29,31,20,24
1154,15089,2015-08-02,12,14,19,27,28,29,01,28,14,29,19,12,27
1153,15090,2015-08-04,10,12,14,22,25,33,15,12,33,22,10,25,14
1152,15091,2015-08-06,05,07,17,19,22,31,11,17,22,07,05,19,31
1151,15092,2015-08-09,09,15,19,21,26,27,01,27,26,09,19,21,15
1150,15093,2015-08-11,01,03,13,21,25,31,08,31,01,25,21,13,03
