,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球_1,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序,红球_6 顺序
1149,15094,2015-08-13,01,04,06,13,16,17,10,16,06,17,04,13,01
1148,15095,2015-08-16,04,15,21,28,30,31,04,30,28,31,04,15,21
1147,15096,2015-08-18,06,16,17,23,24,31,07,31,23,24,16,17,06
1146,15097,2015-08-20,09,12,14,20,26,27,04,14,27,20,12,09,26
1145,15098,2015-08-23,06,09,13,26,27,33,01,26,09,13,27,33,06
1144,15099,2015-08-25,06,07,10,11,14,22,09,07,14,22,11,06,10
1143,15100,2015-08-27,02,03,11,17,19,21,08,19,21,03,11,17,02
1142,15101,2015-08-30,08,16,22,24,28,29,05,22,16,29,28,24,08
1141,15102,2015-09-01,07,09,12,14,21,23,06,07,14,12,23,09,21
1140,15103,2015-09-03,06,08,13,26,30,32,14,30,32,08,06,13,26
1139,15104,2015-09-06,09,18,21,23,25,26,01,23,21,09,18,26,25
1138,15105,2015-09-08,09,10,16,19,20,26,12,10,09,26,19,16,20
1137,15106,2015-09-10,01,03,04,23,31,32,13,31,32,03,04,01,23
1136,15107,2015-09-13,07,14,16,18,21,25,08,07,18,21,25,16,14
1135,15108,2015-09-15,02,12,19,22,24,27,15,02,24,12,27,22,19
1134,15109,2015-09-17,01,08,09,16,32,33,13,33,16,09,01,32,08
1133,15110,2015-09-20,05,07,16,17,22,23,04,16,05,22,07,23,17
1132,15111,2015-09-22,08,14,16,18,20,30,12,20,16,14,30,08,18
1131,15112,2015-09-24,01,03,10,19,20,27,11,03,27,10,19,20,01
1130,15113,2015-09-27,01,05,07,08,19,27,12,27,07,05,19,01,08
1129,15114,2015-09-29,04,07,09,13,21,26,01,13,21,26,04,07,09
1128,15115,2015-10-01,01,07,08,14,24,32,03,07,01,32,24,14,08
1127,15116,2015-10-04,04,06,15,23,26,28,11,23,15,04,26,06,28
1126,15117,2015-10-06,04,11,12,18,26,32,12,11,04,26,12,32,18
1125,15118,2015-10-08,01,04,11,21,23,31,12,21,01,23,31,11,04
1124,15119,2015-10-11,02,08,10,18,23,31,08,31,23,18,02,10,08
1123,15120,2015-10-13,16,21,24,26,27,29,16,21,24,29,16,27,26
1122,15121,2015-10-15,01,03,20,21,28,29,12,03,21,20,01,29,28
1121,15122,2015-10-18,05,07,11,16,22,25,07,22,05,16,25,11,07
1120,15123,2015-10-20,05,08,09,12,22,28,07,22,05,28,09,12,08
1119,15124,2015-10-22,02,03,05,12,18,27,01,03,27,02,05,18,12
1118,15125,2015-10-25,05,13,22,27,30,33,10,27,30,13,33,22,05
1117,15126,2015-10-27,10,11,15,20,23,29,12,23,10,29,15,20,11
1116,15127,2015-10-29,07,10,19,22,27,33,06,22,07,19,27,33,10
1115,15128,2015-11-01,01,03,08,11,22,28,06,08,11,22,01,28,03
1114,15129,2015-11-03,05,08,11,16,18,27,04,05,08,16,27,11,18
1113,15130,2015-11-05,06,14,15,16,17,22,10,15,17,06,22,14,16
1112,15131,2015-11-08,10,12,13,19,22,26,03,10,22,13,26,19,12
1111,15132,2015-11-10,03,05,11,28,30,33,01,03,28,11,05,30,33
1110,15133,2015-11-12,02,03,13,20,22,24,15,24,03,02,20,22,13
1109,15134,2015-11-15,02,05,14,19,27,31,04,14,19,27,05,31,02
1108,15135,2015-11-17,01,12,14,18,26,32,07,14,18,01,26,32,12
1107,15136,2015-11-19,02,05,12,23,28,29,01,05,28,12,02,29,23
1106,15137,2015-11-22,14,22,23,27,28,31,12,27,31,28,14,22,23
1105,15138,2015-11-24,01,02,08,16,19,24,11,08,01,24,16,19,02
1104,15139,2015-11-26,01,10,13,18,25,27,09,13,18,25,01,10,27
1103,15140,2015-11-29,06,20,28,29,30,31,12,28,30,29,20,06,31
1102,15141,2015-12-01,03,08,19,25,27,28,02,28,25,03,08,19,27
1101,15142,2015-12-03,13,17,19,20,22,25,11,22,13,17,20,19,25
1100,15143,2015-12-06,13,15,19,20,21,32,04,20,15,19,13,21,32
1099,15144,2015-12-08,01,04,07,15,28,32,16,07,32,15,04,28,01
1098,15145,2015-12-10,07,08,15,19,20,24,13,08,07,19,24,15,20
1097,15146,2015-12-13,16,17,21,28,30,32,15,17,28,16,30,32,21
1096,15147,2015-12-15,08,09,16,23,24,30,05,23,30,08,09,16,24
1095,15148,2015-12-17,09,13,14,22,26,27,07,14,09,27,26,13,22
1094,15149,2015-12-20,09,10,20,21,22,33,09,09,21,33,10,22,20
1093,15150,2015-12-22,01,03,08,11,29,31,13,08,01,03,31,11,29
1092,15151,2015-12-24,05,06,08,23,31,32,11,32,05,06,31,23,08
1091,15152,2015-12-27,11,18,19,21,29,32,12,18,32,11,19,21,29
1090,15153,2015-12-29,08,11,15,22,27,29,03,11,15,27,08,29,22
1089,15154,2015-12-31,07,09,11,15,18,25,07,25,11,18,07,15,09
1088,16001,2016-01-03,06,13,16,18,20,22,13,18,22,20,16,13,06
1087,16002,2016-01-05,09,14,17,20,24,30,16,09,14,30,17,24,20
1086,16003,2016-01-07,01,10,14,23,26,28,01,10,14,26,28,23,01
1085,16004,2016-01-10,08,10,17,22,25,33,12,08,22,10,17,25,33
1084,16005,2016-01-12,11,14,18,20,31,33,14,20,31,11,14,18,33
1083,16006,2016-01-14,13,16,18,20,28,31,12,31,16,28,18,20,13
1082,16007,2016-01-17,05,12,14,20,27,29,06,12,20,14,27,29,05
1081,16008,2016-01-19,02,15,24,29,32,33,02,29,33,15,02,32,24
1080,16009,2016-01-21,10,14,24,25,27,32,04,27,14,24,25,32,10
1079,16010,2016-01-24,02,04,12,14,19,25,06,12,14,02,04,25,19
1078,16011,2016-01-26,03,08,10,15,22,29,12,22,29,10,03,08,15
1077,16012,2016-01-28,07,12,14,16,27,32,15,32,12,16,07,14,27
1076,16013,2016-01-31,07,12,21,22,26,31,01,21,22,31,07,26,12
1075,16014,2016-02-02,02,08,10,18,20,27,07,02,10,27,20,08,18
1074,16015,2016-02-04,01,02,14,22,25,26,07,26,22,25,14,01,02
1073,16016,2016-02-14,01,20,22,24,25,26,16,22,20,01,25,26,24
1072,16017,2016-02-16,05,06,08,20,22,30,05,20,08,30,05,22,06
1071,16018,2016-02-18,12,13,14,17,21,25,04,14,17,13,21,25,12
1070,16019,2016-02-21,06,13,16,17,23,30,10,06,17,13,16,30,23
1069,16020,2016-02-23,01,02,10,12,22,24,10,01,12,22,10,02,24
1068,16021,2016-02-25,09,11,13,22,24,26,05,13,11,22,26,24,09
1067,16022,2016-02-28,04,09,19,22,23,30,07,23,22,30,19,04,09
1066,16023,2016-03-01,03,06,10,19,25,29,07,03,29,25,06,10,19
1065,16024,2016-03-03,02,05,07,14,18,31,13,02,05,07,31,14,18
1064,16025,2016-03-06,04,11,12,17,24,30,12,11,04,30,12,24,17
1063,16026,2016-03-08,04,09,12,28,30,33,01,30,09,12,04,28,33
1062,16027,2016-03-10,11,13,15,17,19,31,05,11,15,13,17,19,31
1061,16028,2016-03-13,06,08,12,21,25,29,01,25,29,21,12,06,08
1060,16029,2016-03-15,12,15,18,20,21,27,15,18,20,21,27,12,15
1059,16030,2016-03-17,10,14,19,22,25,29,12,22,14,19,25,10,29
1058,16031,2016-03-20,03,08,10,19,26,33,03,03,10,19,08,33,26
1057,16032,2016-03-22,08,12,14,15,21,27,15,14,15,08,27,21,12
1056,16033,2016-03-24,06,17,18,20,27,29,15,06,17,20,18,29,27
1055,16034,2016-03-27,03,15,21,22,23,28,15,15,28,21,22,03,23
1054,16035,2016-03-29,04,13,19,20,26,29,11,19,29,13,04,26,20
1053,16036,2016-03-31,03,04,07,09,20,22,03,20,22,04,07,03,09
1052,16037,2016-04-03,06,15,26,31,32,33,16,31,33,32,06,15,26
1051,16038,2016-04-05,03,12,13,22,28,29,03,12,22,13,29,03,28
1050,16039,2016-04-07,01,03,07,18,19,27,16,07,01,19,18,27,03
1049,16040,2016-04-10,03,13,19,20,23,26,03,23,19,20,03,13,26
1048,16041,2016-04-12,12,17,18,21,22,24,04,18,21,12,22,24,17
1047,16042,2016-04-14,07,14,17,23,26,31,09,17,31,07,23,26,14
1046,16043,2016-04-17,05,14,20,26,30,33,12,30,26,20,33,05,14
1045,16044,2016-04-19,01,03,10,12,18,30,01,10,30,03,12,18,01
1044,16045,2016-04-21,04,09,12,17,30,32,03,04,32,17,09,30,12
1043,16046,2016-04-24,07,20,25,26,27,30,14,30,25,20,26,07,27
1042,16047,2016-04-26,02,05,08,15,17,22,16,05,08,22,02,17,15
1041,16048,2016-04-28,03,08,13,14,15,30,04,15,08,13,14,03,30
1040,16049,2016-05-01,06,08,13,14,22,27,10,08,13,06,14,22,27
1039,16050,2016-05-03,09,12,24,28,29,30,02,28,29,09,24,12,30
1038,16051,2016-05-05,01,02,04,09,15,33,12,33,09,15,01,04,02
1037,16052,2016-05-08,01,06,13,19,24,28,16,13,28,19,01,24,06
1036,16053,2016-05-10,02,08,10,12,29,31,01,08,31,29,10,12,02
1035,16054,2016-05-12,06,11,16,19,28,32,04,16,11,28,19,32,06
1034,16055,2016-05-15,05,06,10,16,22,26,11,16,10,22,26,05,06
1033,16056,2016-05-17,03,04,08,11,16,18,14,18,11,03,16,04,08
1032,16057,2016-05-19,07,12,19,22,23,26,11,26,19,23,22,12,07
1031,16058,2016-05-22,03,05,18,20,24,32,11,18,03,05,20,24,32
1030,16059,2016-05-24,04,11,12,20,25,28,15,28,04,25,20,11,12
1029,16060,2016-05-26,04,05,22,26,29,32,08,05,22,29,04,26,32
1028,16061,2016-05-29,05,06,08,18,20,32,08,05,20,06,32,18,08
1027,16062,2016-05-31,12,13,15,18,19,21,09,19,21,12,18,13,15
1026,16063,2016-06-02,16,17,18,23,28,32,07,28,18,17,23,32,16
1025,16064,2016-06-05,03,12,14,17,19,26,03,26,12,19,17,03,14
1024,16065,2016-06-07,13,16,22,25,26,27,14,13,26,16,27,22,25
1023,16066,2016-06-09,03,07,13,18,19,20,05,13,07,20,03,18,19
1022,16067,2016-06-12,09,13,18,20,27,31,04,09,18,31,13,27,20
1021,16068,2016-06-14,08,19,23,28,31,32,01,28,19,08,23,31,32
1020,16069,2016-06-16,08,10,11,20,21,27,11,11,21,27,20,10,08
1019,16070,2016-06-19,03,06,11,18,23,29,01,06,03,11,29,23,18
1018,16071,2016-06-21,19,21,26,28,29,32,01,29,28,21,26,19,32
1017,16072,2016-06-23,05,16,19,22,24,25,02,25,19,05,16,24,22
1016,16073,2016-06-26,09,11,12,15,16,20,13,12,11,16,09,15,20
1015,16074,2016-06-28,06,10,11,12,20,25,12,11,10,12,06,20,25
1014,16075,2016-06-30,01,03,06,16,29,32,07,29,06,16,01,03,32
1013,16076,2016-07-03,07,08,13,22,30,32,01,08,22,30,32,13,07
1012,16077,2016-07-05,01,09,17,19,20,29,10,29,19,17,09,20,01
1011,16078,2016-07-07,02,04,08,23,26,29,02,04,02,29,23,26,08
1010,16079,2016-07-10,01,03,10,12,24,28,02,10,12,24,28,01,03
1009,16080,2016-07-12,01,16,17,24,25,32,14,17,24,25,16,32,01
1008,16081,2016-07-14,02,06,15,25,30,32,07,15,02,30,25,32,06
1007,16082,2016-07-17,06,12,14,15,17,20,09,20,15,12,17,06,14
1006,16083,2016-07-19,09,16,17,24,30,31,04,30,09,17,31,16,24
1005,16084,2016-07-21,02,04,12,18,24,26,05,24,02,18,12,04,26
1004,16085,2016-07-24,01,12,19,20,21,25,16,25,12,19,20,21,01
1003,16086,2016-07-26,09,10,11,12,15,32,05,12,10,32,11,15,09
1002,16087,2016-07-28,02,03,10,11,14,21,12,14,11,10,03,02,21
1001,16088,2016-07-31,03,14,16,18,25,33,15,14,33,25,03,16,18
1000,16089,2016-08-02,01,03,14,30,31,32,08,31,01,14,30,32,03
999,16090,2016-08-04,02,13,17,20,21,26,07,26,02,21,20,13,17
998,16091,2016-08-07,04,08,14,22,23,28,07,22,14,04,23,28,08
997,16092,2016-08-09,02,13,15,23,24,29,06,02,23,13,24,29,15
996,16093,2016-08-11,06,09,15,17,25,27,09,06,25,17,09,27,15
995,16094,2016-08-14,06,07,10,12,18,31,10,07,06,31,18,10,12
994,16095,2016-08-16,01,05,09,12,18,32,12,12,01,09,18,05,32
993,16096,2016-08-18,06,13,14,21,22,24,16,06,14,21,22,24,13
992,16097,2016-08-21,06,13,25,26,28,31,01,28,13,25,26,31,06
991,16098,2016-08-23,02,08,25,29,31,32,06,02,32,08,29,25,31
990,16099,2016-08-25,01,11,21,23,27,33,06,01,11,33,21,27,23
989,16100,2016-08-28,03,10,22,23,27,29,04,23,03,10,22,29,27
988,16101,2016-08-30,01,03,19,24,32,33,01,33,24,19,03,32,01
987,16102,2016-09-01,05,08,10,14,17,30,13,10,30,05,14,08,17
986,16103,2016-09-04,01,05,13,19,24,27,11,27,13,24,19,01,05
985,16104,2016-09-06,05,09,11,18,30,31,04,09,18,30,11,31,05
984,16105,2016-09-08,08,10,19,27,28,31,16,08,27,28,31,19,10
983,16106,2016-09-11,04,05,13,22,25,30,04,13,04,30,22,05,25
982,16107,2016-09-13,06,11,18,26,27,32,01,11,26,32,18,27,06
981,16108,2016-09-15,02,03,07,08,19,26,16,03,07,26,19,02,08
980,16109,2016-09-18,09,11,15,16,27,33,05,11,16,15,33,09,27
979,16110,2016-09-20,05,07,28,31,32,33,08,32,28,05,31,07,33
978,16111,2016-09-22,02,04,07,14,15,32,04,15,14,04,32,07,02
977,16112,2016-09-25,06,12,14,15,18,25,12,15,12,25,06,18,14
976,16113,2016-09-27,01,11,16,17,20,26,14,11,26,01,16,17,20
975,16114,2016-09-29,05,16,20,22,27,29,09,16,22,29,05,20,27
974,16115,2016-10-02,06,08,20,22,26,27,09,22,27,20,26,08,06
973,16116,2016-10-04,07,18,20,23,27,31,13,20,07,27,23,18,31
972,16117,2016-10-06,03,10,14,17,28,33,02,17,14,10,28,33,03
971,16118,2016-10-09,09,14,22,23,31,33,14,14,33,31,23,09,22
970,16119,2016-10-11,09,19,21,30,31,32,04,09,32,30,21,19,31
969,16120,2016-10-13,02,05,06,21,25,28,09,06,21,28,25,02,05
968,16121,2016-10-16,02,03,10,23,25,28,09,28,23,02,10,25,03
967,16122,2016-10-18,15,22,23,24,28,29,08,15,28,23,29,22,24
966,16123,2016-10-20,07,09,12,14,20,27,16,09,20,12,27,14,07
965,16124,2016-10-23,09,15,21,24,27,32,10,32,21,09,15,27,24
964,16125,2016-10-25,01,06,08,20,27,30,03,01,08,06,30,20,27
963,16126,2016-10-27,02,06,12,17,18,19,10,12,18,06,02,19,17
962,16127,2016-10-30,07,12,17,26,29,31,16,17,12,07,29,31,26
961,16128,2016-11-01,04,09,11,17,26,27,13,11,09,27,26,04,17
960,16129,2016-11-03,05,06,08,21,31,33,14,33,06,08,31,05,21
959,16130,2016-11-06,03,17,21,23,27,28,01,23,17,27,21,03,28
958,16131,2016-11-08,04,10,18,19,25,27,02,19,18,25,27,10,04
957,16132,2016-11-10,05,08,13,19,27,28,07,28,05,08,19,27,13
956,16133,2016-11-13,15,16,21,22,27,33,15,15,22,21,27,33,16
955,16134,2016-11-15,11,12,13,14,18,33,13,33,18,13,11,12,14
954,16135,2016-11-17,02,08,10,18,20,33,12,33,20,02,08,18,10
953,16136,2016-11-20,02,07,10,20,27,29,03,10,27,02,29,20,07
952,16137,2016-11-22,01,06,09,10,15,32,14,32,15,10,06,01,09
951,16138,2016-11-24,07,16,20,24,25,30,07,07,20,24,30,25,16
950,16139,2016-11-27,01,06,19,26,28,30,03,28,19,26,30,06,01
949,16140,2016-11-29,01,02,05,17,26,32,10,32,26,02,17,01,05
948,16141,2016-12-01,04,13,15,17,21,24,15,24,21,04,17,13,15
947,16142,2016-12-04,01,10,17,21,23,30,12,21,30,10,23,01,17
946,16143,2016-12-06,06,09,23,24,25,33,13,09,06,24,23,25,33
945,16144,2016-12-08,04,10,12,27,32,33,05,27,10,04,12,33,32
944,16145,2016-12-11,01,03,07,12,19,20,06,01,03,07,12,19,20
943,16146,2016-12-13,03,07,15,16,17,23,10,03,15,17,07,16,23
942,16147,2016-12-15,04,14,18,28,31,32,12,14,28,31,32,18,04
941,16148,2016-12-18,01,02,11,20,26,30,14,20,01,26,11,30,02
940,16149,2016-12-20,03,20,23,26,32,33,07,32,26,23,20,03,33
939,16150,2016-12-22,02,04,05,09,13,21,05,21,04,09,02,05,13
938,16151,2016-12-25,06,11,16,20,22,33,07,11,06,20,22,16,33
937,16152,2016-12-27,02,08,09,16,20,22,07,08,09,20,22,16,02
936,16153,2016-12-29,07,09,16,24,25,29,06,09,16,25,07,29,24
935,17001,2017-01-01,09,11,14,20,25,26,15,26,09,20,25,14,11
934,17002,2017-01-03,15,19,23,24,25,32,03,24,32,23,19,25,15
933,17003,2017-01-05,01,04,08,15,27,32,16,01,27,15,32,08,04
932,17004,2017-01-08,05,13,17,26,27,30,07,30,27,05,17,13,26
931,17005,2017-01-10,06,11,12,22,23,30,05,11,12,23,06,30,22
930,17006,2017-01-12,02,04,08,26,29,33,08,26,29,04,02,08,33
929,17007,2017-01-15,02,04,05,24,26,33,15,26,33,02,04,24,05
928,17008,2017-01-17,07,13,15,27,28,29,13,28,13,15,07,29,27
927,17009,2017-01-19,02,06,08,09,15,29,14,02,08,29,09,15,06
926,17010,2017-01-22,05,08,19,25,28,30,07,28,05,30,25,08,19
925,17011,2017-01-24,10,11,12,23,26,29,16,26,10,29,23,12,11
924,17012,2017-01-26,10,11,14,15,16,24,07,11,16,24,10,15,14
923,17013,2017-02-05,08,11,28,29,31,33,06,28,31,33,08,11,29
922,17014,2017-02-07,06,08,18,20,23,31,13,18,06,20,31,23,08
921,17015,2017-02-09,01,08,09,14,17,32,01,08,01,32,09,17,14
920,17016,2017-02-12,05,08,16,22,27,29,02,08,29,27,05,16,22
919,17017,2017-02-14,03,07,08,10,22,23,12,10,03,08,07,22,23
918,17018,2017-02-16,01,02,03,17,25,31,09,01,31,25,02,17,03
917,17019,2017-02-19,04,06,08,12,23,25,08,25,04,12,06,23,08
916,17020,2017-02-21,04,08,10,12,31,33,10,31,12,04,08,33,10
915,17021,2017-02-23,02,05,10,22,32,33,09,05,10,33,02,22,32
914,17022,2017-02-26,02,06,15,16,18,32,15,16,18,06,15,02,32
913,17023,2017-02-28,01,03,04,11,18,22,14,03,04,22,18,01,11
912,17024,2017-03-02,09,21,25,26,29,31,13,25,21,09,29,31,26
911,17025,2017-03-05,02,15,16,17,22,32,07,15,02,22,17,16,32
910,17026,2017-03-07,03,10,12,19,27,30,08,30,19,10,03,12,27
909,17027,2017-03-09,02,04,11,14,27,30,05,11,30,27,02,14,04
908,17028,2017-03-12,07,08,12,13,22,30,09,07,08,12,30,13,22
907,17029,2017-03-14,02,15,21,23,25,30,10,25,23,30,02,15,21
906,17030,2017-03-16,01,07,09,20,23,30,02,09,23,30,07,01,20
905,17031,2017-03-19,06,10,16,26,27,29,03,26,10,06,27,29,16
904,17032,2017-03-21,05,08,15,24,27,31,11,24,27,31,15,05,08
903,17033,2017-03-23,05,07,15,20,23,30,15,30,23,05,07,15,20
902,17034,2017-03-26,04,07,08,19,32,33,13,19,32,04,08,33,07
901,17035,2017-03-28,01,06,14,24,28,32,12,28,01,32,06,24,14
900,17036,2017-03-30,01,02,05,10,24,27,15,10,24,02,27,01,05
899,17037,2017-04-02,11,15,20,22,25,30,05,25,11,30,20,22,15
898,17038,2017-04-04,01,04,08,13,24,27,05,01,04,13,08,24,27
897,17039,2017-04-06,02,04,12,14,17,24,15,02,12,04,17,24,14
896,17040,2017-04-09,15,19,23,28,29,33,04,33,28,19,23,29,15
895,17041,2017-04-11,04,10,13,15,22,27,04,13,27,22,04,15,10
894,17042,2017-04-13,01,02,04,07,10,23,04,23,02,07,04,10,01
893,17043,2017-04-16,08,13,16,23,27,31,08,08,13,23,16,27,31
892,17044,2017-04-18,08,16,19,21,31,32,06,08,31,16,19,32,21
891,17045,2017-04-20,05,07,16,20,21,25,05,16,25,07,21,05,20
890,17046,2017-04-23,04,13,14,23,26,32,10,04,13,26,32,23,14
889,17047,2017-04-25,02,05,08,10,32,33,02,33,10,08,32,05,02
888,17048,2017-04-27,05,08,09,14,15,19,07,09,14,15,19,05,08
887,17049,2017-04-30,01,08,14,15,20,29,10,14,08,15,29,01,20
886,17050,2017-05-02,10,12,20,24,27,29,07,27,12,20,29,10,24
885,17051,2017-05-04,02,05,09,15,24,25,11,09,15,24,02,05,25
884,17052,2017-05-07,07,08,18,24,29,31,07,31,08,18,24,07,29
883,17053,2017-05-09,04,09,11,15,29,31,06,15,04,09,31,29,11
882,17054,2017-05-11,02,03,09,23,28,33,08,09,02,33,28,23,03
881,17055,2017-05-14,07,12,13,20,24,31,05,12,24,13,20,31,07
880,17056,2017-05-16,13,14,18,19,21,28,06,13,21,14,18,19,28
879,17057,2017-05-18,18,20,22,23,30,31,16,18,31,30,20,22,23
878,17058,2017-05-21,01,09,13,22,28,32,11,01,09,28,22,32,13
877,17059,2017-05-23,04,08,09,15,19,25,09,15,25,09,19,08,04
876,17060,2017-05-25,05,10,13,24,26,31,04,26,10,13,24,05,31
875,17061,2017-05-28,06,07,12,20,26,27,11,06,20,12,26,07,27
874,17062,2017-05-30,01,07,22,24,26,31,10,26,31,22,24,07,01
873,17063,2017-06-01,12,16,20,22,25,31,04,12,25,22,31,20,16
872,17064,2017-06-04,02,10,16,22,24,28,15,16,10,24,02,28,22
871,17065,2017-06-06,02,05,08,10,12,21,07,02,08,10,12,05,21
870,17066,2017-06-08,01,04,06,17,19,26,03,26,01,04,17,06,19
869,17067,2017-06-11,01,03,04,10,18,29,04,01,29,03,10,04,18
868,17068,2017-06-13,02,06,10,22,30,31,15,02,30,22,10,31,06
867,17069,2017-06-15,02,11,12,23,29,31,05,11,31,02,29,23,12
866,17070,2017-06-18,01,06,14,22,25,26,12,25,01,22,06,14,26
865,17071,2017-06-20,02,03,06,14,31,32,03,02,31,03,32,06,14
864,17072,2017-06-22,06,11,14,23,26,30,02,23,11,26,30,06,14
863,17073,2017-06-25,03,06,16,23,26,30,14,06,16,03,23,26,30
862,17074,2017-06-27,02,06,16,23,30,31,02,06,23,16,31,30,02
861,17075,2017-06-29,01,03,06,19,21,29,07,19,01,06,03,29,21
860,17076,2017-07-02,01,04,08,09,14,15,13,04,01,08,15,14,09
859,17077,2017-07-04,01,02,04,15,17,22,14,22,17,02,01,04,15
858,17078,2017-07-06,05,07,18,19,22,24,16,18,24,22,07,05,19
857,17079,2017-07-09,03,07,14,23,25,27,08,03,27,23,14,07,25
856,17080,2017-07-11,01,12,16,20,22,24,08,24,12,16,01,22,20
855,17081,2017-07-13,03,05,14,25,26,30,05,03,14,05,30,26,25
854,17082,2017-07-16,14,18,21,25,28,29,10,14,21,18,28,29,25
853,17083,2017-07-18,03,08,14,20,24,26,12,08,14,24,20,03,26
852,17084,2017-07-20,01,05,11,20,22,24,02,11,05,01,22,24,20
851,17085,2017-07-23,01,05,06,16,25,30,09,01,25,30,06,05,16
850,17086,2017-07-25,03,05,06,13,20,22,07,05,06,13,03,22,20
849,17087,2017-07-27,03,06,13,14,19,28,06,28,03,19,14,13,06
848,17088,2017-07-30,07,09,18,22,23,29,06,22,18,07,29,23,09
847,17089,2017-08-01,11,12,13,16,23,25,12,16,11,12,13,23,25
846,17090,2017-08-03,01,07,10,16,22,33,09,33,16,22,10,01,07
845,17091,2017-08-06,05,07,10,23,28,29,03,07,10,28,05,23,29
844,17092,2017-08-08,10,18,19,29,32,33,09,29,10,33,18,19,32
843,17093,2017-08-10,07,08,09,15,22,27,12,22,07,27,09,15,08
842,17094,2017-08-13,08,11,13,19,28,31,06,31,28,08,11,19,13
841,17095,2017-08-15,09,10,12,19,22,29,16,22,09,19,12,29,10
840,17096,2017-08-17,02,06,11,12,19,29,06,12,19,02,06,29,11
839,17097,2017-08-20,05,10,18,19,30,31,03,18,10,30,31,19,05
838,17098,2017-08-22,04,19,22,27,30,33,01,04,27,22,30,33,19
837,17099,2017-08-24,02,05,06,16,28,29,04,06,05,16,28,29,02
836,17100,2017-08-27,04,07,08,18,23,24,02,23,04,07,18,24,08
835,17101,2017-08-29,01,04,11,28,31,32,16,11,28,01,32,04,31
834,17102,2017-08-31,04,08,10,14,18,20,11,10,14,04,20,18,08
833,17103,2017-09-03,01,21,23,25,31,33,01,25,31,33,01,21,23
832,17104,2017-09-05,01,14,15,20,23,30,14,01,14,23,30,20,15
831,17105,2017-09-07,03,06,07,12,25,26,07,03,12,06,25,07,26
830,17106,2017-09-10,12,15,20,25,27,31,02,31,20,25,12,15,27
829,17107,2017-09-12,08,09,15,17,30,32,06,32,30,08,09,15,17
828,17108,2017-09-14,07,12,14,15,17,20,01,17,14,15,20,07,12
827,17109,2017-09-17,08,14,16,18,21,23,16,21,16,08,14,18,23
826,17110,2017-09-19,01,03,12,15,19,23,14,12,19,15,23,01,03
825,17111,2017-09-21,05,10,17,19,29,32,12,19,10,05,32,17,29
824,17112,2017-09-24,03,10,14,16,22,23,11,23,16,22,10,03,14
823,17113,2017-09-26,04,06,16,27,29,33,05,29,06,04,33,16,27
822,17114,2017-09-28,06,12,13,15,18,26,13,06,12,15,13,18,26
821,17115,2017-10-01,04,10,11,25,30,31,01,11,04,31,25,10,30
820,17116,2017-10-03,02,14,20,22,30,32,02,14,30,22,32,02,20
819,17117,2017-10-05,01,02,08,11,14,21,09,11,08,02,01,14,21
818,17118,2017-10-08,08,09,15,22,30,33,16,22,33,09,30,15,08
817,17119,2017-10-10,09,16,21,25,26,31,14,31,09,25,26,21,16
816,17120,2017-10-12,08,10,15,19,23,28,16,10,19,08,23,28,15
815,17121,2017-10-15,11,18,19,22,24,32,07,32,19,22,18,24,11
814,17122,2017-10-17,11,20,21,22,24,27,15,22,21,27,24,20,11
813,17123,2017-10-19,04,05,06,11,21,31,10,06,31,04,21,11,05
812,17124,2017-10-22,02,06,11,26,28,29,03,28,26,02,06,29,11
811,17125,2017-10-24,01,14,23,25,29,30,03,25,23,14,01,29,30
810,17126,2017-10-26,01,16,17,21,27,30,16,21,01,27,30,16,17
809,17127,2017-10-29,14,15,21,24,27,32,12,21,24,14,27,32,15
808,17128,2017-10-31,02,06,13,22,29,31,08,22,29,02,31,13,06
807,17129,2017-11-02,05,06,09,14,21,33,02,14,33,09,21,06,05
806,17130,2017-11-05,05,13,14,23,25,31,02,31,13,05,23,25,14
805,17131,2017-11-07,01,07,10,11,26,27,11,07,27,10,01,11,26
804,17132,2017-11-09,02,03,05,09,13,28,11,09,13,05,02,03,28
803,17133,2017-11-12,06,15,17,18,23,30,11,30,23,18,15,17,06
802,17134,2017-11-14,04,05,11,14,28,32,04,28,05,04,11,14,32
801,17135,2017-11-16,01,06,07,14,18,26,16,07,14,18,06,01,26
800,17136,2017-11-19,03,07,10,18,21,24,12,03,10,18,07,24,21
799,17137,2017-11-21,05,10,20,23,26,31,03,26,10,23,31,05,20
798,17138,2017-11-23,01,17,24,28,32,33,02,28,01,24,17,32,33
797,17139,2017-11-26,02,14,20,24,28,32,16,28,14,24,02,20,32
796,17140,2017-11-28,21,22,25,28,29,30,08,28,21,22,25,29,30
795,17141,2017-11-30,01,06,07,11,13,15,05,07,06,11,13,01,15
794,17142,2017-12-03,08,13,14,18,23,33,06,23,13,14,18,08,33
793,17143,2017-12-05,04,06,09,14,20,29,14,14,06,29,20,04,09
792,17144,2017-12-07,03,14,16,20,31,32,09,16,14,32,03,20,31
791,17145,2017-12-10,02,06,12,17,25,28,12,17,12,28,06,25,02
790,17146,2017-12-12,01,19,25,26,27,33,10,01,25,27,26,33,19
789,17147,2017-12-14,03,07,20,21,25,31,14,25,31,07,20,03,21
