,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球_1,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
846,09022,05,08,09,10,11,18,08,61,10.17,31,3,3,0,0,0,1,5,-4,5,6,3,1,13,7,0,1,2
847,09023,01,06,07,15,24,30,08,83,13.83,23,3,3,0,1,1,2,4,-2,6,7,1,1,29,9,0,0,2
848,09024,01,03,17,23,30,33,12,107,17.83,17,5,1,4,3,0,4,2,2,4,9,0,0,32,14,1,2,1
849,09025,10,20,22,23,26,33,11,134,22.33,14,2,4,-2,0,2,5,1,4,4,7,1,1,23,10,2,2,1
850,09026,11,15,17,18,20,30,16,111,18.50,21,3,3,0,2,2,4,2,2,5,8,1,1,19,10,0,1,1
851,09027,02,07,11,16,27,32,06,95,15.83,25,3,3,0,1,0,2,4,-2,4,5,0,0,30,11,0,1,1
852,09028,03,06,12,15,23,26,10,85,14.17,25,3,3,0,1,1,2,4,-2,4,5,0,0,23,8,0,0,5
853,09029,12,13,15,22,23,29,13,114,19.00,24,4,2,2,2,0,3,3,0,4,7,2,2,17,7,1,3,2
854,09030,08,14,24,26,28,32,07,132,22.00,32,0,6,-6,0,5,4,2,2,4,6,0,0,24,10,0,0,3
855,09031,01,02,03,15,30,33,01,84,14.00,14,4,2,2,1,0,2,4,-2,5,9,2,1,32,15,0,0,2
856,09032,09,11,12,19,27,32,06,110,18.33,30,4,2,2,2,0,3,3,0,4,9,1,1,23,8,0,0,1
857,09033,07,08,13,14,29,30,06,101,16.83,31,3,3,0,0,0,2,4,-2,6,5,3,3,23,15,0,0,2
858,09034,09,12,18,21,22,26,07,108,18.00,28,2,4,-2,0,2,4,2,2,5,7,1,1,17,6,0,0,2
859,09035,06,15,21,26,29,31,05,128,21.33,28,4,2,2,2,0,4,2,2,4,9,0,0,25,9,0,2,1
860,09036,06,09,18,23,32,33,07,121,20.17,31,3,3,0,0,0,4,2,2,5,8,1,1,27,9,1,1,1
861,09037,02,06,15,18,20,31,03,92,15.33,22,2,4,-2,0,2,3,3,0,6,8,0,0,29,11,0,2,1
862,09038,12,13,15,23,28,32,05,123,20.50,23,3,3,0,2,1,3,3,0,4,10,1,1,20,8,1,1,1
863,09039,05,12,14,15,21,27,03,94,15.67,24,4,2,2,2,1,2,4,-2,5,7,1,1,22,7,0,2,3
864,09040,04,07,10,20,26,30,12,97,16.17,17,1,5,-4,0,3,3,3,0,4,6,0,0,26,10,0,0,3
865,09041,01,08,23,26,28,33,08,119,19.83,29,3,3,0,0,1,4,2,2,4,7,0,0,32,15,0,1,1
866,09042,08,16,22,23,27,30,11,126,21.00,26,2,4,-2,1,2,4,2,2,6,7,1,1,22,8,0,2,2
867,09043,04,09,10,15,18,26,07,82,13.67,32,2,4,-2,0,1,2,4,-2,6,6,1,1,22,8,0,0,3
868,09044,11,14,16,18,26,30,01,115,19.17,25,1,5,-4,0,4,3,3,0,5,7,0,0,19,8,0,2,3
869,09045,03,04,06,23,30,32,01,98,16.33,18,2,4,-2,0,2,3,3,0,5,8,1,1,29,17,0,1,0
870,09046,16,20,21,26,29,30,09,142,23.67,22,2,4,-2,0,1,5,1,4,4,5,2,2,14,5,0,1,1
871,09047,06,08,11,15,21,22,16,83,13.83,23,3,3,0,2,1,2,4,-2,5,9,1,1,16,6,0,1,3
872,09048,03,07,11,15,17,31,01,84,14.00,24,6,0,6,5,0,2,4,-2,4,6,0,0,28,14,2,2,1
873,09049,09,12,14,20,30,31,06,116,19.33,16,2,4,-2,0,3,3,3,0,5,9,1,1,22,10,1,1,3
874,09050,13,21,24,29,30,32,04,149,24.83,19,3,3,0,1,1,5,1,4,6,6,1,1,19,8,1,1,5
875,09051,06,10,13,16,21,23,07,89,14.83,19,3,3,0,1,1,2,4,-2,4,7,0,0,17,5,0,2,1
876,09052,09,11,15,19,21,30,08,105,17.50,25,5,1,4,4,0,3,3,0,4,6,0,0,21,9,1,1,3
877,09053,07,12,18,19,22,28,04,106,17.67,36,2,4,-2,0,2,4,2,2,4,8,1,1,21,6,1,1,3
878,09054,16,17,23,26,31,32,11,145,24.17,25,3,3,0,1,0,5,1,4,5,6,2,2,16,6,0,0,2
879,09055,03,04,18,22,24,29,11,100,16.67,30,2,4,-2,0,3,4,2,2,5,10,1,1,26,14,0,0,3
880,09056,04,09,10,18,29,32,08,102,17.00,32,2,4,-2,0,1,3,3,0,5,9,1,1,28,11,0,3,1
881,09057,05,07,10,14,17,25,11,78,13.00,28,4,2,2,2,1,2,4,-2,4,8,0,0,20,8,1,1,3
882,09058,05,08,10,15,23,26,09,87,14.50,27,3,3,0,1,1,2,4,-2,5,7,0,0,21,8,2,2,3
883,09059,03,07,13,23,27,30,11,103,17.17,23,5,1,4,4,0,3,3,0,3,7,0,0,27,10,0,1,2
884,09060,07,13,17,26,32,33,04,128,21.33,28,4,2,2,2,1,4,2,2,4,8,1,1,26,9,0,2,1
885,09061,10,11,13,16,19,30,03,99,16.50,19,3,3,0,1,0,2,4,-2,5,7,1,1,20,11,0,1,1
886,09062,10,19,20,21,23,32,10,125,20.83,15,3,3,0,1,0,5,1,4,5,5,2,1,22,9,1,2,2
887,09063,02,05,11,26,30,32,16,106,17.67,16,2,4,-2,1,2,3,3,0,5,8,0,0,30,15,1,1,1
888,09064,01,02,14,23,28,29,15,97,16.17,27,3,3,0,0,1,3,3,0,6,8,2,2,28,12,0,1,2
889,09065,08,12,20,22,30,33,02,125,20.83,15,1,5,-4,0,4,4,2,2,4,8,0,0,25,8,0,0,2
890,09066,02,15,19,24,31,32,04,123,20.50,23,3,3,0,1,0,4,2,2,5,8,1,1,30,13,0,0,3
891,09067,04,10,16,23,28,30,05,111,18.50,21,1,5,-4,0,3,3,3,0,5,7,0,0,26,7,0,0,3
892,09068,06,11,18,20,25,30,05,110,18.33,20,2,4,-2,0,1,4,2,2,5,4,0,0,24,7,1,1,1
893,09069,03,05,12,18,21,23,02,82,13.67,22,4,2,2,2,1,3,3,0,5,7,0,0,20,7,0,1,3
894,09070,01,02,09,10,21,31,10,74,12.33,14,4,2,2,1,0,2,4,-2,4,8,2,2,30,11,1,1,1
895,09071,04,05,23,26,31,32,06,121,20.17,21,3,3,0,1,0,4,2,2,6,8,2,2,28,18,0,1,1
896,09072,01,03,12,20,21,29,04,86,14.33,16,4,2,2,2,1,3,3,0,5,6,1,1,28,9,0,0,1
897,09073,09,16,17,18,22,27,14,109,18.17,39,3,3,0,0,1,4,2,2,5,7,2,1,18,7,0,0,1
898,09074,05,10,16,19,23,28,13,101,16.83,31,3,3,0,1,1,3,3,0,6,7,0,0,23,6,0,1,5
899,09075,01,13,15,17,20,30,05,96,16.00,16,4,2,2,3,1,3,3,0,5,9,0,0,29,12,0,0,3
900,09076,09,18,19,25,28,31,06,130,21.67,40,4,2,2,1,0,5,1,4,4,6,1,1,22,9,0,0,3
901,09077,01,09,14,16,28,32,16,100,16.67,30,2,4,-2,1,3,2,4,-2,6,10,0,0,31,12,1,2,1
902,09078,05,07,12,14,15,20,13,73,12.17,23,3,3,0,1,1,1,5,-4,5,6,1,1,15,5,0,1,1
903,09079,02,09,16,21,30,31,13,109,18.17,19,3,3,0,0,0,3,3,0,5,8,1,1,29,9,0,0,2
904,09080,01,11,13,25,32,33,06,115,19.17,15,5,1,4,3,0,3,3,0,4,9,1,1,32,12,0,0,2
905,09081,04,05,06,25,29,30,03,99,16.50,29,3,3,0,1,0,3,3,0,5,6,3,2,26,19,1,1,0
906,09082,11,15,18,21,27,29,02,121,20.17,31,5,1,4,3,0,4,2,2,5,8,0,0,18,6,0,1,1
907,09083,02,08,12,18,24,28,04,92,15.33,32,0,6,-6,0,5,3,3,0,3,3,0,0,26,6,0,1,2
908,09084,04,09,11,20,32,33,13,109,18.17,19,3,3,0,1,1,3,3,0,6,10,1,1,29,12,0,0,2
909,09085,04,08,12,17,20,30,03,91,15.17,21,1,5,-4,0,3,3,3,0,5,7,0,0,26,10,1,2,2
910,09086,11,12,13,18,23,32,11,109,18.17,19,3,3,0,0,0,3,3,0,4,8,2,1,21,9,0,1,3
911,09087,06,11,13,20,28,32,06,110,18.33,20,2,4,-2,1,2,3,3,0,6,9,0,0,26,8,2,3,2
912,09088,04,07,11,15,16,17,02,70,11.67,30,4,2,2,2,0,1,5,-4,5,8,2,1,13,4,0,1,1
913,09089,02,03,07,11,19,32,04,74,12.33,24,4,2,2,3,0,2,4,-2,5,8,1,1,30,13,0,2,1
914,09090,07,09,14,20,23,30,14,103,17.17,23,3,3,0,1,1,3,3,0,5,8,0,0,23,7,0,1,1
915,09091,03,08,11,14,25,29,04,90,15.00,30,4,2,2,1,0,2,4,-2,6,8,0,0,26,11,0,1,2
916,09092,02,06,07,14,18,31,08,78,13.00,28,2,4,-2,0,2,2,4,-2,6,8,1,1,29,13,1,1,2
917,09093,01,11,20,31,32,33,01,128,21.33,8,4,2,2,1,0,4,2,2,4,9,2,1,32,11,0,1,2
918,09094,03,16,22,25,26,33,14,125,20.83,25,3,3,0,0,1,4,2,2,4,10,1,1,30,13,1,1,1
919,09095,08,09,14,28,31,33,15,123,20.50,33,3,3,0,1,1,3,3,0,5,8,1,1,25,14,1,1,0
920,09096,01,26,27,31,32,33,03,150,25.00,20,4,2,2,1,0,5,1,4,5,6,3,2,32,25,1,2,2
921,09097,07,13,24,26,28,32,14,130,21.67,30,2,4,-2,1,3,4,2,2,6,6,0,0,25,11,0,2,3
922,09098,03,14,15,20,23,30,02,105,17.50,15,3,3,0,0,0,3,3,0,4,10,1,1,27,11,0,0,2
923,09099,08,09,18,20,25,29,09,109,18.17,39,3,3,0,1,1,4,2,2,4,8,1,1,21,9,1,1,1
924,09100,02,11,17,27,30,33,11,120,20.00,20,4,2,2,2,0,4,2,2,5,7,0,0,31,10,0,0,2
925,09101,01,02,05,10,19,24,14,61,10.17,21,3,3,0,0,0,2,4,-2,6,7,1,1,23,9,0,1,2
926,09102,03,05,07,08,14,31,10,68,11.33,28,4,2,2,2,1,1,5,-4,6,9,1,1,28,17,0,1,1
927,09103,06,11,17,20,23,24,09,101,16.83,21,3,3,0,1,0,4,2,2,6,8,1,1,18,6,0,0,1
928,09104,20,22,26,29,30,32,16,159,26.50,19,1,5,-4,0,3,6,0,6,4,5,1,1,12,4,0,1,1
929,09105,02,08,10,16,27,30,15,93,15.50,23,1,5,-4,0,3,2,4,-2,5,7,0,0,28,11,0,1,2
930,09106,01,02,15,18,20,29,04,85,14.17,25,3,3,0,0,1,3,3,0,6,9,1,1,28,13,0,1,3
931,09107,07,08,20,23,28,29,05,115,19.17,35,3,3,0,0,1,4,2,2,5,8,2,2,22,12,1,2,1
932,09108,04,10,17,28,32,33,02,124,20.67,24,2,4,-2,0,2,4,2,2,6,10,1,1,29,11,0,1,1
933,09109,05,06,07,14,25,28,01,85,14.17,35,3,3,0,0,0,2,4,-2,5,9,2,1,23,11,0,1,1
934,09110,04,10,13,15,19,30,14,91,15.17,21,3,3,0,2,1,2,4,-2,5,6,0,0,26,11,0,0,3
935,09111,02,04,07,14,15,25,15,67,11.17,27,3,3,0,1,1,1,5,-4,4,8,1,1,23,10,0,2,1
936,09112,06,07,18,24,30,32,09,117,19.50,27,1,5,-4,0,3,4,2,2,6,8,1,1,26,11,0,1,2
937,09113,04,12,20,25,28,29,16,118,19.67,28,2,4,-2,0,2,4,2,2,6,7,1,1,25,8,0,0,2
938,09114,03,05,11,12,31,32,11,94,15.67,14,4,2,2,2,0,2,4,-2,4,8,2,2,29,19,0,1,3
939,09115,02,09,13,15,19,24,03,82,13.67,32,4,2,2,3,0,2,4,-2,5,7,0,0,22,7,0,0,2
940,09116,05,17,21,25,27,32,14,127,21.17,27,5,1,4,4,0,5,1,4,4,9,0,0,27,12,0,0,1
941,09117,05,09,15,21,26,31,13,107,17.83,27,5,1,4,3,0,3,3,0,4,6,0,0,26,6,1,2,2
942,09118,12,16,25,26,27,31,05,137,22.83,27,3,3,0,1,1,4,2,2,5,7,2,1,19,9,1,2,3
943,09119,06,07,10,12,15,21,05,71,11.83,21,3,3,0,1,1,1,5,-4,6,6,1,1,15,6,0,1,1
944,09120,01,02,08,12,16,30,16,69,11.50,19,1,5,-4,0,4,1,5,-4,5,8,1,1,29,14,1,1,2
945,09121,02,04,06,10,25,30,09,77,12.83,17,1,5,-4,0,3,2,4,-2,5,8,0,0,28,15,1,2,1
946,09122,07,14,16,27,29,32,01,125,20.83,35,3,3,0,1,1,3,3,0,5,8,0,0,25,11,0,0,2
947,09123,09,13,20,22,25,28,14,117,19.50,27,3,3,0,1,1,4,2,2,6,9,0,0,19,7,0,0,2
948,09124,03,04,22,23,28,30,10,110,18.33,20,2,4,-2,0,2,4,2,2,5,8,2,2,27,18,0,2,1
949,09125,06,07,08,22,26,27,12,96,16.00,36,2,4,-2,0,2,3,3,0,4,6,3,2,21,14,0,1,2
950,09126,03,05,06,10,19,23,15,66,11.00,26,4,2,2,2,1,2,4,-2,5,8,1,1,20,9,0,1,3
951,09127,02,11,12,14,15,16,04,70,11.67,20,2,4,-2,0,1,0,6,-6,5,5,3,2,14,9,0,0,2
952,09128,05,08,15,16,26,32,01,102,17.00,32,2,4,-2,0,2,2,4,-2,4,8,1,1,27,10,0,2,2
953,09129,06,07,16,17,24,25,07,95,15.83,35,3,3,0,0,0,3,3,0,4,4,3,3,19,9,0,1,5
954,09130,02,03,07,12,13,30,11,67,11.17,17,3,3,0,1,0,1,5,-4,4,7,2,2,28,17,0,1,1
955,09131,16,23,25,26,32,33,05,155,25.83,25,3,3,0,1,1,5,1,4,4,5,2,2,17,7,0,0,0
956,09132,04,14,15,21,23,30,07,107,17.83,17,3,3,0,2,1,3,3,0,5,8,1,1,26,10,0,1,1
957,09133,05,09,13,18,20,32,01,97,16.17,27,3,3,0,2,2,3,3,0,6,9,0,0,27,12,0,0,3
958,09134,03,05,12,15,28,33,06,96,16.00,26,4,2,2,1,0,2,4,-2,4,10,0,0,30,13,0,1,2
959,09135,01,03,14,19,30,33,16,100,16.67,20,4,2,2,1,0,3,3,0,5,8,0,0,32,11,1,2,1
960,09136,01,04,14,22,30,33,01,104,17.33,14,2,4,-2,0,3,3,3,0,5,7,0,0,32,10,4,4,1
961,09137,08,12,14,15,17,21,01,87,14.50,27,3,3,0,2,2,2,4,-2,6,4,1,1,13,4,1,1,2
962,09138,04,07,14,26,32,33,14,116,19.33,26,2,4,-2,0,2,3,3,0,5,8,1,1,29,12,1,1,2
963,09139,01,05,15,17,27,29,02,94,15.67,34,6,0,6,5,0,3,3,0,4,5,0,0,28,10,0,0,3
964,09140,04,05,11,18,22,33,12,93,15.50,23,3,3,0,1,1,3,3,0,6,8,1,1,29,11,1,1,2
965,09141,02,13,21,28,29,31,09,124,20.67,24,4,2,2,2,0,4,2,2,5,9,1,1,29,11,0,0,1
966,09142,07,11,15,19,20,24,13,96,16.00,26,4,2,2,3,1,3,3,0,6,3,1,1,17,4,0,0,1
967,09143,05,09,11,17,23,28,10,93,15.50,33,5,1,4,4,0,3,3,0,6,7,0,0,23,6,0,1,1
968,09144,01,05,10,17,18,29,12,80,13.33,30,4,2,2,1,0,3,3,0,6,9,1,1,28,11,1,2,3
969,09145,03,05,11,15,26,33,11,93,15.50,23,5,1,4,3,0,2,4,-2,4,10,0,0,30,11,1,1,1
970,09146,03,09,16,20,22,33,15,103,17.17,23,3,3,0,1,2,3,3,0,5,5,0,0,30,11,2,2,1
971,09147,06,08,10,18,22,32,16,96,16.00,26,0,6,-6,0,5,3,3,0,4,5,0,0,26,10,1,1,3
972,09148,06,12,15,22,29,32,10,116,19.33,26,2,4,-2,0,1,3,3,0,4,6,0,0,26,7,2,3,0
973,09149,01,03,16,18,22,29,04,89,14.83,29,3,3,0,1,2,3,3,0,6,7,0,0,28,13,0,2,1
974,09150,04,06,07,16,19,20,04,72,12.00,32,2,4,-2,0,1,2,4,-2,5,6,2,2,16,9,0,1,2
975,09151,06,08,10,16,25,30,14,95,15.83,25,1,5,-4,0,3,2,4,-2,4,9,0,0,24,9,1,2,2
976,09152,03,04,19,21,27,28,05,102,17.00,32,4,2,2,2,0,4,2,2,6,8,2,2,25,15,0,0,0
977,09153,06,07,08,20,21,25,10,87,14.50,27,3,3,0,1,1,3,3,0,6,6,3,2,19,12,0,1,1
978,09154,01,07,12,14,18,25,16,77,12.83,27,3,3,0,1,2,2,4,-2,6,5,0,0,24,7,2,2,1
979,10001,07,17,18,27,29,32,13,130,21.67,40,4,2,2,2,0,5,1,4,4,8,1,1,25,10,0,2,1
980,10002,03,06,07,23,30,33,13,102,17.00,22,4,2,2,1,0,3,3,0,4,8,1,1,30,16,0,1,3
981,10003,14,22,26,27,28,31,04,148,24.67,28,2,4,-2,0,2,5,1,4,6,7,2,1,17,8,0,0,2
982,10004,01,12,13,16,23,28,07,93,15.50,23,3,3,0,0,0,2,4,-2,5,7,1,1,27,11,0,1,3
983,10005,03,05,06,08,17,18,14,57,9.50,37,3,3,0,1,1,2,4,-2,5,6,2,2,15,9,0,0,1
984,10006,03,05,07,13,14,18,05,60,10.00,30,4,2,2,3,1,1,5,-4,5,7,1,1,15,6,3,3,3
985,10007,14,22,27,28,30,33,14,154,25.67,24,2,4,-2,0,2,5,1,4,6,6,1,1,19,8,0,1,1
986,10008,05,07,13,15,18,30,14,88,14.67,28,4,2,2,3,1,2,4,-2,5,8,0,0,25,12,0,1,2
987,10009,01,09,13,21,24,32,06,100,16.67,20,4,2,2,3,1,3,3,0,5,5,0,0,31,8,1,1,0
988,10010,07,08,12,15,22,26,08,90,15.00,30,2,4,-2,0,2,2,4,-2,5,7,1,1,19,7,0,0,3
989,10011,07,08,14,22,24,30,07,105,17.50,25,1,5,-4,0,4,3,3,0,5,7,1,1,23,8,2,3,3
990,10012,02,08,13,14,25,33,10,95,15.83,25,3,3,0,1,1,2,4,-2,5,7,1,1,31,11,1,2,3
991,10013,01,02,03,16,18,23,12,63,10.50,23,3,3,0,0,1,2,4,-2,5,7,2,1,22,13,0,1,2
992,10014,01,03,07,14,26,28,02,79,13.17,29,3,3,0,2,2,2,4,-2,6,8,0,0,27,12,1,2,2
993,10015,01,04,16,21,23,28,06,93,15.50,23,3,3,0,1,1,3,3,0,5,7,0,0,27,12,2,2,1
994,10016,02,08,10,12,30,33,16,95,15.83,15,1,5,-4,0,4,2,4,-2,4,9,0,0,31,18,0,0,1
995,10017,01,03,06,11,12,23,11,56,9.33,16,4,2,2,1,0,1,5,-4,4,8,1,1,22,11,0,1,3
996,10018,11,28,29,30,32,33,02,163,27.17,23,3,3,0,0,1,5,1,4,6,5,3,2,22,17,0,1,1
997,10019,02,10,22,24,26,27,06,111,18.50,21,1,5,-4,0,4,4,2,2,5,9,1,1,25,12,0,0,2
998,10020,05,06,14,22,24,26,09,97,16.17,27,1,5,-4,0,4,3,3,0,4,8,1,1,21,8,0,3,1
999,10021,02,09,16,17,19,25,04,88,14.67,38,4,2,2,2,0,3,3,0,5,8,1,1,23,7,0,0,1
1000,10022,01,02,18,29,31,32,02,113,18.83,23,3,3,0,1,1,4,2,2,4,8,2,2,31,16,0,1,2
1001,10023,02,09,11,22,24,27,11,95,15.83,25,3,3,0,1,1,3,3,0,5,8,0,0,25,11,0,1,1
1002,10024,07,16,26,27,29,31,14,136,22.67,36,4,2,2,2,1,4,2,2,4,9,1,1,24,10,0,1,1
1003,10025,04,05,07,10,13,25,11,64,10.67,24,4,2,2,2,0,1,5,-4,5,7,1,1,21,12,0,1,1
1004,10026,02,04,05,08,19,22,12,60,10.00,30,2,4,-2,0,1,2,4,-2,5,6,1,1,20,11,0,2,3
1005,10027,03,04,15,25,26,30,13,103,17.17,23,3,3,0,1,1,3,3,0,5,7,2,2,27,11,1,1,2
1006,10028,01,03,06,12,16,32,12,70,11.67,20,2,4,-2,1,3,1,5,-4,4,10,0,0,31,16,0,1,2
1007,10029,01,05,14,16,17,22,03,75,12.50,25,3,3,0,1,1,2,4,-2,6,10,1,1,21,9,1,2,2
1008,10030,03,06,10,16,25,31,05,91,15.17,21,3,3,0,1,2,2,4,-2,5,8,0,0,28,9,1,1,2
1009,10031,05,07,13,24,25,28,04,102,17.00,32,4,2,2,2,0,3,3,0,5,10,1,1,23,11,1,1,3
1010,10032,08,18,21,28,29,33,08,137,22.83,37,3,3,0,1,1,5,1,4,4,9,1,1,25,10,0,1,2
1011,10033,08,10,11,12,25,29,09,95,15.83,25,3,3,0,1,1,2,4,-2,6,6,2,1,21,13,1,2,1
1012,10034,06,11,13,22,25,32,12,109,18.17,19,3,3,0,1,0,3,3,0,5,8,0,0,26,9,1,2,2
1013,10035,09,10,11,18,19,21,10,88,14.67,28,4,2,2,1,0,3,3,0,4,4,3,2,12,7,0,1,2
1014,10036,06,13,14,28,29,30,08,120,20.00,30,2,4,-2,0,1,3,3,0,6,6,3,2,24,14,0,0,0
1015,10037,03,16,19,21,24,26,06,109,18.17,29,3,3,0,1,1,4,2,2,5,6,0,0,23,13,0,0,0
1016,10038,01,06,07,11,13,16,01,54,9.00,24,4,2,2,2,0,0,6,-6,4,6,1,1,15,5,0,1,0
1017,10039,08,17,21,23,25,32,12,126,21.00,26,4,2,2,3,0,5,1,4,6,6,0,0,24,9,0,0,2
1018,10040,12,19,24,25,30,32,11,142,23.67,22,2,4,-2,0,1,5,1,4,5,6,1,1,20,7,1,2,1
1019,10041,03,05,13,19,25,29,12,94,15.67,34,6,0,6,5,0,3,3,0,3,7,0,0,26,8,0,2,3
1020,10042,03,06,11,20,31,32,10,103,17.17,13,3,3,0,0,0,3,3,0,5,10,1,1,29,11,1,1,2
1021,10043,04,10,19,22,28,33,04,116,19.33,26,2,4,-2,0,2,4,2,2,6,7,0,0,29,9,0,0,4
1022,10044,03,09,21,23,27,31,05,114,19.00,24,6,0,6,5,0,4,2,2,4,7,0,0,28,12,0,0,5
1023,10045,02,03,04,13,20,29,01,71,11.83,21,3,3,0,0,0,2,4,-2,5,7,2,1,27,9,0,1,3
1024,10046,11,12,21,23,27,32,05,126,21.00,16,4,2,2,2,0,4,2,2,4,8,1,1,21,9,0,0,2
1025,10047,03,10,13,20,21,32,15,99,16.50,9,3,3,0,0,0,3,3,0,4,7,1,1,29,11,1,2,3
1026,10048,01,06,08,10,23,33,02,81,13.50,21,3,3,0,1,2,2,4,-2,5,9,0,0,32,13,0,1,1
1027,10049,01,06,10,26,27,28,02,98,16.33,28,2,4,-2,0,2,3,3,0,5,9,2,1,27,16,2,3,0
1028,10050,07,21,22,26,28,30,11,134,22.33,24,2,4,-2,1,3,5,1,4,6,8,1,1,23,14,1,2,3
1029,10051,04,17,23,27,28,32,03,131,21.83,31,3,3,0,2,1,5,1,4,5,8,1,1,28,13,1,1,2
1030,10052,01,02,19,23,27,29,10,101,16.83,31,5,1,4,3,0,4,2,2,5,9,1,1,28,17,0,2,2
1031,10053,03,22,24,27,28,30,14,134,22.33,24,2,4,-2,0,2,5,1,4,6,7,1,1,27,19,0,1,5
1032,10054,01,06,08,12,14,25,06,66,11.00,26,2,4,-2,0,3,1,5,-4,6,6,0,0,24,11,0,0,1
1033,10055,02,03,13,19,20,23,08,80,13.33,20,4,2,2,2,0,3,3,0,4,7,2,2,21,10,0,0,2
1034,10056,01,02,03,08,13,32,07,59,9.83,19,3,3,0,0,0,1,5,-4,4,8,2,1,31,19,0,3,3
1035,10057,05,11,12,19,25,32,05,104,17.33,24,4,2,2,2,0,3,3,0,4,4,1,1,27,7,1,1,1
1036,10058,01,04,11,17,19,29,12,81,13.50,31,5,1,4,3,0,3,3,0,4,8,0,0,28,10,0,2,2
1037,10059,01,09,11,12,18,30,10,81,13.50,21,3,3,0,2,2,2,4,-2,5,10,1,1,29,12,2,2,3
1038,10060,01,08,15,18,22,27,09,91,15.17,31,3,3,0,0,1,3,3,0,5,7,0,0,26,7,1,2,1
1039,10061,02,04,16,19,22,26,12,89,14.83,29,1,5,-4,0,3,3,3,0,4,9,0,0,24,12,1,1,4
1040,10062,11,13,15,20,31,33,03,123,20.50,13,5,1,4,3,0,3,3,0,4,6,0,0,22,11,0,0,2
1041,10063,02,06,10,17,23,24,03,82,13.67,22,2,4,-2,1,2,3,3,0,6,8,1,1,22,7,0,0,1
1042,10064,08,14,25,26,30,31,11,134,22.33,24,2,4,-2,0,2,4,2,2,6,6,2,2,23,11,0,0,1
1043,10065,02,07,08,17,30,32,12,96,16.00,26,2,4,-2,0,1,3,3,0,4,9,1,1,30,13,1,2,3
1044,10066,01,03,21,22,31,32,07,110,18.33,10,4,2,2,2,0,4,2,2,3,8,2,2,31,18,1,1,3
1045,10067,01,07,10,14,21,25,01,78,13.00,18,4,2,2,2,1,2,4,-2,5,7,0,0,24,7,1,2,1
1046,10068,03,13,18,20,23,28,13,105,17.50,25,3,3,0,1,1,4,2,2,3,5,0,0,25,10,0,0,2
1047,10069,12,14,20,22,24,32,11,124,20.67,14,0,6,-6,0,5,4,2,2,3,3,0,0,20,8,0,1,4
1048,10070,08,13,23,27,31,33,07,135,22.50,25,5,1,4,4,0,4,2,2,4,8,0,0,25,10,0,0,4
1049,10071,05,13,14,17,20,26,01,95,15.83,25,3,3,0,1,1,3,3,0,6,6,1,1,21,8,1,1,2
1050,10072,06,08,22,23,30,31,01,120,20.00,20,2,4,-2,0,2,4,2,2,6,8,2,2,25,14,0,0,1
1051,10073,01,16,20,23,27,31,02,118,19.67,18,4,2,2,2,1,4,2,2,5,5,0,0,30,15,2,2,2
1052,10074,02,10,17,18,19,29,15,95,15.83,35,3,3,0,1,1,4,2,2,5,8,2,1,27,10,0,0,3
1053,10075,05,09,12,13,15,22,14,76,12.67,26,4,2,2,2,0,1,5,-4,4,6,1,1,17,7,0,0,1
1054,10076,01,12,14,29,31,32,15,119,19.83,19,3,3,0,1,1,3,3,0,4,8,1,1,31,15,0,1,2
1055,10077,02,08,14,20,21,24,09,89,14.83,19,1,5,-4,0,3,3,3,0,5,7,1,1,22,6,1,1,1
1056,10078,01,03,09,11,17,23,12,64,10.67,24,6,0,6,5,0,2,4,-2,4,4,0,0,22,6,0,0,4
1057,10079,08,11,12,14,18,22,02,85,14.17,25,1,5,-4,0,3,2,4,-2,4,5,1,1,14,4,0,1,4
1058,10080,08,10,13,14,16,23,16,84,14.00,24,2,4,-2,0,2,1,5,-4,5,7,1,1,15,7,2,2,3
1059,10081,02,03,09,24,26,27,05,91,15.17,31,3,3,0,1,1,3,3,0,6,8,2,2,25,15,0,0,2
1060,10082,01,08,13,14,27,31,02,94,15.67,24,4,2,2,1,0,2,4,-2,5,9,1,1,30,13,0,1,3
1061,10083,02,20,21,22,23,31,12,119,19.83,9,3,3,0,1,1,5,1,4,4,7,3,1,29,18,1,1,1
1062,10084,02,10,14,18,20,30,03,94,15.67,14,0,6,-6,0,5,3,3,0,4,5,0,0,28,10,1,2,2
1063,10085,01,08,12,13,24,27,08,85,14.17,25,3,3,0,0,1,2,4,-2,6,8,1,1,26,11,0,0,2
1064,10086,05,21,28,29,30,31,08,144,24.00,24,4,2,2,1,0,5,1,4,5,7,3,1,26,16,0,0,1
1065,10087,01,08,16,17,25,30,10,97,16.17,27,3,3,0,1,1,3,3,0,6,8,1,1,29,8,0,1,1
1066,10088,05,06,15,23,27,30,12,106,17.67,26,4,2,2,2,0,3,3,0,5,10,1,1,25,9,1,1,1
1067,10089,07,08,09,16,23,26,01,89,14.83,39,3,3,0,0,0,2,4,-2,5,8,2,1,19,7,0,1,3
1068,10090,01,06,10,15,25,31,14,88,14.67,18,4,2,2,2,1,2,4,-2,4,8,0,0,30,10,0,0,4
