,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球_1,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序,红球_6 顺序,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
1667,12036,2012-03-29,02,11,13,18,19,26,09,02,19,26,11,18,13,"473,900,100",12,"5,572,405",110,"93,666","360,667,728",89,14.83,29,3,3,0,1,0,3,3,0,6,8,1,1,24,9,2,2,2
1668,12035,2012-03-27,09,11,12,21,24,26,05,24,12,11,21,26,09,"516,727,952",16,"5,926,804",132,"168,509","358,931,126",103,17.17,23,3,3,0,1,1,3,3,0,5,6,1,1,17,9,0,0,2
1669,12034,2012-03-25,02,03,08,23,32,33,16,02,23,33,03,08,32,"559,655,765",5,"10,000,000",140,"271,705","399,671,360",101,16.83,21,3,3,0,0,0,3,3,0,3,8,2,2,31,15,2,2,2
1670,12033,2012-03-22,02,03,15,16,17,27,04,27,16,03,17,15,02,"520,898,790",15,"6,337,398",388,"77,555","367,684,820",80,13.33,30,4,2,2,2,0,2,4,-2,5,5,3,2,25,12,0,2,3
1671,12032,2012-03-20,01,02,10,17,22,24,04,02,24,10,22,17,01,"545,746,332",2,"10,000,000",50,"608,921","364,723,646",76,12.67,16,2,4,-2,0,2,3,3,0,5,9,1,1,23,8,0,2,1
1672,12031,2012-03-18,04,16,22,24,27,31,03,22,04,24,31,27,16,"494,705,544",4,"10,000,000",108,"370,142","405,489,418",124,20.67,24,2,4,-2,1,3,4,2,2,5,10,0,0,27,12,1,1,2
1673,12030,2012-03-15,09,10,17,18,21,31,08,18,21,31,10,09,17,"441,429,534",9,"6,076,022",133,"109,220","360,021,696",106,17.67,26,4,2,2,1,0,4,2,2,5,8,2,2,22,10,0,0,0
1674,12029,2012-03-13,04,07,15,25,26,28,03,07,25,26,15,04,28,"462,219,036",4,"10,000,000",135,"228,393","363,574,384",105,17.50,35,3,3,0,2,1,3,3,0,5,7,1,1,24,10,0,2,0
1675,12028,2012-03-11,10,15,20,21,28,30,11,30,15,10,28,21,20,"430,275,054",6,"8,433,553",142,"217,619","408,320,996",124,20.67,14,2,4,-2,0,1,4,2,2,4,8,1,1,20,7,0,1,3
1676,12027,2012-03-08,04,16,22,25,30,31,12,25,30,22,31,16,04,"408,771,750",1,"10,000,000",72,"440,655","367,033,234",128,21.33,18,2,4,-2,0,2,4,2,2,6,8,1,1,27,12,0,1,3
1677,12026,2012-03-06,03,07,09,15,24,25,16,03,25,15,09,24,07,"344,741,670",2,"10,000,000",107,"325,028","364,748,574",83,13.83,33,5,1,4,3,0,2,4,-2,5,9,1,1,22,9,2,3,3
1678,12025,2012-03-04,03,08,09,17,25,27,06,25,03,09,27,08,17,"283,592,844",12,"6,210,008",226,"96,372","403,316,356",89,14.83,39,5,1,4,3,0,3,3,0,5,9,1,1,24,8,1,1,2
1679,12024,2012-03-01,04,12,19,21,25,28,13,25,28,04,12,19,21,"307,292,592",24,"5,678,189",289,"84,480","364,173,592",109,18.17,29,3,3,0,2,1,4,2,2,6,8,0,0,24,8,0,0,2
1680,12023,2012-02-28,05,09,15,23,24,33,02,09,15,23,33,05,24,"386,601,237",9,"7,038,702",216,"127,418","365,582,932",109,18.17,29,5,1,4,3,0,3,3,0,4,7,1,1,28,9,0,1,3
1681,12022,2012-02-26,04,08,12,24,26,27,04,26,08,12,27,24,04,"385,730,443",7,"7,204,483",180,"128,594","397,040,802",101,16.83,31,1,5,-4,0,4,3,3,0,5,9,1,1,23,12,0,0,0
1682,12021,2012-02-23,01,15,16,18,22,30,03,01,18,30,22,15,16,"382,151,985",3,"10,000,000",45,"671,342","367,729,098",102,17.00,22,2,4,-2,1,3,3,3,0,6,8,1,1,29,14,1,1,2
1683,12020,2012-02-21,03,08,12,18,23,29,11,12,03,23,29,18,08,"341,661,021",19,"5,758,512",354,"61,066","363,324,150",93,15.50,33,3,3,0,1,2,3,3,0,4,6,0,0,26,6,0,1,3
1684,12019,2012-02-19,07,14,18,20,22,30,16,30,22,07,20,18,14,"400,631,707",7,"8,150,045",130,"254,426","400,412,500",111,18.50,21,1,5,-4,0,4,4,2,2,5,7,0,0,23,8,0,1,1
1685,12018,2012-02-16,03,05,06,22,26,32,15,22,26,05,32,06,03,"380,505,912",4,"10,000,000",78,"466,381","361,743,346",94,15.67,24,2,4,-2,1,3,3,3,0,4,10,1,1,29,16,0,1,2
1686,12017,2012-02-14,06,09,14,19,25,28,10,28,25,19,09,06,14,"335,624,562",26,"5,647,487",237,"106,548","360,962,760",101,16.83,41,3,3,0,1,0,3,3,0,5,7,0,0,22,6,0,1,1
1687,12016,2012-02-12,02,05,12,17,22,25,08,22,17,12,25,02,05,"423,537,888",16,"5,793,774",278,"68,527","391,806,944",83,13.83,23,3,3,0,0,0,3,3,0,3,6,0,0,23,7,0,0,3
1688,12015,2012-02-09,01,03,06,10,21,23,15,03,01,21,10,23,06,"471,786,918",3,"10,000,000",77,"317,628","344,966,404",64,10.67,14,4,2,2,2,1,2,4,-2,4,8,0,0,22,11,1,1,3
1689,12014,2012-02-07,01,02,05,16,28,30,12,01,05,28,30,02,16,"444,719,580",59,"5,208,873",112,"165,047","332,394,836",82,13.67,22,2,4,-2,0,2,2,4,-2,6,9,1,1,29,12,0,1,3
1690,12013,2012-02-05,06,08,24,29,30,32,13,24,06,30,08,32,29,"708,910,740",10,"7,153,653",164,"196,980","382,213,084",129,21.50,29,1,5,-4,0,3,4,2,2,6,8,1,1,26,16,0,0,1
1691,12012,2012-02-02,15,17,18,20,23,27,01,15,17,27,18,23,20,"705,069,412",2,"10,000,000",75,"337,508","330,682,334",120,20.00,30,4,2,2,2,1,5,1,4,5,6,1,1,12,4,0,2,3
1692,12011,2012-01-31,04,14,15,16,20,26,05,14,15,20,26,16,04,"666,005,385",15,"5,501,852",212,"53,262","322,471,622",95,15.83,25,1,5,-4,0,3,2,4,-2,4,5,2,1,22,10,1,1,4
1693,12010,2012-01-29,01,03,13,19,25,26,10,13,03,25,19,01,26,"722,185,940",4,"9,684,099",112,"250,933","350,707,306",87,14.50,27,5,1,4,4,0,3,3,0,5,8,1,1,25,10,0,1,3
1694,12009,2012-01-19,04,16,24,26,27,33,11,27,24,16,04,33,26,"695,344,944",7,"7,738,273",76,"279,630","371,864,904",130,21.67,30,2,4,-2,1,3,4,2,2,4,10,1,1,29,12,0,1,1
1695,12008,2012-01-17,01,12,20,23,24,29,08,29,20,01,12,23,24,"694,925,145",5,"9,838,366",108,"266,553","349,794,196",109,18.17,19,3,3,0,0,1,4,2,2,6,9,1,1,28,11,0,0,2
1696,12007,2012-01-15,10,17,19,27,28,32,04,19,32,28,17,10,27,"671,945,560",5,"10,692,340",88,"399,915","386,798,560",133,22.17,33,3,3,0,2,1,5,1,4,5,9,1,1,22,8,0,1,2
1697,12006,2012-01-12,02,22,25,29,32,33,08,22,25,02,29,32,33,"638,291,299",17,"6,108,129",127,"163,443","365,269,490",143,23.83,23,3,3,0,1,1,5,1,4,4,7,1,1,31,20,1,1,1
1698,12005,2012-01-10,07,09,18,27,31,33,06,07,31,27,33,18,09,"688,695,791",7,"8,838,231",102,"321,582","373,157,878",125,20.83,35,5,1,4,3,0,4,2,2,5,7,0,0,26,9,0,0,1
1699,12004,2012-01-08,01,05,10,11,21,23,16,01,11,23,10,05,21,"669,026,740",4,"11,250,000",153,"222,629","422,246,096",71,11.83,11,5,1,4,3,0,2,4,-2,4,9,1,1,22,10,0,0,2
1700,12003,2012-01-05,03,06,08,24,29,31,09,24,08,06,31,03,29,"629,548,166",26,"5,307,916",165,"27,325","376,556,854",101,16.83,31,3,3,0,1,2,3,3,0,6,6,0,0,28,16,0,1,4
1701,12002,2012-01-03,02,03,07,09,10,32,13,32,03,07,02,10,09,"752,033,556",17,"6,568,417",101,"321,729","369,663,804",63,10.50,23,3,3,0,2,1,1,5,-4,5,8,2,2,30,22,1,1,3
1702,12001,2012-01-01,01,04,05,09,15,17,06,04,05,15,01,09,17,"782,875,794",6,"9,494,234",110,"299,528","433,902,388",51,8.50,31,5,1,4,3,0,1,5,-4,5,8,1,1,16,6,0,2,2
1703,11153,2011-12-29,05,08,09,10,20,25,13,10,25,05,09,08,20,"757,962,272",16,"6,856,586",282,"131,411","403,874,136",77,12.83,27,3,3,0,0,1,2,4,-2,4,7,2,1,20,10,0,1,5
1704,11152,2011-12-27,04,10,11,12,21,26,13,12,04,26,11,21,10,"776,198,815",7,"9,253,543",285,"130,393","394,544,922",84,14.00,14,2,4,-2,0,1,2,4,-2,5,9,2,1,22,9,0,1,2
1705,11151,2011-12-25,07,11,16,19,31,33,10,31,07,11,16,33,19,"749,261,802",6,"9,932,855",190,"194,187","428,101,842",117,19.50,27,5,1,4,3,0,3,3,0,5,9,0,0,26,12,0,0,3
1706,11150,2011-12-22,08,10,12,15,22,27,13,08,10,27,22,12,15,"717,768,968",8,"8,289,213",215,"148,700","385,439,474",94,15.67,24,2,4,-2,0,2,2,4,-2,5,6,0,0,19,7,0,0,2
1707,11149,2011-12-20,04,05,06,07,23,31,16,05,31,06,23,04,07,"704,484,700",1,"15,000,000",225,"160,785","365,612,730",76,12.67,26,4,2,2,2,0,2,4,-2,6,7,3,1,27,16,0,2,3
1708,11148,2011-12-18,05,14,22,23,25,26,14,26,23,22,25,05,14,"630,072,378",6,"9,214,741",105,"289,835","403,588,782",115,19.17,25,3,3,0,1,1,4,2,2,5,7,2,2,21,9,0,0,1
1709,11147,2011-12-15,04,08,12,17,18,30,10,08,18,30,04,12,17,"609,351,248",16,"6,570,947",275,"109,828","369,715,120",89,14.83,29,1,5,-4,0,3,3,3,0,5,8,1,1,26,12,0,0,1
1710,11146,2011-12-13,11,23,26,28,32,33,10,23,33,26,11,28,32,"639,013,370",5,"9,194,616",163,"146,991","367,466,864",153,25.50,23,3,3,0,1,2,5,1,4,5,9,1,1,22,12,0,1,0
1711,11145,2011-12-11,02,04,14,15,26,30,04,04,02,14,15,30,26,"624,080,666",11,"7,107,438",249,"109,529","399,835,362",91,15.17,21,1,5,-4,0,3,2,4,-2,5,8,1,1,28,11,0,1,2
1712,11144,2011-12-08,01,02,09,10,16,24,03,01,02,16,10,09,24,"633,626,105",7,"8,950,812",78,"435,686","365,097,322",62,10.33,22,2,4,-2,0,2,1,5,-4,6,4,2,2,23,8,0,0,2
1713,11143,2011-12-06,07,08,12,14,15,30,16,08,07,14,12,15,30,"611,986,880",4,"11,250,000",90,"375,290","359,074,808",86,14.33,26,2,4,-2,0,2,1,5,-4,6,8,2,2,23,15,0,2,3
1714,11142,2011-12-04,12,15,16,26,29,31,02,31,16,29,15,12,26,"573,175,899",3,"11,666,666",83,"381,361","395,266,644",129,21.50,29,3,3,0,1,1,3,3,0,5,8,1,1,19,10,0,1,0
1715,11141,2011-12-01,02,04,06,19,24,29,11,02,29,19,06,04,24,"529,318,827",9,"7,264,264",192,"120,143","353,185,652",84,14.00,34,2,4,-2,0,2,3,3,0,4,8,0,0,27,13,1,2,1
1716,11140,2011-11-29,04,18,20,22,27,29,06,04,18,27,29,20,22,"535,872,860",5,"9,666,056",53,"518,781","349,582,200",120,20.00,30,2,4,-2,1,3,5,1,4,6,6,0,0,25,14,0,2,1
1717,11139,2011-11-27,08,20,24,27,30,31,03,27,08,30,24,20,31,"515,047,152",6,"9,646,035",72,"476,587","387,797,344",140,23.33,20,2,4,-2,0,2,5,1,4,5,7,1,1,23,12,0,1,2
1718,11138,2011-11-24,01,05,15,24,28,32,07,28,15,32,01,05,24,"487,856,614",7,"8,512,034",252,"116,572","348,154,674",105,17.50,25,3,3,0,2,2,3,3,0,5,6,0,0,31,10,0,0,3
1719,11137,2011-11-22,02,11,18,23,30,33,13,30,11,18,02,33,23,"473,896,000",5,"8,768,592",128,"162,222","340,607,254",117,19.50,17,3,3,0,0,0,4,2,2,5,8,0,0,31,9,1,1,2
1720,11136,2011-11-20,02,04,06,20,22,31,07,06,02,31,22,20,04,"464,288,592",4,"11,250,000",86,"355,324","375,968,636",85,14.17,15,1,5,-4,0,4,3,3,0,5,6,0,0,29,14,1,1,0
1721,11135,2011-11-17,12,13,17,20,25,26,12,17,20,25,12,26,13,"432,986,892",3,"11,666,666",62,"419,705","335,103,670",113,18.83,23,3,3,0,1,0,4,2,2,6,6,2,2,14,5,0,0,0
1722,11134,2011-11-15,01,02,06,07,30,31,10,07,06,30,31,02,01,"402,269,556",12,"6,641,721",84,"262,511","337,761,116",77,12.83,17,3,3,0,0,1,2,4,-2,5,5,3,3,30,23,1,1,1
1723,11133,2011-11-13,12,14,20,21,25,31,16,14,21,20,25,31,12,"425,517,897",7,"9,338,759",75,"507,426","376,474,284",123,20.50,13,3,3,0,2,2,4,2,2,5,8,1,1,19,6,1,2,2
1724,11132,2011-11-10,02,05,12,13,25,33,07,25,05,12,13,02,33,"397,089,600",10,"6,654,309",138,"125,468","340,242,582",90,15.00,20,4,2,2,2,0,2,4,-2,3,8,1,1,31,12,1,2,0
1725,11131,2011-11-08,02,07,09,17,21,25,01,17,21,02,07,09,25,"418,231,870",5,"9,961,151",131,"226,783","329,212,830",81,13.50,31,5,1,4,4,0,3,3,0,5,8,0,0,23,8,0,2,1
1726,11130,2011-11-06,07,14,18,23,25,32,15,32,18,23,14,25,07,"393,717,483",3,"11,666,666",86,"330,170","368,707,538",119,19.83,29,3,3,0,1,1,4,2,2,6,5,0,0,25,7,1,2,1
1727,11129,2011-11-03,07,10,11,21,23,26,06,23,26,10,21,11,07,"357,463,184",8,"7,444,093",120,"181,909","336,342,794",98,16.33,18,4,2,2,2,0,3,3,0,5,8,1,1,19,10,0,2,1
1728,11128,2011-11-01,09,11,14,17,19,23,12,19,23,14,09,11,17,"361,081,322",7,"7,458,146",109,"167,986","330,310,278",93,15.50,33,5,1,4,3,0,3,3,0,5,5,0,0,14,4,0,2,2
1729,11127,2011-10-30,16,19,22,23,27,29,11,23,22,16,19,29,27,"365,563,744",8,"7,434,426",93,"233,474","366,718,126",136,22.67,36,4,2,2,2,0,5,1,4,5,6,1,1,13,4,0,1,3
1730,11126,2011-10-27,03,07,13,18,23,26,16,26,13,18,07,03,23,"369,375,226",2,"12,500,000",198,"165,315","329,809,254",90,15.00,30,4,2,2,2,0,3,3,0,4,8,0,0,23,6,1,1,2
1731,11125,2011-10-25,03,10,15,24,27,32,08,15,32,24,27,03,10,"312,999,380",10,"6,233,335",117,"94,017","322,501,850",111,18.50,21,3,3,0,0,0,3,3,0,6,7,0,0,29,9,1,1,3
1732,11124,2011-10-23,09,18,19,26,31,32,16,19,09,31,26,18,32,"344,665,993",7,"8,751,022",123,"259,233","356,985,192",135,22.50,35,3,3,0,0,0,5,1,4,5,8,2,2,23,9,0,1,1
1733,11123,2011-10-20,01,04,05,14,19,28,16,19,14,04,28,05,01,"326,523,090",3,"11,666,666",155,"211,230","329,433,846",71,11.83,31,3,3,0,0,0,2,4,-2,5,8,1,1,27,9,0,0,2
1734,11122,2011-10-18,10,12,18,26,27,31,03,27,31,12,18,26,10,"280,128,023",7,"7,026,731",142,"149,863","307,852,112",124,20.67,24,2,4,-2,1,3,4,2,2,6,9,1,1,21,8,0,0,2
1735,11121,2011-10-16,04,14,22,25,32,33,02,14,04,22,33,32,25,"279,660,224",2,"10,000,000",39,"783,201","342,602,202",130,21.67,20,2,4,-2,0,2,4,2,2,4,6,1,1,29,10,3,3,1
1736,11120,2011-10-13,04,14,17,28,30,33,07,30,28,17,14,33,04,"228,388,853",11,"5,309,612",107,"47,744","307,300,204",126,21.00,26,2,4,-2,0,2,4,2,2,5,7,0,0,29,11,0,2,1
1737,11119,2011-10-11,09,12,14,19,28,32,01,12,09,32,14,19,28,"274,874,502",3,"10,000,000",81,"368,865","310,270,074",114,19.00,34,2,4,-2,0,2,3,3,0,4,9,0,0,23,9,0,1,2
1738,11118,2011-10-09,05,06,11,14,20,21,10,06,14,11,21,05,20,"235,158,912",6,"7,692,874",163,"148,686","346,558,714",77,12.83,17,3,3,0,0,1,2,4,-2,5,6,2,2,16,6,0,0,2
1739,11117,2011-10-06,08,10,19,26,28,30,04,08,19,26,10,30,28,"224,765,796",3,"10,000,000",180,"125,558","284,670,324",121,20.17,31,1,5,-4,0,3,4,2,2,4,4,0,0,22,9,0,0,4
1740,11116,2011-10-04,01,07,11,12,17,27,05,27,12,01,07,17,11,"202,031,320",20,"5,629,502",135,"139,889","270,660,014",75,12.50,25,5,1,4,3,0,2,4,-2,3,5,1,1,26,10,2,3,2
1741,11115,2011-10-02,07,08,09,12,17,33,16,17,33,09,07,12,08,"270,556,202",2,"10,000,000",123,"220,636","306,169,962",86,14.33,36,4,2,2,1,0,2,4,-2,5,8,2,1,26,16,0,0,2
1742,11114,2011-09-29,01,14,15,16,30,32,09,14,16,15,30,32,01,"227,233,590",6,"6,713,165",75,"205,579","297,745,236",108,18.00,18,2,4,-2,0,2,2,4,-2,6,5,2,1,31,14,0,1,1
1743,11113,2011-09-27,06,10,11,25,32,33,05,33,25,06,11,32,10,"231,536,104",4,"8,965,249",84,"283,232","301,463,604",117,19.50,17,3,3,0,1,1,3,3,0,6,8,2,2,27,14,0,0,2
1744,11112,2011-09-25,03,05,16,18,23,24,15,03,05,16,18,23,24,"211,883,612",4,"10,000,000",194,"172,756","335,373,070",89,14.83,29,3,3,0,1,1,3,3,0,5,8,1,1,21,11,0,2,1
1745,11111,2011-09-22,01,03,05,20,25,27,04,01,05,03,20,25,27,"173,682,690",5,"8,307,736",76,"326,421","301,379,048",81,13.50,21,5,1,4,3,0,3,3,0,5,6,0,0,26,15,0,0,3
1746,11110,2011-09-20,12,14,21,26,28,33,12,33,26,21,28,12,14,"157,335,982",1,"10,000,000",46,"572,431","291,747,572",134,22.33,24,2,4,-2,0,2,4,2,2,6,4,0,0,21,7,1,1,1
1747,11109,2011-09-18,01,03,09,15,16,33,15,16,33,01,03,15,09,"105,894,980",5,"5,000,000",92,"364,237","319,837,948",77,12.83,27,5,1,4,3,0,1,5,-4,5,9,1,1,32,17,1,1,3
1748,11108,2011-09-15,02,17,22,26,29,33,10,02,22,26,17,29,33,"52,705,268",4,"5,000,000",72,"254,198","282,794,584",129,21.50,29,3,3,0,1,1,5,1,4,5,8,0,0,31,15,0,3,1
1749,11107,2011-09-13,04,09,16,17,22,29,15,04,22,16,17,09,29,"30,000,000",36,"4,981,416",428,"39,730","287,460,888",97,16.17,37,3,3,0,0,0,3,3,0,5,5,1,1,25,7,0,0,0
1750,11106,2011-09-11,02,11,12,14,24,32,14,02,11,12,14,24,32,"139,653,840",5,"5,000,000",118,"238,145","313,930,786",95,15.83,15,1,5,-4,0,3,2,4,-2,3,8,1,1,30,10,0,0,1
1751,11105,2011-09-08,04,06,23,25,27,28,01,04,06,23,28,27,25,"99,084,564",6,"5,000,000",163,"159,989","292,666,602",113,18.83,33,3,3,0,2,1,4,2,2,6,6,1,1,24,17,0,1,1
1752,11104,2011-09-06,09,10,16,20,25,29,09,09,10,29,20,16,25,"68,235,192",24,"5,474,058",193,"88,425","300,386,562",109,18.17,29,3,3,0,1,2,3,3,0,4,8,1,1,20,6,0,2,2
1753,11103,2011-09-04,04,05,10,13,15,16,12,05,15,10,16,04,13,"159,791,712",8,"6,857,389",77,"289,463","334,043,508",63,10.50,23,3,3,0,1,0,0,6,-6,5,5,2,2,12,5,1,2,1
1754,11102,2011-09-01,01,05,13,21,27,31,11,21,05,31,13,01,27,"162,643,920",12,"5,904,141",116,"140,297","303,886,824",98,16.33,18,6,0,6,5,0,3,3,0,4,7,0,0,30,8,1,1,1
1755,11101,2011-08-30,06,10,19,23,29,31,06,10,23,29,06,31,19,"195,519,685",5,"8,187,546",100,"239,065","295,906,364",118,19.67,28,4,2,2,3,1,4,2,2,5,8,0,0,25,9,1,2,3
1756,11100,2011-08-28,07,11,21,23,31,32,05,23,21,07,31,11,32,"180,675,360",5,"8,933,494",138,"213,776","323,046,340",125,20.83,15,5,1,4,4,0,4,2,2,4,9,1,1,25,10,0,1,1
1757,11099,2011-08-25,10,12,13,21,26,27,14,26,21,27,12,10,13,"156,506,688",3,"10,000,000",61,"442,666","287,051,218",109,18.17,19,3,3,0,1,1,3,3,0,6,8,2,2,17,8,1,1,1
1758,11098,2011-08-23,03,07,20,21,22,32,05,21,03,07,22,32,20,"123,500,432",2,"5,000,000",51,"525,704","283,485,974",105,17.50,15,3,3,0,1,1,4,2,2,5,9,2,1,29,13,0,2,3
1759,11097,2011-08-21,09,17,19,20,21,26,16,26,20,09,17,21,19,"70,941,649",19,"6,047,982",108,"276,551","323,418,670",112,18.67,32,4,2,2,2,0,5,1,4,5,8,2,1,17,8,0,1,1
1760,11096,2011-08-18,01,04,07,13,14,19,15,14,13,04,19,01,07,"116,162,472",4,"5,000,000",106,"250,390","288,032,952",58,9.67,28,4,2,2,1,0,1,5,-4,5,6,1,1,18,6,0,1,2
1761,11095,2011-08-16,03,07,08,10,23,24,05,07,03,10,24,08,23,"74,232,601",19,"5,762,690",126,"172,513","293,229,282",75,12.50,25,3,3,0,1,1,2,4,-2,5,8,2,2,21,13,0,0,2
1762,11094,2011-08-14,09,11,12,17,18,19,05,11,09,12,19,18,17,"133,004,802",14,"5,977,783",124,"165,592","329,858,052",86,14.33,36,4,2,2,1,0,3,3,0,5,4,3,2,10,5,0,1,1
1763,11093,2011-08-11,04,07,11,13,23,30,09,23,13,11,04,30,07,"168,782,368",16,"5,714,665",112,"153,142","300,330,150",88,14.67,18,4,2,2,3,0,2,4,-2,5,8,0,0,26,10,0,0,3
1764,11092,2011-08-09,05,10,17,26,31,32,04,17,32,31,05,10,26,"220,195,756",4,"9,755,247",107,"266,649","296,160,020",121,20.17,21,3,3,0,0,0,4,2,2,6,8,1,1,27,9,0,0,2
1765,11091,2011-08-07,09,15,21,23,28,30,03,28,21,09,30,23,15,"192,643,284",4,"9,469,900",81,"331,103","330,377,834",126,21.00,26,4,2,2,3,1,4,2,2,6,7,0,0,21,6,0,1,1
1766,11090,2011-08-04,02,05,14,18,21,25,16,25,18,05,02,21,14,"167,944,280",2,"10,000,000",76,"358,554","302,158,754",85,14.17,25,3,3,0,1,1,3,3,0,5,6,0,0,23,9,0,1,2
1767,11089,2011-08-02,01,02,11,24,29,30,12,24,11,29,30,02,01,"124,360,665",11,"6,333,194",96,"229,142","299,010,020",97,16.17,17,3,3,0,0,0,3,3,0,5,8,2,2,29,13,0,1,2
1768,11088,2011-07-31,03,09,17,20,21,29,04,20,17,09,03,29,21,"142,697,808",8,"7,293,508",154,"178,714","327,675,114",99,16.50,29,5,1,4,3,0,4,2,2,5,8,1,1,26,8,0,1,3
1769,11087,2011-07-28,02,03,04,05,18,28,01,05,18,04,03,02,28,"136,827,640",10,"6,784,021",119,"224,876","296,896,504",60,10.00,30,2,4,-2,0,1,2,4,-2,5,7,3,1,26,13,0,0,2
1770,11086,2011-07-26,06,07,09,12,17,24,09,12,24,06,17,09,07,"142,227,111",113,"5,140,840",110,"217,023","334,074,814",75,12.50,35,3,3,0,1,0,2,4,-2,5,8,1,1,18,7,0,2,2
1771,11085,2011-07-24,03,06,11,21,24,31,10,03,24,11,06,31,21,"667,439,560",10,"6,706,303",221,"115,812","371,696,466",96,16.00,16,4,2,2,1,0,3,3,0,4,7,0,0,28,10,0,0,2
1772,11084,2011-07-21,09,10,12,16,18,32,15,32,12,16,18,10,09,"674,781,990",5,"8,954,854",68,"436,197","348,473,896",97,16.17,27,1,5,-4,0,4,2,4,-2,5,8,1,1,23,14,0,2,0
1773,11083,2011-07-19,07,16,18,24,28,29,06,07,28,29,16,18,24,"650,346,305",7,"7,466,947",95,"272,662","346,077,740",122,20.33,42,2,4,-2,0,3,4,2,2,5,9,1,1,22,9,2,2,3
1774,11082,2011-07-17,07,16,17,20,25,26,04,26,25,20,16,07,17,"642,174,720",16,"6,165,379",179,"156,252","388,800,864",111,18.50,31,3,3,0,0,0,4,2,2,4,6,2,2,19,9,1,1,3
1775,11081,2011-07-14,06,14,19,23,25,32,12,23,25,32,14,19,06,"675,559,532",4,"9,466,253",128,"209,355","347,690,264",119,19.83,29,3,3,0,2,1,4,2,2,6,8,0,0,26,8,1,2,2
1776,11080,2011-07-12,02,07,09,25,31,32,09,07,32,31,02,09,25,"650,897,000",10,"7,059,178",77,"401,138","348,447,154",106,17.67,26,4,2,2,3,0,3,3,0,5,8,1,1,30,16,0,0,2
1777,11079,2011-07-10,03,14,15,16,24,29,05,15,29,16,03,24,14,"649,417,535",5,"8,972,101",81,"367,787","391,447,400",101,16.83,31,3,3,0,0,1,2,4,-2,5,8,2,1,26,11,2,2,1
1778,11078,2011-07-07,03,05,13,20,22,29,09,05,13,20,22,29,03,"624,766,272",13,"6,220,044",101,"235,553","365,761,038",92,15.33,22,4,2,2,2,1,3,3,0,5,6,0,0,26,8,1,1,0
1779,11077,2011-07-05,01,07,08,15,26,29,10,07,26,15,29,01,08,"650,114,820",10,"6,846,344",131,"211,413","366,916,974",86,14.33,36,4,2,2,1,0,2,4,-2,6,8,1,1,28,11,0,1,1
1780,11076,2011-07-03,06,19,21,26,32,33,13,33,26,32,19,06,21,"653,956,218",1,"10,000,000",96,"338,515","382,839,880",137,22.83,27,3,3,0,1,1,5,1,4,5,8,1,1,27,13,0,1,3
1781,11075,2011-06-30,07,09,10,12,31,32,13,09,32,12,31,07,10,"588,128,854",2,"10,000,000",64,"424,849","343,341,640",101,16.83,21,3,3,0,1,1,2,4,-2,5,6,2,2,25,19,1,1,1
1782,11074,2011-06-28,02,21,26,28,29,32,01,26,32,21,28,29,02,"544,684,626",6,"8,431,330",29,"1,064,895","344,333,482",138,23.00,28,2,4,-2,0,1,5,1,4,5,9,1,1,30,19,0,1,1
1783,11073,2011-06-26,03,04,05,12,17,21,14,21,05,04,12,03,17,"523,214,664",7,"8,337,482",127,"275,933","362,922,526",62,10.33,22,4,2,2,1,0,2,4,-2,6,8,2,1,18,7,0,0,3
1784,11072,2011-06-23,01,06,10,11,18,27,12,18,10,06,01,27,11,"499,808,730",6,"8,651,991",107,"307,176","313,897,806",73,12.17,23,3,3,0,0,1,2,4,-2,5,7,1,1,26,9,1,1,2
1785,11071,2011-06-21,01,02,15,22,28,30,02,28,15,30,02,01,22,"475,028,862",3,"10,000,000",57,"503,040","310,534,104",98,16.33,18,2,4,-2,0,2,3,3,0,5,9,1,1,29,13,1,2,2
1786,11070,2011-06-19,01,03,05,12,21,28,12,21,12,03,01,05,28,"438,124,428",7,"7,305,934",219,"110,558","342,264,942",70,11.67,20,4,2,2,2,0,2,4,-2,5,6,0,0,27,9,0,0,3
1787,11069,2011-06-16,02,13,16,18,24,30,12,30,24,02,18,13,16,"432,770,570",5,"8,645,764",105,"260,411","308,628,372",103,17.17,23,1,5,-4,0,3,3,3,0,6,7,0,0,28,11,0,1,3
1788,11068,2011-06-14,03,07,10,15,19,24,10,15,10,19,24,03,07,"412,198,518",6,"7,432,612",148,"147,929","296,012,586",78,13.00,28,4,2,2,2,0,2,4,-2,6,6,0,0,21,5,0,2,2
1789,11067,2011-06-12,17,19,20,24,25,27,12,24,19,27,17,20,25,"405,709,326",3,"10,000,000",69,"475,534","321,776,484",132,22.00,32,4,2,2,2,1,6,0,6,5,4,2,2,10,4,0,1,0
1790,11066,2011-06-09,04,06,14,17,30,32,12,30,14,32,04,17,06,"359,148,246",3,"9,265,251",52,"369,108","284,641,290",103,17.17,23,1,5,-4,0,3,3,3,0,5,7,0,0,28,13,1,1,2
